31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: February 2016,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,94,92,2,97.87%,,92,1,0,1,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20,1,95.24%,,20,1,0,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,56,0,100.00%,,56,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,61,0,100.00%,,61,0,0,0,0
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,63,0,100.00%,,63,0,0,0,0
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,62,1,98.41%,,62,1,0,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,125,123,2,98.40%,,123,0,2,0,0
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,78,77,1,98.72%,,77,1,0,0,0
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,62,62,0,100.00%,,62,0,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,51,51,0,100.00%,,51,0,0,0,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,100,100,0,100.00%,,100,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,24,0,100.00%,,24,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,89,83,6,93.26%,,83,1,1,2,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,79,79,0,100.00%,,79,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,52,52,0,100.00%,,52,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,36,35,1,97.22%,,35,1,0,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,31,0,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,93,92,1,98.92%,,92,0,0,1,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,149,149,0,100.00%,,149,0,0,0,0
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,24,24,0,100.00%,,24,0,0,0,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,78,77,1,98.72%,,77,0,1,0,0
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,65,1,98.48%,,65,0,0,0,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,90,89,1,98.89%,,89,0,0,0,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,59,59,0,100.00%,,59,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,20,0,100.00%,,20,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,55,53,2,96.36%,,53,2,0,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,83,83,0,100.00%,,83,0,0,0,0
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,89,88,1,98.88%,,88,0,1,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,31,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,81,80,1,98.77%,,80,0,0,0,1
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,112,112,0,100.00%,,112,0,0,0,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,79,78,1,98.73%,,78,1,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,79,79,0,100.00%,,79,0,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,60,0,100.00%,,60,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,93,93,0,100.00%,,93,0,0,0,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,144,138,6,95.83%,,138,4,1,1,0
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,87,86,1,98.85%,,86,0,1,0,0
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,9,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,62,0,100.00%,,62,0,0,0,0
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,24,1,96.00%,,24,0,0,1,0
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,43,42,1,97.67%,,42,0,0,0,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64,64,0,100.00%,,64,0,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,239,238,1,99.58%,,238,1,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,186,183,3,98.39%,,183,3,0,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,26,1,96.30%,,26,0,0,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,127,126,1,99.21%,,126,0,0,0,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,44,44,0,100.00%,,44,0,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,51,51,0,100.00%,,51,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,61,0,100.00%,,61,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,115,115,0,100.00%,,115,0,0,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,107,107,0,100.00%,,107,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,91,89,2,97.80%,,89,0,1,1,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,44,44,0,100.00%,,44,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,111,108,3,97.30%,,108,3,0,0,0
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64,64,0,100.00%,,64,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,84,84,0,100.00%,,84,0,0,0,0
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,7,0,100.00%,,7,0,0,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,69,0,100.00%,,69,0,0,0,0
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,104,104,0,100.00%,,104,0,0,0,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,21,0,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,74,74,0,100.00%,,74,0,0,0,0
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,NYG,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,7493,7449,44,99.41%,,7449,20,8,7,9
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127,124,3,97.64%,,124,1,1,1,0
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,46,46,0,100.00%,,46,0,0,0,0
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,3,2,1,66.67%,,2,0,1,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,83,82,1,98.80%,,82,0,0,0,1
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,219,209,10,95.43%,,209,2,1,4,3
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,229,223,6,97.38%,,223,3,2,1,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118,116,2,98.31%,,116,1,1,0,0
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,87,85,2,97.70%,,85,1,1,0,0
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,12,12,0,100.00%,,12,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,146,146,0,100.00%,,146,0,0,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,99,97,2,97.98%,,97,0,1,1,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,127,122,5,96.06%,,122,1,2,2,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,223,221,2,99.10%,,221,1,1,0,0
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,153,151,2,98.69%,,151,2,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,75,0,100.00%,,75,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,115,0,100.00%,,115,0,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,264,255,9,96.59%,,255,2,4,1,2
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,114,109,5,95.61%,,109,2,1,0,2
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,60,60,0,100.00%,,60,0,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100.00%,,110,0,0,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,135,131,4,97.04%,,131,2,1,1,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,184,179,5,97.28%,,179,2,1,1,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,93,0,100.00%,,93,0,0,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,142,142,0,100.00%,,142,0,0,0,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,65,64,1,98.46%,,64,0,0,0,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,72,72,0,100.00%,,72,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,262,253,9,96.56%,,253,3,2,3,1
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,148,145,3,97.97%,,145,2,1,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,204,198,6,97.06%,,198,0,2,0,4
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,239,232,7,97.07%,,232,4,1,1,1
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,162,162,0,100.00%,,162,0,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,170,168,2,98.82%,,168,2,0,0,0
