62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: March 2017,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,86,77.5,8.5,90.12%,,27.5,13.5,10.5,26,3.5,4,0.5,0.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,21,17,4,80.95%,,3,2.5,3.5,8,0,2,0.5,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51.5,42,9.5,81.55%,,15,5,9,13,2,1.5,3.5,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,91.5,65,26.5,71.04%,,13,10,19.5,22.5,8,6.5,1.5,10.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,32.5,32,0.5,98.46%,,8.5,6.5,5.5,11.5,0,0,0.5,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,31.5,25.5,6,80.95%,,11,1.5,5,8,3,1,1.5,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42.5,39,3.5,91.76%,,18.5,9.5,9,2,0,1,0,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91.5,75,16.5,81.97%,,22,13,19,21,4.5,5.5,3.5,3
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0.5,0.5,0,0.5,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,38,32,6,84.21%,,12,8.5,4.5,7,2,0.5,0,3.5
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,4,4,0,100.00%,,2.5,0,0.5,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3.5,2,1.5,57.14%,,0,1,0.5,0.5,0,0,1,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,8083,6647,1436,82.23%,,1901,966,1443,2337,449,331,266,390
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,24,3.5,87.27%,,3.5,4,7,9.5,1,1,1.5,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,20,1.5,93.02%,,12,3,3,2,1,0,0,0.5
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,12.5,3,3.5,7.5,0,1.5,0,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,55.5,48,7.5,86.49%,,18,5,5,20,2,1,1,3.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,12.5,2.5,83.33%,,7,0,3,2.5,0.5,0.5,1,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,37,31.5,5.5,85.14%,,8,5,6,12.5,1.5,0.5,2,1.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,25.5,13,66.23%,,18,1.5,3,3,4,3.5,1,4.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22,20,2,90.91%,,5,5,5,5,1,1,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,12.5,3.5,78.13%,,4,1,2,5.5,2,1,0,0.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,31.5,1,96.92%,,13,4.5,5,9,0.5,0,0,0.5
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22.5,3,88.24%,,11,3,6,2.5,1,1,0,1
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,11.5,0,100.00%,,11,0,0,0.5,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,91,67.5,23.5,74.18%,,34.5,9,9.5,14.5,5,9.5,3,6
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,6,4,6.5,4.5,0,2.5,0.5,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,7,1,87.50%,,4,1,2,0,0,0,1,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,34.5,2,94.52%,,12,5,4.5,13,0,1,0,1
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,56.5,6.5,89.68%,,32,7.5,8.5,8.5,1.5,1,1,3
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,17,2,89.47%,,6,1,5,5,0.5,0,1.5,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,5,0,5.5,4.5,0,1,1,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,21.5,9.5,69.35%,,11,4.5,4.5,1.5,1.5,4.5,2,1.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,35,4,89.74%,,12,7,8,8,1.5,2,0,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,26,12,68.42%,,5,2,9,10,7,1,4,0
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23.5,2.5,90.38%,,14,4,2,3.5,0.5,0.5,0.5,1
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,24.5,5,83.05%,,10,1,6,7.5,0,0.5,1.5,3
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,34,31.5,2.5,92.65%,,14.5,7,3.5,6.5,1,0,1,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,7,3,0,8,1,1,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,39,4,90.70%,,14,7,9,9,0,2,1,1
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,30,3.5,89.55%,,13.5,4,4,8.5,1,1.5,0,1
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,9,1,0,2.5,0.5,0,0,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,75,49,26,65.33%,,22,4.5,10,12.5,7.5,7,4,7.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,1,2.5,3,5.5,0,0,0,0.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,50.5,15.5,76.52%,,16,5,8,21.5,5,2.5,4,4
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,50,47.5,2.5,95.00%,,27.5,7,6,7,0,1,1,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,34.5,27,7.5,78.26%,,7.5,5,5.5,9,1,0.5,1,5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,24.5,2,92.45%,,12,4,3.5,5,1,1,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,40,6.5,86.02%,,20.5,4,4.5,11,2,2.5,1,1
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,27,2.5,91.53%,,10,3,8,6,0.5,0,0,2
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9,8,1,88.89%,,4,1,1,2,0.5,0.5,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,87,62.5,24.5,71.84%,,26,10,10.5,16,6,5,2,11.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,7,2,2,3.5,1,0,1,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,29.5,7.5,79.73%,,14,4,6,5.5,0.5,2,1,4
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,36.5,4.5,89.02%,,16,5,4,11.5,3.5,1,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,30,1.5,95.24%,,20,5,3,2,1,0.5,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,46.5,7,86.92%,,12,11,14,9.5,4,2,1,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17,14.5,2.5,85.29%,,8,2,2,2.5,0,1,1,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,5,0,2,2.5,0.5,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,44.5,30.5,14,68.54%,,13,4.5,7,6,3.5,5.5,2,3
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,18.5,4.5,80.43%,,4,6.5,2,6,2,1,0,1.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,38,35.5,2.5,93.42%,,15,6,9,5.5,1,0.5,0,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,33.5,3,91.78%,,23,3.5,3,4,0,1,0,2
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,17.5,5,77.78%,,10,1,4.5,2,2.5,0,2,0.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,4,3,7.5,5,3,0,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,19,4.5,80.85%,,6,2,6,5,0.5,1,1,2
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,29.5,0.5,98.33%,,18,4,4,3.5,0.5,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,37,9,80.43%,,16.5,3,9,8.5,1,4.5,1,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70,55,15,78.57%,,23,6,5,21,2.5,5,3.5,4
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,12,6,5,3.5,0,0,2,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,4,0.5,0,2,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,18.5,4.5,80.43%,,4,7.5,2,5,1.5,1,0.5,1.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,28,2,93.33%,,9,5,5,9,0,0,1.5,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,35.5,25,10.5,70.42%,,11,6,4,4,2.5,2,1,5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,36.5,3.5,91.25%,,8,11,13,4.5,2.5,0.5,0,0.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,28.5,1,96.61%,,10,5.5,6.5,6.5,1,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,27.5,5,84.62%,,16,3,5,3.5,1,2,0,2
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,21,7,75.00%,,6,4,6.5,4.5,0.5,4,1,1.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,19,4,7,2,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,31.5,19,62.38%,,9,4,8.5,10,2.5,14,2,0.5
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,47,7.5,86.24%,,15,7,14.5,10.5,1,4,0,2.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29,24,5,82.76%,,9,3,5,7,2,0,1,2
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,1,2,0.5,7,0.5,0,0,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,9,0.5,4,3,2,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,27,20,7,74.07%,,9,3,4,4,4,3,0,0
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,10,1,2,4.5,1,1,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,34.5,9.5,78.41%,,14,7.5,4,9,3.5,3,2,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22,2.5,89.80%,,5.5,5,6.5,5,1,0.5,0,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57.5,46.5,11,80.87%,,23.5,6,7,10,3,2.5,1.5,4
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,42.5,11,79.44%,,14,4,13.5,11,4,5.5,0.5,1
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52.5,42,10.5,80.00%,,19,4,7.5,11.5,3,3,1,3.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,31,8.5,78.48%,,8,6,5,12,3,3,1.5,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56.5,50,6.5,88.50%,,28,5,8,9,2,4,0,0.5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,7,2.5,73.68%,,1,1,2.5,2.5,0.5,0,0.5,1.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42,37,5,88.10%,,20,3,7,7,1,2,1,1
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,37.5,1.5,96.15%,,28,2,6,1.5,0.5,1,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,27,6,81.82%,,13,2,1,11,0,0,2,4
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,32.5,15.5,67.71%,,16,5,2,9.5,4.5,2,2,7
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,40,3.5,91.95%,,16.5,9,5.5,9,1.5,0,1.5,0.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,7,0.5,7,0.5,1.5,0.5,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,25.5,4.5,85.00%,,3,2,4,16.5,1.5,1.5,1,0.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61.5,55.5,6,90.24%,,31,6,7.5,11,2,2,0.5,1.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,32,3.5,90.14%,,23,2.5,3,3.5,2,1.5,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,9.5,0.5,95.00%,,2,0,2.5,5,0,0,0,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,7,3,5.5,5.5,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,83.5,60.5,23,72.46%,,27,8.5,11.5,13.5,6,7.5,3,6.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,17.5,7,71.43%,,8,1,2,6.5,2.5,3,0.5,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,48,41,7,85.42%,,18,6,6,11,2,1,2,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,42.5,6.5,86.73%,,13,9.5,8,12,1,1.5,2.5,1.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22.5,1,95.74%,,9,4,4,5.5,1,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,29,10,74.36%,,14,3.5,5,6.5,2,2.5,2,3.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,27,21.5,5.5,79.63%,,9,2.5,4,6,2,1,0.5,2
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14.5,1.5,90.63%,,7.5,1,2,4,1,0.5,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,24,6.5,78.69%,,12.5,3,1.5,7,1.5,1.5,2,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,20,2.5,88.89%,,5,0.5,5,9.5,2,0,0,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,24,5.5,81.36%,,14,2,0,8,2,2,0.5,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,11.5,2,2.5,2,0.5,0,1,1.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,32,7,82.05%,,13,3,8.5,7.5,1,3,0,3
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64,46.5,17.5,72.66%,,1.5,5,13,27,7.5,2.5,2.5,5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,39,18.5,67.83%,,5.5,3.5,7,23,8,3,4,3.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,20,2,90.91%,,7,1,1,11,2,0,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15.5,2,88.57%,,4,3,6.5,2,1.5,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,63.5,4.5,93.38%,,35.5,2,7.5,18.5,1,2.5,0,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,21.5,0,100.00%,,12,2,6,1.5,0,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,29,24.5,4.5,84.48%,,8,3,7.5,6,2.5,0,1.5,0.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,10.5,3.5,75.00%,,7.5,1,1,1,0,1,1,1.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,36.5,2.5,93.59%,,11,5,14.5,6,0,1,0.5,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,6,2,2,4.5,0.5,1,0,0.5
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,31,28,3,90.32%,,15,2,5,6,0,1,0,2
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,5.5,4.5,1,81.82%,,1,1,1,1.5,0,0.5,0,0.5
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,31,3,91.18%,,17,4,4,6,2.5,0,0,0.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,78.5,57,21.5,72.61%,,33,6,8,10,7,3,4.5,7
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,11,5.5,66.67%,,3.5,1,1,5.5,2,0.5,0,3
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,8,4.5,1.5,2.5,2,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,81.5,74.5,7,91.41%,,29,12.5,13.5,19.5,4.5,0,2,0.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,39,6.5,85.71%,,21,3,5,10,4,1,0,1.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,22,7,75.86%,,8,1,6.5,6.5,2.5,2,0.5,2
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,47.5,40.5,7,85.26%,,22,0,8,10.5,2.5,1.5,1,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,85.5,80.5,5,94.15%,,42,21,9.5,8,1,3,0,1
