62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42522,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39,34.5,4.5,88.46%,,2.5,6.5,12.5,13,1.5,1,2,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,93.5,83,10.5,88.77%,,20,17.5,16.5,29,2,2,3,3.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,14,7.5,6.5,53.57%,,4,0,0,3.5,3.5,0,1,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65,59.5,5.5,91.54%,,25.5,9,7.5,17.5,0.5,2.5,0.5,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,76.5,55,21.5,71.90%,,6,6,11.5,31.5,4,7,3.5,7
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,29,27.5,1.5,94.83%,,4,1.5,10,12,1.5,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,38,30,8,78.95%,,10,4,5,11,2,2,4,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,29.5,27,2.5,91.53%,,12,6.5,4.5,4,0.5,0.5,0,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76.5,68.5,8,89.54%,,17,7,18,26.5,2,2.5,2,1.5
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0.5,0.5,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,45.5,39,6.5,85.71%,,23,6,3,7,2,2,2,0.5
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,7,7,0,100.00%,,7,0,0,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3,2.5,0.5,83.33%,,0,1,1.5,0,0,0.5,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7704,6290,1414,81.65%,,1622,965,1356,2347,457,362,261,334
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,18,3.5,83.72%,,4,6,1.5,6.5,1.5,1,1,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,12.5,0,100.00%,,5,1,2.5,4,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,24,4,85.71%,,13,4,3.5,3.5,1,1,0.5,1.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,39,27,12,69.23%,,11,2,4,10,7,1,1,3
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,6.5,0.5,92.86%,,4,0,0,2.5,0,0,0.5,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,36.5,1,97.33%,,12,1,9,14.5,0,1,0,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,33,7.5,81.48%,,24,1,3,5,1,0.5,2,4
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,21,18.5,2.5,88.10%,,10,3,1,4.5,1,0.5,1,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19,2.5,88.37%,,2,5,4,8,0,2,0,0.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,25.5,1,96.23%,,16,1,4.5,4,0,0,0,1
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,29.5,2,93.65%,,20,4,0.5,5,0,0.5,1,0.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,3,1,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53.5,44.5,9,83.18%,,21,7,3,13.5,2,4.5,0,2.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,4,6,4,5.5,1,1,0,1
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,12,4.5,72.73%,,6,2,2,2,2,0.5,0,2
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,32,1.5,95.52%,,9,8,6,9,1.5,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,52.5,5.5,90.52%,,21,11,7.5,13,2.5,1,0,2
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,15,4,78.95%,,5,5,1,4,0.5,1,1.5,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,14.5,1,93.55%,,4,2,3,5.5,0,1,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,11.5,1,3,8,0.5,0.5,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,33.5,3.5,90.54%,,13,3,8,9.5,1.5,1,0,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,44,11,80.00%,,15.5,4,13,11.5,1.5,4,3,2.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,30.5,4,88.41%,,12,6,4,8.5,1,1.5,1,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,23,4,85.19%,,10,2,6,5,1,1.5,0,1.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25,20.5,4.5,82.00%,,12,1,4.5,3,0.5,2,1.5,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,8,7.5,0.5,93.75%,,2,1,1.5,3,0,0.5,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,21,8,72.41%,,5,4,5,7,3,0.5,2.5,2
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,18.5,4.5,1.5,2,1,3,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,29.5,0.5,98.33%,,14,6,3,6.5,0,0,0.5,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,60.5,47,13.5,77.69%,,20,8,11.5,7.5,2.5,3,2.5,5.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,19,16.5,2.5,86.84%,,8.5,3,3.5,1.5,0.5,1,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64.5,52,12.5,80.62%,,15,4,16,17,6,3,0.5,3
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52.5,45,7.5,85.71%,,19.5,3,10,12.5,4.5,1,0,2
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,47.5,39,8.5,82.11%,,14,2,9,14,3,1,1,3.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,29,1.5,95.08%,,11,4,8,6,0.5,0,1,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,42.5,3,93.41%,,19,4,8,11.5,0.5,0.5,0,2
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,27,2.5,91.53%,,12,3,3,9,1,0,0.5,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,4.5,1,0.5,3,0,1,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,55.5,12.5,81.62%,,35,2,6,12.5,4,2,0,6.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,13,0.5,96.30%,,6,1,2,4,0,0,0,0.5
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,22.5,14,61.64%,,13,2.5,4,3,3.5,3,3.5,4
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,42,5,89.36%,,23,4,5,10,1,2,2,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,26.5,0,100.00%,,19,0,4,3.5,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,40,11,78.43%,,12,10,4,14,2.5,5.5,2,1
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,9,1,2.5,3.5,0,1,0,1.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,5,1,0,0.5,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,31.5,5.5,85.14%,,5,4,9,13.5,1,2.5,0,2
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,44.5,29.5,15,66.29%,,12,6,4,7.5,3,2,2,8
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,36,4.5,88.89%,,14,6,9,7,0.5,0,2,2
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,7,6,1,1,0.5,1,0,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,20.5,0,100.00%,,9,3.5,7,1,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,27.5,6,82.09%,,12,1,1.5,13,1.5,1,0,3.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,34,3.5,90.67%,,13,6,11,4,1,1.5,0,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,25,1.5,94.34%,,17,3,2.5,2.5,0,1,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,29.5,6.5,81.94%,,10.5,0,7,12,2.5,2,1,1
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,60.5,46.5,14,76.86%,,11.5,1,11.5,22.5,4.5,4,3,2.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,9,6.5,6,5,0.5,1,0.5,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,1.5,0.5,1,0.5,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0,0,1,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26,23.5,2.5,90.38%,,10,0,6,7.5,0,1,0.5,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,14,3.5,80.00%,,8,1,2,3,0,0,2,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,42.5,12,77.98%,,15,3,8.5,16,4,3,1,4
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,32.5,6.5,83.33%,,9,3,14,6.5,2,2,1.5,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,35.5,3,92.21%,,15,5,6.5,9,0.5,0,0.5,2
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,41,34,7,82.93%,,21.5,4,6,2.5,3,0,3,1
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23,17.5,5.5,76.09%,,6.5,0,4,7,1,2,2,0.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21,3.5,85.71%,,12,2,2,5,2,0,1,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,28,2.5,91.80%,,12,2.5,3.5,10,0,1,0.5,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,43.5,6,87.88%,,19.5,6,11,7,0,1.5,0,4.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,21,5.5,79.25%,,8,4,0,9,0.5,1.5,1.5,2
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,13,7,6,53.85%,,0.5,1,1,4.5,0.5,0.5,1,4
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,16.5,4.5,78.57%,,7,3.5,1.5,4.5,0,2.5,1.5,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37,29,8,78.38%,,9,8,7,5,1,0,1,6
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,16,15.5,0.5,96.88%,,6,1,1,7.5,0,0.5,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,30.5,6,83.56%,,11,5,6,8.5,0,1,2,3
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,38,2,95.00%,,18,5,6,9,0,1.5,0.5,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55,44.5,10.5,80.91%,,22,6.5,6.5,9.5,3,1.5,4,2
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,31.5,18,63.64%,,6,1,10,14.5,4,4,4,6
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58,42.5,15.5,73.28%,,17,7,6,12.5,3.5,8.5,0.5,3
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,22,7.5,74.58%,,6,1,4,11,4,1,2,0.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70,66,4,94.29%,,26,19,5,16,2,1,1,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9,1.5,85.71%,,5.5,1.5,0,2,0,0,1.5,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64.5,58,6.5,89.92%,,21,5,13,19,2.5,2.5,0,1.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63.5,58,5.5,91.34%,,29,7,11,11,2,1,2,0.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,50,5.5,90.09%,,27,12,4,7,1,2,0,2.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54.5,38,16.5,69.72%,,17,5,9,7,7.5,4,4,1
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,34,3,91.89%,,12.5,4,6.5,11,1,1.5,0,0.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,17,3,85.00%,,9,2,1,5,0.5,0.5,0.5,1.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,23,8,74.19%,,6,4,7,6,3.5,1.5,1,2
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,55,6,90.16%,,37,7,5,6,3,2,1,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,46.5,3,93.94%,,32.5,2.5,4,7.5,0,2,0.5,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,19.5,4,82.98%,,9.5,3,3,4,2,1,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,13,12,1,92.31%,,8,0,1,3,0.5,0.5,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,42,11.5,78.50%,,22.5,3.5,4,12,1.5,3.5,2.5,4
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,10,2,8,3.5,0,1,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,63.5,60,3.5,94.49%,,34,7,10,9,2,0,0,1.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,40,6.5,86.02%,,15,6.5,11,7.5,4,0.5,1,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,3,1,75.00%,,0,0,0,3,1,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15.5,1,93.94%,,5,1,7,2.5,1,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,31,9.5,76.54%,,12,5,4,10,5.5,1.5,0,2.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,16.5,4,80.49%,,5,5,2,4.5,0,2,1.5,0.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19.5,0.5,97.50%,,8,3,4,4.5,0,0,0.5,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19.5,3.5,84.78%,,15,1,2.5,1,2.5,0,1,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,22.5,1.5,93.75%,,7,3,5,7.5,1.5,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,49,43.5,5.5,88.78%,,18,3,8.5,14,1,0,2.5,2
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21.5,1.5,93.48%,,10,0,6,5.5,0.5,1,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,29.5,7,80.82%,,13,0,7.5,9,1,2,3,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,40,23,63.49%,,3,4,7,26,6.5,6,3.5,7
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,29.5,18,62.11%,,2.5,4,9,14,8.5,3.5,3.5,2.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,35.5,4,89.87%,,7,4,5,19.5,0,0,2,2
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,18,1,94.74%,,7,6,4,1,0.5,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,73,61,12,83.56%,,44,4,1.5,11.5,2,5,2,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,24,3.5,87.27%,,15,2,2.5,4.5,1.5,2,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,29,24.5,4.5,84.48%,,9,3,6.5,6,0,0,1.5,3
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,21.5,0,100.00%,,12.5,4,2.5,2.5,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,9.5,7.5,5,4.5,2,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,19.5,6.5,75.00%,,10,1,4.5,4,2.5,2,1,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,30.5,2,93.85%,,17,0,5,8.5,1,1,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,3,2,1,0,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,82.5,54.5,28,66.06%,,27,7,7,13.5,7,11,3,7
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,3.5,6,2,3.5,0.5,1.5,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,60.5,6.5,90.30%,,21.5,13,12,14,4,0,1,1.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,29,7,80.56%,,13.5,1,6,8.5,2,4,0,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,16.5,9,64.71%,,5.5,1.5,1,8.5,1.5,2.5,1.5,3.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,50.5,5,90.99%,,22.5,4,8.5,15.5,2,2,1,0
