31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,87,86,1,98.85%,,86,1,0,0,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,17,0,0,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,60,0,100.00%,,60,0,0,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,45,44,1,97.78%,,44,0,0,0,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,21,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,55,0,100.00%,,55,0,0,0,0
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,50,0,100.00%,,50,0,0,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,129,120,9,93.02%,,120,3,2,3,1
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,80,80,0,100.00%,,80,0,0,0,0
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,46,46,0,100.00%,,46,0,0,0,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,74,74,0,100.00%,,74,0,0,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,115,112,3,97.39%,,112,2,0,0,1
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,64,4,94.12%,,64,3,1,0,0
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,63,0,100.00%,,63,0,0,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,48,0,100.00%,,48,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,62,0,100.00%,,62,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,14,14,0,100.00%,,14,0,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,101,101,0,100.00%,,101,0,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,46,46,0,100.00%,,46,0,0,0,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,72,71,1,98.61%,,71,0,1,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,30,0,100.00%,,30,0,0,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,100,98,2,98.00%,,98,1,1,0,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,152,150,2,98.68%,,150,2,0,0,0
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,74,74,0,100.00%,,74,0,0,0,0
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,57,1,98.28%,,57,0,0,1,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,43,43,0,100.00%,,43,0,0,0,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,55,0,100.00%,,55,0,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49,49,0,100.00%,,49,0,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,51,0,100.00%,,51,0,0,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,81,78,3,96.30%,,78,2,0,0,1
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,124,122,2,98.39%,,122,1,1,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56,56,0,100.00%,,56,0,0,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,83,82,1,98.80%,,82,0,1,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,91,91,0,100.00%,,91,0,0,0,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,56,1,98.25%,,56,1,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64,64,0,100.00%,,64,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,58,1,98.31%,,58,1,0,0,0
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,76,76,0,100.00%,,76,0,0,0,0
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,77,77,0,100.00%,,77,0,0,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,54,0,100.00%,,54,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,144,139,5,96.53%,,139,3,1,1,0
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,50,0,100.00%,,50,0,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,103,103,0,100.00%,,103,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,85,84,1,98.82%,,84,1,0,0,0
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,61,0,100.00%,,61,0,0,0,0
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,25,25,0,100.00%,,25,0,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,232,228,4,98.28%,,228,3,1,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,197,197,0,100.00%,,197,0,0,0,0
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,56,0,100.00%,,56,0,0,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,127,126,1,99.21%,,126,0,1,0,0
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,46,0,100.00%,,46,0,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,68,1,98.55%,,68,1,0,0,0
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,1,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,64,64,0,100.00%,,64,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,96,93,3,96.88%,,93,1,1,0,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,113,113,0,100.00%,,113,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,72,70,2,97.22%,,70,1,0,1,0
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,48,0,100.00%,,48,0,0,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,85,85,0,100.00%,,85,0,0,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,141,138,3,97.87%,,138,2,1,0,0
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,73,73,0,100.00%,,73,0,0,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,85,85,0,100.00%,,85,0,0,0,0
,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,21,0,0,0,0
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,20,0,100.00%,,20,0,0,0,0
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,62,61,1,98.39%,,61,1,0,0,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,126,126,0,100.00%,,126,0,0,0,0
,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,49,0,100.00%,,49,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,96,96,0,100.00%,,96,0,0,0,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,17,0,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,78,78,0,100.00%,,78,0,0,0,0
,AQK,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,7689,7634,55,99.28%,,7634,31,13,6,5
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
,ODS CODE (1),PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,TREATED WITHIN 31 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,112,110,2,98.21%,,110,1,1,0,0
,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,55,55,0,100.00%,,55,0,0,0,0
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,111,108,3,97.30%,,108,1,2,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,167,166,1,99.40%,,166,1,0,0,0
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,63,60,3,95.24%,,60,2,1,0,0
,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,268,259,9,96.64%,,259,8,1,0,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113,106,7,93.81%,,106,1,1,3,2
,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,83,82,1,98.80%,,82,0,0,1,0
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,4,3,1,75.00%,,3,0,0,1,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,154,154,0,100.00%,,154,0,0,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,88,87,1,98.86%,,87,0,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,141,139,2,98.58%,,139,2,0,0,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,240,233,7,97.08%,,233,2,2,2,1
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,129,128,1,99.22%,,128,1,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,115,115,0,100.00%,,115,0,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,216,211,5,97.69%,,211,4,0,1,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,99,4,96.12%,,99,0,2,1,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,62,60,2,96.77%,,60,0,1,1,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,103,101,2,98.06%,,101,0,0,2,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,151,149,2,98.68%,,149,1,0,1,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,193,183,10,94.82%,,183,2,2,4,2
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,100,98,2,98.00%,,98,0,0,0,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,171,169,2,98.83%,,169,1,0,0,1
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,ALL CARE,ALL CANCERS,66,64,2,96.97%,,64,0,0,0,2
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,ALL CARE,ALL CANCERS,70,70,0,100.00%,,70,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,214,196,18,91.59%,,196,4,5,4,5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,110,110,0,100.00%,,110,0,0,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,98,98,0,100.00%,,98,0,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,ALL CARE,ALL CANCERS,217,195,22,89.86%,,195,5,6,4,7
,RJN,EAST CHESHIRE NHS TRUST,ALL CARE,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,263,255,8,96.96%,,255,2,3,1,2
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,165,163,2,98.79%,,163,1,1,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,166,164,2,98.80%,,164,1,0,0,1
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,87,86,1,98.85%,,86,1,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,208,208,0,100.00%,,208,0,0,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,113,113,0,100.00%,,113,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,266,249,17,93.61%,,249,3,5,5,4
,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,119,115,4,96.64%,,115,4,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,276,264,12,95.65%,,264,8,2,2,0
