62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: March 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,35,30,5,85.71%,,7,5,7,11,2,0.5,1,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,75,68,7,90.67%,,19,13,13.5,22.5,1.5,1,2,2.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,26.5,24,2.5,90.57%,,7,2,5.5,9.5,2,0.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,41,3,93.18%,,21,3.5,6.5,10,0.5,0,0,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,81.5,63,18.5,77.30%,,12,10.5,11,29.5,8.5,4.5,2,3.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,30.5,29,1.5,95.08%,,9,5,9,6,0,1,0.5,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,34,26,8,76.47%,,9.5,4,2,10.5,3,3.5,1,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,26.5,8,76.81%,,12,5,6,3.5,0.5,2,0.5,5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,66.5,58.5,8,87.97%,,24,6.5,4.5,23.5,1,3,0.5,3.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,35.5,30.5,5,85.92%,,10,6,7,7.5,2,1,1,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,5,5,0,100.00%,,2,0,1.5,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,0.5,0,0.5,0.5,0.5,0,0.5,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7072,5867,1205,82.96%,,1613,841,1309,2104,354,295,225,331
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,7,3.5,1,3.5,1.5,1,0,1
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,15,0.5,96.77%,,9,0.5,3.5,2,0,0,0,0.5
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,27,3.5,88.52%,,12,6,4,5,0.5,1.5,0.5,1
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,35,25,10,71.43%,,10,0,4,11,1,3,2,4
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13,1,92.86%,,6.5,3,1,2.5,0,0.5,0,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,34.5,2,94.52%,,7,5.5,5.5,16.5,0,0,1,1
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,25.5,12,68.00%,,11,2,5.5,7,2.5,1.5,3.5,4.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,10.5,5,67.74%,,3,5,1.5,1,0,1,2,2
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,32.5,2.5,92.86%,,14,1,10,7.5,0,1,0.5,1
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,23,2,92.00%,,10,0.5,6.5,6,1.5,0.5,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,13.5,1.5,3,3,0.5,1,0.5,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59,47.5,11.5,80.51%,,33,4,3,7.5,3.5,2,2,4
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,8,4,3,3.5,1.5,0,2,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,4,0,1.5,2.5,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,8,1.5,7,5.5,1,1,1,0.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,42.5,7.5,85.00%,,14,6,12,10.5,1.5,1,2.5,2.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,5.5,1.5,2,10,0.5,0.5,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,20.5,1.5,93.18%,,13,1,1,5.5,0,0,0,1.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,31,3.5,89.86%,,12,4.5,9,5.5,1,0,1.5,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,31.5,4,88.73%,,12.5,7,4.5,7.5,2.5,1,0,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,19,8.5,69.09%,,6,1,4.5,7.5,3,2.5,2,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,25,5.5,81.97%,,8,5.5,6.5,5,0.5,2.5,1,1.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,29,4,87.88%,,12.5,4,1,11.5,0,2,0.5,1.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,28,26.5,1.5,94.64%,,16,3,2.5,5,0,0.5,1,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,9,0.5,94.74%,,3,3.5,0,2.5,0.5,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22.5,2,91.84%,,11,4,5,2.5,1,0,1,0
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,28.5,2,93.44%,,20,2,0,6.5,1,0,1,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,19,5.5,77.55%,,7,2,5,5,2,0.5,0,3
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,59,36,23,61.02%,,14,6.5,9,6.5,7.5,4.5,5,6
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,5.5,2,3,1.5,0,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,41,6.5,86.32%,,22,1,7,11,1.5,1,2,2
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,28,4.5,86.15%,,22.5,2,1,2.5,3,0,0.5,1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,34,26,8,76.47%,,14,2,4,6,4.5,1,1,1.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,8,2,5,2,0,1,1.5,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,26.5,6,81.54%,,7,7,7,5.5,0,1.5,3,1.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,8,4,0,1.5,0.5,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12,9,3,75.00%,,3,1,2,3,0,0,3,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,53,15,77.94%,,29.5,5,7,11.5,2,2,5,6
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12,1.5,88.89%,,4,1,3,4,1,0.5,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,20.5,5,80.39%,,10,2.5,4.5,3.5,1.5,0.5,1,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22.5,2,91.84%,,11,1,2.5,8,1,0,1,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,18,1,94.74%,,11.5,2,2,2.5,0,0,0,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,46,2.5,94.85%,,12,9,12,13,1,0,0,1.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,14.5,1,93.55%,,10.5,1,1,2,0.5,0,0,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,15.5,0,100.00%,,9,0.5,3.5,2.5,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48.5,40.5,8,83.51%,,12,5,3,20.5,2,2,1,3
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,20.5,9,69.49%,,6.5,3,6.5,4.5,5,1,1,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,37.5,5,88.24%,,21,6,5,5.5,2,3,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,8,1,4,2.5,0,2,0.5,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,12.5,0.5,96.15%,,5,2,3,2.5,0,0.5,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,27,3,90.00%,,10.5,5,6,5.5,0,0,0,3
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,31,2,93.94%,,12,5.5,8,5.5,0.5,0,0.5,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,12,2,4,3,0,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,32,3,91.43%,,9.5,3.5,4,15,0.5,0,2,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,69.5,59,10.5,84.89%,,12,10.5,7,29.5,4,2,1.5,3
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,7,7,3.5,5.5,1.5,0.5,0,1
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6,5.5,0.5,91.67%,,1.5,1,1.5,1.5,0,0,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,1,0.5,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,18.5,2,90.24%,,11.5,1,2,4,0,0,1,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,16.5,4,80.49%,,9,3,3,1.5,0,1,1.5,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,45.5,9,83.49%,,14,10,9,12.5,3,2,1,3
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,48,2,96.00%,,12,17.5,13,5.5,0.5,0,1,0.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,26.5,1.5,94.64%,,12.5,3.5,8,2.5,0.5,0.5,0.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,26.5,6,81.54%,,10,6,7.5,3,2,0.5,0,3.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30,27,3,90.00%,,11,3,3.5,9.5,1,1,0.5,0.5
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,31,2.5,92.54%,,14,3,5,9,0.5,1,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,29,8,78.38%,,10,4,6,9,3.5,1.5,0,3
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,53,47,6,88.68%,,27,4.5,6,9.5,2,1,0,3
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,13,12,1,92.31%,,3,0,3,6,1,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,1,0.5,2,0.5,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,14,1.5,90.32%,,3,4,3,4,0,1,0.5,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30,23,7,76.67%,,10.5,5,2,5.5,3,1,1,2
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,8,3,2,2,0.5,0.5,1,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,33.5,3,91.78%,,8,6,5,14.5,1,1,0,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,14,2,0,2.5,0.5,0.5,0.5,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42,36.5,5.5,86.90%,,21,5.5,2.5,7.5,1.5,0.5,0,3.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55,47.5,7.5,86.36%,,12,14,8,13.5,2,0.5,2,3
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,62,54,8,87.10%,,25.5,7.5,4,17,2.5,3,2,0.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,20.5,4,83.67%,,6.5,3,4,7,1,1,0.5,1.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64,57,7,89.06%,,30,14,2,11,2,1,1,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,14,2.5,84.85%,,2,4,4,4,1,0.5,0,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59.5,51.5,8,86.55%,,24,3,9,15.5,1,3,1,3
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,34,6.5,83.95%,,18,10,3,3,2,0,1,3.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,39,36,3,92.31%,,25,4,1,6,1,1,0,1
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44.5,34,10.5,76.40%,,14,3,7,10,1.5,4.5,2,2.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,24,5.5,81.36%,,7,4.5,5.5,7,2.5,2.5,0,0.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,18,13.5,4.5,75.00%,,6,2,2.5,3,1,0.5,1,2
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,17.5,7.5,70.00%,,7,1.5,1.5,7.5,1.5,2,1.5,2.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,55,2.5,95.65%,,32,7,4,12,0,1.5,1,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,27.5,2,93.22%,,16,3.5,3.5,4.5,1.5,0.5,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22.5,3,88.24%,,9,3,3,7.5,0,1,1,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,25.5,3,89.47%,,9,1,8,7.5,0,0.5,2.5,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,46,8,85.19%,,26,3.5,7,9.5,2,1.5,3,1.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,4.5,2,2.5,2,0.5,1,0,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,41,5.5,88.17%,,25,5,4,7,1,0,1,3.5
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,39,1,97.50%,,21,10,3,5,0,0,1,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,25.5,5.5,82.26%,,12,3,6,4.5,0,2,1.5,2
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4.5,4.5,0,100.00%,,2,1,0.5,1,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,6,2,4,5,0.5,0.5,1.5,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,25,10.5,70.42%,,12,4,3.5,5.5,0.5,3.5,1.5,5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,23,3.5,86.79%,,14,2,3,4,0.5,2.5,0.5,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,14,4,77.78%,,6.5,3,1.5,3,1,1,1.5,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,17,1.5,7.5,4.5,0,1,1,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15.5,1,93.94%,,5,2.5,2,6,0,0.5,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,41.5,37,4.5,89.16%,,12,6.5,1,17.5,2,1,1,0.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,34.5,1.5,95.83%,,22,2,5,5.5,1,0,0,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,26.5,4.5,85.48%,,13.5,5,4,4,0,2,1.5,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60.5,45,15.5,74.38%,,2,3.5,12,27.5,6,5,3,1.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,24,18.5,56.47%,,2.5,2.5,6.5,12.5,4,3.5,5.5,5.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,26.5,3.5,88.33%,,6,2,7,11.5,3,0,0,0.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14.5,1.5,90.63%,,4,5,2.5,3,0,0.5,1,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67.5,59.5,8,88.15%,,42,0,3,14.5,2.5,1.5,2,2
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,25,24,1,96.00%,,13,5,2,4,0,0,1,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,32.5,28.5,4,87.69%,,8,6,6.5,8,3.5,0,0,0.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15.5,0.5,96.88%,,5.5,3,4,3,0,0,0.5,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,7,8,6,5.5,1,3,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,13.5,7,65.85%,,2.5,2,4.5,4.5,1.5,1.5,3,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0.5,0,0,0,0,0.5,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,22,19,3,86.36%,,13,0,4,2,0,0,0,3
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,6,5,1,83.33%,,4,1,0,0,0,1,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,83.5,66,17.5,79.04%,,34,7,6,19,6,2,8,1.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,5,2.5,1,2.5,1,0.5,0,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,5,4,1.5,6,0.5,0,0,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,66,2,97.06%,,18,6,13,29,1,0,1,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,32.5,8,80.25%,,21,2,4,5.5,1.5,3,2,1.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,18.5,6.5,74.00%,,6.5,1.5,5,5.5,1,2.5,0.5,2.5
