31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42705,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,81,80,1,98.77%,,80,0,0,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,318,317,1,99.69%,,317,0,0,1,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,321,317,4,98.75%,,317,4,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,299,296,3,99.00%,,296,2,1,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,232,227,5,97.84%,,227,1,3,1,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,RADIOTHERAPY,85,85,0,100.00%,,85,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,31,31,0,100.00%,,31,0,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,73,71,2,97.26%,,71,1,1,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,66,66,0,100.00%,,66,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,169,169,0,100.00%,,169,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,249,247,2,99.20%,,247,1,0,0,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,169,166,3,98.22%,,166,2,1,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,128,126,2,98.44%,,126,1,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,RADIOTHERAPY,104,102,2,98.08%,,102,1,1,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,RADIOTHERAPY,120,117,3,97.50%,,117,1,1,1,0
,RA3,WESTON AREA HEALTH NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,20,20,0,100.00%,,20,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,RADIOTHERAPY,7025,6900,125,98.22%,,6900,66,31,13,15
