62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42826,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,11,9,2,81.82%,,3,0.5,0,5.5,0,0,1,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27,22.5,4.5,83.33%,,7,2,7.5,6,1,1,0,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,69.5,45.5,24,65.47%,,10.5,5.5,7,22.5,11.5,6,3.5,3
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,30.5,29,1.5,95.08%,,10.5,3,11.5,4,1,0.5,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,37.5,33.5,4,89.33%,,15.5,4.5,7.5,6,1.5,1,1,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,19,5,79.17%,,8,3,4,4,1,3,0.5,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65,53.5,11.5,82.31%,,19.5,8,8.5,17.5,4.5,2,2,3
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2,2,0,100.00%,,0.5,0,0,1.5,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,37.5,29.5,8,78.67%,,13.5,8.5,3.5,4,2.5,3,1,1.5
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2.5,0.5,2,20.00%,,0,0,0.5,0,0,0,0.5,1.5
,NYG,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,11.5,11.5,0,100.00%,,11,0,0,0.5,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,6654,5453,1201,81.95%,,1433,746,1222,2052,434,304,165,298
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,21,4.5,82.35%,,8.5,2,3.5,7,2,0.5,2,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,15.5,0,100.00%,,7.5,2,4.5,1.5,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,27.5,4.5,85.94%,,9,10,5,3.5,1,1,0,2.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,33.5,27,6.5,80.60%,,10,7,2,8,0,1,1,4.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,11.5,1,92.00%,,4,2,2.5,3,0,0,0.5,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,34,29,5,85.29%,,7,2,5.5,14.5,0,2.5,1,1.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,31,7,81.58%,,16,5,5,5,3,1.5,0.5,2
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,28,26,2,92.86%,,2,4.5,6,13.5,1,1,0,0
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,3.5,3,4.5,7,0,0.5,1,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,27.5,3,90.16%,,13.5,3,4.5,6.5,1.5,1,0,0.5
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,8,4,66.67%,,2,1,0,5,0.5,2.5,1,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70,66,4,94.29%,,44,4,10,8,2,1,0.5,0.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,20.5,1,95.35%,,10,3,1,6.5,0.5,0,0,0.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,7,5,4,2,1,0,0.5,0.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,22,5.5,80.00%,,7,5,3,7,1.5,1,1.5,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,47.5,5.5,89.62%,,28,7.5,2,10,4,1.5,0,0
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,0,3,1.5,5.5,1,0.5,0,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,13.5,5.5,71.05%,,7,0,1,5.5,1,3.5,0,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,13.5,1.5,90.00%,,6,2.5,2,3,0.5,0,0,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,29.5,3,90.77%,,11,3,5,10.5,1.5,0,0.5,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,34,8.5,80.00%,,9,6,9,10,4,3,0.5,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,13,3,6,4.5,3,0.5,0,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19.5,1.5,92.86%,,8,0,5,6.5,1,0,0,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,27,26,1,96.30%,,18,3,1,4,0.5,0.5,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,6.5,1,86.67%,,2.5,1,1,2,0,1,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,28,11.5,70.89%,,6,8,7,7,2,2,1.5,6
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,35.5,10,78.02%,,13.5,6,6.5,9.5,4,4,1,1
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,12.5,6.5,65.79%,,5.5,3,1.5,2.5,2,2,0,2.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,62.5,44,18.5,70.40%,,13.5,4,7,19.5,6.5,5.5,2.5,4
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,8.5,1,89.47%,,2.5,2,3,1,0,0.5,0,0.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,30.5,17.5,63.54%,,16,2,4,8.5,7.5,1.5,4.5,4
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,35,1.5,95.89%,,16,2,9,8,0.5,0.5,0,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,23,4.5,83.64%,,10,2,5,6,0.5,3,1,0
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,23,0.5,97.87%,,10,3.5,4,5.5,0.5,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,28,4.5,86.15%,,9,5,6.5,7.5,1.5,3,0,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,7,0,3,6,1.5,0,0,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,8.5,1,89.47%,,4,2,1,1.5,1,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,25,8,75.76%,,13,2,3,7,2.5,3,1,1.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,8.5,2,80.95%,,3,2,1,2.5,1,0.5,0.5,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,21,9,70.00%,,6.5,4,5,5.5,3,4,0.5,1.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,24.5,3.5,87.50%,,14,2,4,4.5,1,2,0.5,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,28.5,2.5,91.94%,,21,1.5,1,5,2,0,0.5,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,24,3.5,87.27%,,9,5,6,4,0,2.5,0.5,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5.5,5,0.5,90.91%,,1,1,1.5,1.5,0,0,0,0.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47,32.5,14.5,69.15%,,8,3,9,12.5,4,3.5,3,4
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,5,5,0,8.5,2,0.5,0.5,0.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37,31,6,83.78%,,11,6,4,10,3,3,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,19.5,2,90.70%,,11,2,4,2.5,2,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,4,2,2,4.5,0,0,1,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,10.5,2,84.00%,,1,0,2,7.5,1,1,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,23.5,5,82.46%,,5,0,10,8.5,2,1.5,1.5,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,25,2,92.59%,,12,7.5,3.5,2,0.5,1,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,33.5,7.5,81.71%,,8.5,8,8.5,8.5,4.5,2.5,0,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,30,15.5,65.93%,,6.5,8.5,3,12,3,5,3,4.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,16,10,6,62.50%,,5,1,1,3,4,0.5,0,1.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,1.5,0.5,0.5,1,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,19,5.5,77.55%,,6,1,5,7,1.5,1,2,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,12,2,2,6,1,2,0,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,31,21,10,67.74%,,12.5,0,6,2.5,3.5,3.5,1.5,1.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22,1.5,93.62%,,1,4,13,4,0.5,0,0,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,30,1,96.77%,,13.5,5,4,7.5,1,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30,25.5,4.5,85.00%,,12,6,5,2.5,1.5,0.5,1,1.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19.5,1,95.12%,,4,3,2.5,10,1,0,0,0
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,5,3,7,3.5,1,2,0,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44.5,31.5,13,70.79%,,18,2,4,7.5,6,6.5,0.5,0
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,43,40.5,2.5,94.19%,,17,7,9,7.5,0.5,2,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24,20,4,83.33%,,10,1,5,4,2,1,0,1
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,3,0,2,4.5,0,0,0,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10.5,1.5,87.50%,,6.5,0,2,2,0.5,1,0,0
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,47.5,10,82.61%,,19,4,12,12.5,4.5,3,2.5,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,34.5,30,4.5,86.96%,,14,3,4,9,1,0.5,2,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,9,4.5,66.67%,,3,5,0,1,2,0,2.5,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,20.5,6,77.36%,,5,2,5,8.5,3,1,1,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,26,6.5,80.00%,,10,5,3,8,2,3,0.5,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,42.5,3,93.41%,,22,4,9.5,7,0,1.5,0.5,1
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,44.5,4,91.75%,,13,6,10,15.5,2.5,0.5,0,1
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,35.5,7.5,82.56%,,20,3.5,9,3,2.5,3,0,2
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57,45,12,78.95%,,23,4,7,11,4,1,0,7
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,11,3,78.57%,,2.5,1,2.5,5,1,0.5,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,42.5,3,93.41%,,22,5,9,6.5,0,1,2,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,2.5,0,100.00%,,2.5,0,0,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,31,3,91.18%,,20,1,2,8,1,0,0,2
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0.5,0,0,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29,21,8,72.41%,,9,2,4,6,5,1,0,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,38,10,79.17%,,14,5,12,7,3,3.5,1.5,2
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,29,2,93.55%,,9,7,3.5,9.5,0,0.5,0,1.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,9,4,1.5,3,0.5,1.5,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,20.5,7.5,73.21%,,4,2,4.5,10,2,3,0,2.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,51,6.5,88.70%,,22,8,10,11,3,1.5,2,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,29,3,90.63%,,20,3,2.5,3.5,0,2,0,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,15,4.5,76.92%,,4.5,2,5.5,3,2,1.5,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,19.5,0.5,97.50%,,3,3,5,8.5,0,0,0.5,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,41.5,9.5,81.37%,,20,2.5,6,13,2.5,2,0.5,4.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,9,3,3,3,2,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,62,57,5,91.94%,,21,14,12,10,3,1,1,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,30.5,6,83.56%,,13.5,4,6,7,2,3,0,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,3.5,0,2,5,0,0,1,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,5,3,5.5,5.5,1,0,1,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,20.5,6.5,75.93%,,8,2,3,7.5,1,2,0.5,3
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,11,2.5,3,2,0,1,1.5,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16,1.5,91.43%,,4.5,2.5,4,5,1,0.5,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,29.5,4,88.06%,,14.5,2.5,3.5,9,2.5,0.5,1,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,5.5,2,5.5,3.5,0,0.5,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,4,6,2,10,1.5,1.5,0,0.5
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,35.5,0.5,98.61%,,19.5,5,2.5,8.5,0,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,6,2,6,5,0,0,0,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,39,15,72.22%,,3,5,11.5,19.5,6.5,5.5,1.5,1.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,26.5,12.5,67.95%,,2.5,3,5,16,5.5,3.5,2,1.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,19,4,82.61%,,8,2,3,6,2,2,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,6,3.5,5,3.5,1,1,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,36,7,83.72%,,25.5,1,0,9.5,4.5,0,2,0.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,25,24,1,96.00%,,15,2,3,4,1,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,30.5,24,6.5,78.69%,,7,4,8,5,3,1,2.5,0
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,10,3,76.92%,,5.5,1,1,2.5,1,1,0,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,28.5,3,90.48%,,11,8,5,4.5,1,1,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,16.5,5,76.74%,,6.5,1,5.5,3.5,2.5,1,0.5,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,23,22,1,95.65%,,7,5,1,9,0,0,0,1
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8,7,1,87.50%,,4,2,0,1,0,1,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,60,49,11,81.67%,,28,4,7,10,3,4,1,3
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,9,7,56.25%,,5,2,1.5,0.5,3,1.5,0,2.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,17.5,5,77.78%,,6.5,3,3.5,4.5,3.5,1,0.5,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,51.5,4.5,91.96%,,21.5,10,6.5,13.5,1,1,1.5,1
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,20.5,7.5,73.21%,,6,4,3,7.5,1,4.5,1.5,0.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,12.5,8.5,59.52%,,5,2.5,3.5,1.5,1.5,3,2,2
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,39,34,5,87.18%,,17.5,4,3.5,9,2,3,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,94,84.5,9.5,89.89%,,37.5,22,11,14,1,5.5,0,3
