62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42552,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,16.5,10.5,6,63.64%,,2,0,2.5,6,1,3.5,1.5,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,45,6,88.24%,,21.5,4.5,7.5,11.5,1,0.5,1,3.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,82,55.5,26.5,67.68%,,10,11,13.5,21,14,3,4,5.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,32,31,1,96.88%,,9.5,3.5,9.5,8.5,1,0,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,49,42,7,85.71%,,14.5,8,8,11.5,4,0.5,0.5,2
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,7.5,8,4,1.5,1,1,0,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,89,75,14,84.27%,,24,8.5,14.5,28,1.5,4,3.5,5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,32,28.5,3.5,89.06%,,11.5,3.5,5.5,8,2.5,0,1,0
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,9,9,0,100.00%,,6,1,0,2,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0,1.5,0,0.5,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7224,5882,1342,81.42%,,1598,898,1255,2131,453,353,219,317
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,12.5,1,1.5,3,0.5,1,0,0.5
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,6,2.5,1,0.5,1,0,1,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,23.5,6.5,78.33%,,11,3,5,4.5,3,0,1,2.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,29,14,15,48.28%,,1,2,2,9,3,6,4,2
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,8.5,0.5,94.44%,,4,1,2,1.5,0,0,0,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,43,39.5,3.5,91.86%,,18,3,8,10.5,0.5,1,2,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,32.5,11.5,73.86%,,20,3.5,6,3,4,1,1.5,5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22,16,6,72.73%,,10,2,0,4,2,1,0,3
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,2.5,0,100.00%,,1,0,1,0.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,25.5,4,86.44%,,6,2,7,10.5,0,1.5,0,2.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,29.5,2.5,92.19%,,17,2.5,7,3,2,0,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12,2,85.71%,,9.5,1,1,0.5,0,0.5,1.5,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,72,54,18,75.00%,,30,8,4,12,4.5,6,1.5,6
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,17.5,5.5,76.09%,,4,2,4,7.5,0,4,0,1.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,14,1.5,90.32%,,6,3,5,0,0,0,1,0.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,28,2.5,91.80%,,6.5,4,7,10.5,1.5,1,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66.5,58.5,8,87.97%,,23,14,14,7.5,3,3,0.5,1.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,2,3.5,3.5,2.5,0.5,1.5,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,23.5,0,100.00%,,9.5,3,4,7,0,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,25.5,2,92.73%,,13.5,3,2,7,1,1,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,29,8.5,77.33%,,12,4.5,2,10.5,3,1.5,2,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,22,10.5,67.69%,,4,5.5,5,7.5,6,2.5,0,2
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,8,2,2,6.5,0,0.5,0.5,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24.5,2.5,90.74%,,12.5,2,3,7,0,0,2,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,33,29.5,3.5,89.39%,,16,6,4.5,3,1.5,1.5,0,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,8,5,3,62.50%,,1,0,2,2,1,0,0.5,1.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,31,5,86.11%,,15,1,6,9,3,0,0,2
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,14,0,3.5,6,0,1,0.5,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22.5,1,95.74%,,13,2,2,5.5,0,0.5,0.5,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,75.5,58.5,17,77.48%,,22,6,12,18.5,8.5,5,2,1.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,16,4.5,78.05%,,6.5,1,5.5,3,1,1.5,0.5,1.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,38,15,71.70%,,12,8.5,8,9.5,3,4.5,3,4.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45,38.5,6.5,85.56%,,22.5,2,8,6,2.5,3,0,1
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,31,11.5,72.94%,,10,4,8,9,3.5,3,0,5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,18.5,3,86.05%,,7,5,2,4.5,0.5,1,1,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,6,2.5,70.59%,,1,1,3,1,1,1,0.5,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,17.5,0,100.00%,,8,2,3,4.5,0,0,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,7.5,2,78.95%,,4,1,1,1.5,1,0.5,0,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,44.5,1.5,96.74%,,29,3,4,8.5,0.5,0,0,1
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,6,3.5,63.16%,,2,0,2,2,1,1,0.5,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,33,7,82.50%,,19,3,6,5,3.5,1.5,0.5,1.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,29,5.5,84.06%,,22,3,2,2,2.5,0,0,3
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19.5,2,90.70%,,16,0,1.5,2,0,0.5,1,0.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,46.5,4,92.08%,,12,8,9,17.5,1,2,0,1
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,4,3,4,6,0,1.5,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,7.5,0.5,93.75%,,2,2,2,1.5,0.5,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,32,5,86.49%,,9,4,4,15,2.5,0,0,2.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,9,3,4,5,1,0,0,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,35.5,4,89.87%,,14,8,8,5.5,3,1,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,20,16,4,80.00%,,10,1,4,1,0,0,1.5,2.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16,0.5,96.97%,,8,2,2.5,3.5,0,0.5,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,37,1.5,96.10%,,19,4,6,8,0.5,0.5,0,0.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,17,5,77.27%,,3,6,4,4,0.5,1.5,2,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12.5,1,92.59%,,10,0,2,0.5,0.5,0.5,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,24,9.5,71.64%,,13.5,0,4,6.5,3,3,1,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,54,42,12,77.78%,,11,6,8,17,1,6,4,1
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,8.5,2,80.95%,,3,4,0,1.5,2,0,0,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5.5,5,0.5,90.91%,,2,0,1.5,1.5,0,0.5,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,35,26,9,74.29%,,12,2,3.5,8.5,3.5,2,1.5,2
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,32,1,96.97%,,17,7,4.5,3.5,0,0,0,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,34,7,82.93%,,11.5,5.5,7,10,3,2.5,0,1.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,24,6,80.00%,,7.5,5,8,3.5,1,3,0,2
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,40,2.5,94.12%,,20.5,7,7.5,5,2,0,0,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,38,30.5,7.5,80.26%,,17,6.5,4,3,4,1.5,0,2
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,22.5,4,84.91%,,8,1,5.5,8,0.5,3.5,0,0
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,20,3,86.96%,,11,1,3,5,3,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,36,10.5,77.42%,,18,4,5.5,8.5,7,1.5,2,0
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,40,3.5,91.95%,,19.5,2,10,8.5,3,0,0.5,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24,18,6,75.00%,,4.5,3,2,8.5,0,1,2,3
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9,3,6,33.33%,,1,0,1,1,2.5,1,2,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,9.5,2,82.61%,,5.5,0,1,3,1,0,0.5,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,21,6.5,76.36%,,8,1,5,7,2.5,1.5,0,2.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,2,1,1,50.00%,,0,0.5,0.5,0,0.5,0.5,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,32.5,6.5,83.33%,,15,2,4,11.5,2,1,3,0.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,35.5,3,92.21%,,22,5,2.5,6,2,0,1,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,31,5,86.11%,,20,2.5,5,3.5,0,2,0.5,2.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,30.5,12,71.76%,,7,1,7,15.5,2,4,1.5,4.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,1,0,0,0.5,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,35,29.5,5.5,84.29%,,5.5,4,7.5,12.5,2,2,1,0.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,8,2,3,5,0.5,0.5,0,2
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,76,69,7,90.79%,,42,10,10,7,2,3,1,1
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,7,3,70.00%,,1,2,0.5,3.5,0,1.5,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,46,9.5,82.88%,,15,3,5,23,4,3,1,1.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,32,2,94.12%,,16,4,4,8,1,0,0,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,60.5,55,5.5,90.91%,,41,1,4,9,2,2,0,1.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,28,21,57.14%,,8,6.5,8.5,5,7.5,6,1,6.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,28,6.5,81.16%,,12,3,3.5,9.5,3.5,2,0,1
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,18,16,2,88.89%,,7.5,3,1.5,4,0.5,1,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,1,0,0,0.5,1,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,24,13,64.86%,,7,7,2,8,1,1.5,1,9.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,55,2,96.49%,,36,4,6,9,2,0,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,43.5,4,91.58%,,32,6,0.5,5,1.5,2,0,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,17,1,94.44%,,6,3,3,5,0,0,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24,22.5,1.5,93.75%,,7,3,4,8.5,0,0.5,1,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,49.5,12.5,79.84%,,24.5,1.5,8.5,15,4,1,1.5,6
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,6,6,50.00%,,2,3,0,1,3,1,0.5,1.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,66.5,61.5,5,92.48%,,25,23.5,4,9,2,2,0,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,23.5,6,79.66%,,8.5,5,1.5,8.5,3,0,1.5,1.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,7.5,1.5,83.33%,,4,0,2,1.5,0.5,1,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,23,4.5,83.64%,,7,6,7,3,1,2,0.5,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,25.5,12.5,67.11%,,12,4.5,3,6,5,3,1.5,3
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,12,1.5,2.5,3,0.5,0,0,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21.5,3,87.76%,,13,1,4,3.5,0.5,0,2.5,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,37,29.5,7.5,79.73%,,13.5,3.5,4,8.5,2.5,1,2,2
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,13,2,86.67%,,4,0,4.5,4.5,1,1,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19,15.5,3.5,81.58%,,5,4,2,4.5,0,2.5,0,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,21.5,1,95.56%,,10.5,3,2,6,0,0,0.5,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,30.5,5,85.92%,,7,2,8,13.5,3,2,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,44,18,70.97%,,3,6,13.5,21.5,8.5,4,3,2.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,29,16.5,63.74%,,3.5,2.5,6,17,6,7.5,2.5,0.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,7,3,5,3,0,0.5,0,1
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14,2,87.50%,,7,3,1.5,2.5,1.5,0,0,0.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,64,5,92.75%,,37,4.5,5,17.5,3.5,1.5,0,0
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,24,2.5,90.57%,,9,6,2,7,2,0,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,32.5,27,5.5,83.08%,,9,2,9,7,1,2,1,1.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,7,1,87.50%,,1,2.5,2,1.5,1,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,35.5,4,89.87%,,14,5,9.5,7,0,2,0.5,1.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,11.5,7.5,60.53%,,4.5,1,1.5,4.5,3.5,2,1,1
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,22,4.5,83.02%,,12.5,1,1,7.5,3,1.5,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,6,4,2,66.67%,,2,1,0,1,1,1,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,56,7,88.89%,,26,10,12,8,3.5,0.5,3,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,71,56,15,78.87%,,26,5,7,18,3,3,2,7
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,10,7,58.82%,,0,1,4,5,2,2,0,3
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,14.5,2.5,85.29%,,6,3,2.5,3,1,0,1,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,77,71,6,92.21%,,24,10,12,25,3.5,2,0.5,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,23,7,76.67%,,10,2.5,1,9.5,1,3.5,0.5,2
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,7,0,2,3,3,0,1.5,0.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,28,26.5,1.5,94.64%,,11,4,4,7.5,0,0.5,0.5,0.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,91.5,81,10.5,88.52%,,41,16,9,15,3.5,4,0,3
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,30,5,85.71%,,15,3,8,4,1,1.5,1.5,1
