62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42705,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,29,5,85.29%,,5.5,5,9,9.5,0,1,2,2
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,57.5,10.5,84.56%,,17,8.5,14,18,3.5,4,0,3
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,14.5,12.5,2,86.21%,,3.5,5,0.5,3.5,1.5,0.5,0,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,35.5,5,87.65%,,16.5,2.5,4.5,12,2.5,1.5,0,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,78,54.5,23.5,69.87%,,14.5,7,15,18,6,4,7,6.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,25.5,25,0.5,98.04%,,8.5,8,3,5.5,0,0,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,34.5,30.5,4,88.41%,,11,6,8,5.5,1.5,0,0,2.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,19,3,86.36%,,11,1,1.5,5.5,2,0,1,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,70.5,56,14.5,79.43%,,12.5,5,14,24.5,4,4.5,0.5,5.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,0.5,1,33.33%,,0,0.5,0,0,0,0.5,0.5,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3,3,0,100.00%,,0.5,1,0.5,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,33,29,4,87.88%,,11,5,9,4,2.5,0.5,0,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,11.5,11.5,0,100.00%,,5,4,1.5,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,6973,5707,1266,81.84%,,1626,911,1204,1966,422,326,201,317
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,17,4,80.95%,,9,1,2,5,0,2,1,1
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,6,3.5,1.5,2.5,0.5,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,25.5,3,89.47%,,16,2,3,4.5,1,2,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,32,23,9,71.88%,,4,3,5,11,3,1,1,4
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,13,2.5,83.87%,,8.5,1,1.5,2,0.5,0.5,0.5,1
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,40,35,5,87.50%,,10.5,5,7,12.5,2.5,0.5,0,2
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,32.5,9,78.31%,,23,3,2,4.5,2.5,1.5,1,4
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,23,1.5,93.88%,,5,2,9,7,1,0,0.5,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21.5,2,91.49%,,10,3,1,7.5,1,0,0,1
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,33,1,97.06%,,15,6,6,6,0.5,0.5,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24,3,88.89%,,17,0,1.5,5.5,0,0.5,1,1.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,11,0,100.00%,,10,0,0,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55,36,19,65.45%,,21.5,2,3,9.5,8.5,3,5.5,2
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,9,4,5,1,0.5,1,0,0.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,7.5,1.5,83.33%,,3,3,1,0.5,1,0,0.5,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,22.5,1.5,93.75%,,10,4,1.5,7,0,0.5,0.5,0.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63,56,7,88.89%,,30,12,7,7,1.5,1.5,2.5,1.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,13.5,3.5,79.41%,,1.5,3,4.5,4.5,0.5,2,0,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,20.5,2,91.11%,,4,7.5,4,5,0,1,1,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,8,4,2.5,2,0.5,0,0,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,32,1,96.97%,,12,5,11,4,0.5,0,0.5,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,31,14,68.89%,,14,3,6,8,8,3,2,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,10,6,1,2.5,1,1,0.5,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,31,5.5,84.93%,,14.5,3,3,10.5,1,3,1,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,23.5,0,100.00%,,14,3,5.5,1,0,0,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,7,0.5,93.33%,,4,0,1,2,0,0,0,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,28.5,5.5,83.82%,,9,5,7,7.5,0,1,0.5,4
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,30,5,85.71%,,17,0,6,7,3,2,0,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,27,1,96.43%,,13,2,5,7,0,0,0.5,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,62.5,46,16.5,73.60%,,17.5,6.5,8,14,5,2.5,5,4
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,7,2.5,0.5,2,0.5,0,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,45,7,86.54%,,22,4,5,14,2.5,2,1,1.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38,33.5,4.5,88.16%,,14,5,4.5,10,2,1.5,0.5,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,32.5,5,86.67%,,16.5,2,5,9,0.5,1,2,1.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,23.5,4,85.45%,,8,7,4.5,4,2,0.5,0.5,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,40,2,95.24%,,21,5,6.5,7.5,0.5,0.5,0.5,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,12.5,1,1.5,1.5,0.5,0.5,1,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,7.5,0,100.00%,,2,1,4,0.5,0,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,41.5,15.5,72.81%,,22,6,8.5,5,3.5,3.5,2,6.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,9,2,1,3,0,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,20.5,12.5,62.12%,,9.5,2.5,4,4.5,4,5,1.5,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,39,4.5,89.66%,,25,4,4,6,1,1.5,1,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,23.5,0.5,97.92%,,20.5,0,2,1,0,0.5,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,15,6,5,13,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,27,3.5,88.52%,,14,3,4,6,0,1,0.5,2
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,6,1,85.71%,,3.5,1,1,0.5,0.5,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,44,34.5,9.5,78.41%,,10.5,5,7,12,0.5,3.5,4,1.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,19.5,4.5,81.25%,,5,3,4,7.5,0.5,0,0,4
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,40,30.5,9.5,76.25%,,16,2,10.5,2,4,3,2,0.5
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,20,20,0,100.00%,,15,1,0,4,0,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,6,1,0,2,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18,4,81.82%,,8,2.5,3,4.5,2,1,0,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,30.5,4,88.41%,,11.5,4,10,5,1,1.5,0,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,12.5,4,2,0.5,0,0,1,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,25,10,71.43%,,8.5,4,6.5,6,4.5,2,1,2.5
,RGD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70,51.5,18.5,73.57%,,10.5,8.5,10.5,22,5,5.5,3.5,4.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,19,18,1,94.74%,,9,3.5,2,3.5,0,0.5,0,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,0.5,2,0.5,1,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,21.5,3,87.76%,,16,1,3,1.5,1.5,0,0.5,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,16,3,84.21%,,9.5,1,3.5,2,1,0.5,0,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,30,11,73.17%,,15.5,4,5.5,5,3.5,2,2.5,3
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21,3.5,85.71%,,10,3,6.5,1.5,1,1,0.5,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22.5,2,91.84%,,12.5,0.5,4.5,5,0.5,0,0.5,1
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,8,4,7,2,1,0,1,1
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,25.5,11,69.86%,,9,4,3,9.5,2,5,0.5,3.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,24.5,0.5,98.00%,,11.5,0,8,5,0,0,0,0.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,26.5,9,74.65%,,8.5,2,3,13,3,1,4,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,39.5,1,97.53%,,18,3,8,10.5,0.5,0.5,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,15,11.5,3.5,76.67%,,8,0.5,1,2,2,0,1,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,18,15,3,83.33%,,3,1,0,11,1,2,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,17,1,94.44%,,11,2,1,3,0.5,0.5,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,35.5,33,2.5,92.96%,,15,5.5,6,6.5,1,0,1,0.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,5.5,1,5,1.5,0,0.5,0.5,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,6,1,3,8,0,2.5,0,0.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,30,4.5,86.96%,,16,1.5,5.5,7,1,1.5,1,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53,45,8,84.91%,,23.5,7,4.5,10,1,0.5,2,4.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64.5,45,19.5,69.77%,,9,4,11,21,5.5,5.5,7,1.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,48.5,7,87.39%,,13.5,10,8,17,3,1,2,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,23,5.5,80.70%,,5,4,11,3,2.5,2,0,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,63,53,10,84.13%,,30,7,10,6,6,0,2,2
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,8.5,2.5,77.27%,,0,0,0.5,8,1,0,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56.5,50.5,6,89.38%,,21,4,10.5,15,2.5,1,1,1.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,2.5,0.5,83.33%,,2.5,0,0,0,0,0,0,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60.5,56.5,4,93.39%,,33,9,6.5,8,2,1,0,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30,27,3,90.00%,,15,3,4,5,1,1,0,1
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,34,12,73.91%,,10.5,6,7,10.5,8,2,1.5,0.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,29,4,87.88%,,9,8.5,5,6.5,2.5,0.5,1,0
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,11,1.5,88.00%,,5,0,1.5,4.5,0.5,0.5,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0.5,1,0,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,1,1,4.5,5.5,3,1,0.5,0.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,55,6,90.16%,,34,6,6,9,2,2,2,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,33.5,4.5,88.16%,,21.5,1.5,7,3.5,2.5,1,0.5,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,5,1,2,1,0,0,0.5,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,7,1,3,8,1,1,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64.5,48.5,16,75.19%,,21.5,6.5,9,11.5,5.5,6,1.5,3
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,7,1,6,3,0,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,63.5,56.5,7,88.98%,,26,6,15,9.5,3,2,0,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,30,4,88.24%,,12,5,5,8,1.5,2.5,0,0
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,9.5,0,100.00%,,4,1,2.5,2,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,27,4.5,85.71%,,15,3,5,4,2.5,2,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,23.5,7,77.05%,,12,2,5,4.5,2.5,1.5,1,2
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,14.5,1,93.55%,,8,2.5,3,1,1,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,8,1.5,84.21%,,5.5,0,1,1.5,1,0,0.5,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,14.5,3,5,4,2,0,0.5,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,11,7.5,5,3,2,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,25,20.5,4.5,82.00%,,6,3.5,5.5,5.5,1,2,1.5,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,25,2.5,90.91%,,12,3.5,3.5,6,2,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,27,6,81.82%,,13,6,5,3,2,0,1,3
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62.5,40.5,22,64.80%,,2,4.5,14,20,11,4.5,3.5,3
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,26.5,14.5,64.63%,,3.5,3.5,6.5,13,5,5.5,2.5,1.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,7,3,4,9,2,1,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,16,2,88.89%,,7,3,2,4,1.5,0,0.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,46.5,9.5,83.04%,,26,3,6.5,11,2,3,0.5,4
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,31.5,31,0.5,98.41%,,23,3,4.5,0.5,0.5,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,23.5,22,1.5,93.62%,,9,1,4,8,1,0.5,0,0
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,14,5.5,71.79%,,7,0.5,3,3.5,4.5,0.5,0,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,32.5,7.5,81.25%,,13,6,7.5,6,4.5,2,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,12.5,5,71.43%,,6.5,1.5,1,3.5,0.5,1.5,1,2
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,29,4.5,86.57%,,11,5,4,9,1,3.5,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,1,1,0,1,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,42,3.5,92.31%,,19,11,7,5,3,0.5,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58,47.5,10.5,81.90%,,31,4.5,5,7,4,0,2,4.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6,5,1,83.33%,,2,0.5,1.5,1,0,0,0,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,5,0,3.5,7.5,1.5,0.5,0.5,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,52,15,77.61%,,26,5,6,15,7,4,3,1
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,30,1.5,95.24%,,14,3,7,6,1,0,0,0.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,13,3,81.25%,,1.5,3,3,5.5,2.5,0,0,0.5
