62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42887,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,97,86.5,10.5,89.18%,,24.5,11,19.5,31.5,3,4,2,1.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,25,15.5,9.5,62.00%,,2.5,1.5,2,9.5,3.5,2.5,0.5,3
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46,42,4,91.30%,,14.5,6.5,8,13,0.5,1.5,0.5,1.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,76.5,54,22.5,70.59%,,12,6,11,25,4.5,8,6,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,38,37,1,97.37%,,10,9,15.5,2.5,0,0.5,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,35.5,26.5,9,74.65%,,9.5,2.5,6,8.5,4,3,0,2
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,31,28,3,90.32%,,18,5,4,1,0.5,2,0,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76.5,59.5,17,77.78%,,10,10,20,19.5,4.5,4.5,1.5,6.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0,0.5,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0.5,0,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,49,45.5,3.5,92.86%,,26,6,7.5,6,0.5,1,1,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,1,0,0,0.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,4,3.5,0.5,87.50%,,0.5,0.5,1.5,1,0.5,0,0,0
,NYG,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,8032,6407,1625,79.77%,,1871,926,1326,2284,471,481,302,371
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,13,2,86.67%,,6.5,3,1,2.5,0.5,0.5,0,1
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15.5,1.5,91.18%,,7,3,1,4.5,0.5,0.5,0.5,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,26,0.5,98.11%,,13,1,6.5,5.5,0.5,0,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,48.5,42,6.5,86.60%,,13,6,5,18,3,0.5,2,1
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,10,1,90.91%,,6,1,1,2,1,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,60.5,40,20.5,66.12%,,22,3,6,9,8,7.5,4,1
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,22.5,15.5,59.21%,,15,1,5.5,1,3.5,2.5,3,6.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,20,3.5,85.11%,,5,3,6,6,2,0,1,0.5
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,13.5,1.5,90.00%,,3,0,5.5,5,0,0,1,0.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,30.5,1.5,95.31%,,13,3.5,7,7,0.5,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18,4,81.82%,,12,2,1,3,2,1,1,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,9,1,1,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64,51,13,79.69%,,36,5,2,8,5.5,5,2,0.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,17,5.5,75.56%,,8,1,1.5,6.5,1,1.5,1,2
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,5,1,0,3,0,1,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,26,3,89.66%,,8,3,6,9,2,0,0.5,0.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61.5,53.5,8,86.99%,,27,14,3.5,9,2,2,0,4
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,9.5,5.5,63.33%,,2.5,1,0.5,5.5,3,0,0,2.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,8.5,5,2,7.5,1,1,0,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,10.5,4.5,70.00%,,6,0.5,2,2,0.5,2.5,1,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21.5,1.5,93.48%,,6,4,7,4.5,0,0,1.5,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,33,13,71.74%,,10,5.5,6.5,11,5,3,2,3
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,23,2.5,90.20%,,11.5,6.5,3,2,1,1,0,0.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,28,2.5,91.80%,,15.5,3,3,6.5,0,1,1,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,9,5,3,1,1.5,0,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,17.5,5,77.78%,,4,0,4,9.5,2,1,0,2
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,31.5,11.5,73.26%,,12,5,6,8.5,3,1.5,3,4
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52.5,41.5,11,79.05%,,26,6.5,5,4,1.5,3.5,4,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,30,1,96.77%,,19,3,2.5,5.5,1,0,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,63,43,20,68.25%,,17.5,2.5,7.5,15.5,7,2.5,4.5,6
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,3,2,2.5,1.5,0,0,1,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52.5,42,10.5,80.00%,,21,7,7,7,4,1,4,1.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,33,3,91.67%,,22.5,3,6,1.5,2.5,0,0.5,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,55,40,15,72.73%,,16,8,5,11,2,8,1,4
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,29.5,1,96.72%,,12,6,5,6.5,1,0,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,43,3.5,92.47%,,23.5,5.5,7,7,0.5,2,1,0
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14.5,1.5,90.63%,,9,0,1,4.5,1,0.5,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8.5,7,1.5,82.35%,,2.5,0,1.5,3,0,0,0,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66.5,53,13.5,79.70%,,32,6,9,6,4,4,0.5,5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,10.5,2,3,5.5,1,0.5,0,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,35.5,11.5,75.53%,,11,3,7.5,14,3,5.5,1.5,1.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,29,8.5,77.33%,,13,1,4,11,2.5,2,3,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,27.5,4.5,85.94%,,16,2.5,4,5,2,1.5,0,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,40,5.5,87.91%,,13,5,11,11,2.5,1.5,0.5,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,6,0,1,3,0,1.5,0.5,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70,63,7,90.00%,,15,8.5,11,28.5,1,1.5,1,3.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,31,28,3,90.32%,,9.5,3,3,12.5,1,1,1,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,58,49.5,8.5,85.34%,,26,7,12.5,4,4.5,2,2,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,31.5,7,81.82%,,18,3,6,4.5,2.5,1,1,2.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,17.5,5,77.78%,,7,3,4,3.5,2,1.5,0.5,1
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,2,2,2,5,1.5,0.5,0.5,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,28.5,7.5,79.17%,,11,4,6.5,7,3,4.5,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20,1,95.24%,,16,0.5,2,1.5,0.5,0.5,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,40.5,8.5,82.65%,,22.5,3,6,9,3.5,2,2.5,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,65.5,47.5,18,72.52%,,5,5.5,9,28,4.5,8,3,2.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,13,5.5,70.27%,,4,2,0,7,1,0.5,2,2
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,4.5,0.5,90.00%,,0,0,1.5,3,0.5,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,22.5,4,84.91%,,8,2,5.5,7,0.5,1.5,2,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,12,1,3,5,0,1,1,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,52,31.5,20.5,60.58%,,11,4,4,12.5,5,4,3.5,8
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,38,4,90.48%,,14,9,7,8,1,1,1,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,27.5,1.5,94.83%,,11,3.5,4,9,0.5,1,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30,18,12,60.00%,,4,2.5,8,3.5,3,4,1.5,3.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,29,4,87.88%,,15,4,2,8,2,1.5,0,0.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,8,1,88.89%,,4,1,1,2,1,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,35,14.5,70.71%,,18,3,4.5,9.5,7.5,5.5,1,0.5
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,43,41,2,95.35%,,17,4,7,13,0.5,0,1.5,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,12,7.5,61.54%,,6,1,2,3,2,2.5,0,3
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7,6,1,85.71%,,0,1,2.5,2.5,0.5,0,0,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,4.5,4,3,4,0.5,0.5,1.5,0
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,52.5,5,91.30%,,26,6,9,11.5,2.5,1,1,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,41,31,10,75.61%,,8,11,8,4,2.5,2.5,1.5,3.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,11,9.5,1.5,86.36%,,2,0,4.5,3,0,1,0,0.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,22.5,10.5,68.18%,,6,4.5,7,5,3,3,3,1.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,27,5.5,83.08%,,10,5.5,3,8.5,1,3.5,1,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,38,5,88.37%,,19.5,8,1,9.5,2,0,1.5,1.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55.5,43,12.5,77.48%,,11.5,11,14.5,6,3,3,1,5.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,33,8,80.49%,,15.5,1.5,3.5,12.5,1,4.5,1.5,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,79,60,19,75.95%,,38,10,4,8,6,5,3,5
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,14,3,82.35%,,3,0,4,7,0,1,0,2
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,76.5,67,9.5,87.58%,,39,6,14,8,2.5,5,1,1
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4.5,4,0.5,88.89%,,3,0,1,0,0,0.5,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,50,7,87.72%,,31,3,9,7,1,2,1,3
,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0.5,0,0,0,0,0,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,26,2,92.86%,,11,3,5,7,2,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,33.5,9,78.82%,,11,3,7.5,12,4,1,1,3
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,37.5,7.5,83.33%,,12,7,7,11.5,2.5,1.5,0,3.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32,29.5,2.5,92.19%,,15,6,2.5,6,1.5,0,0,1
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,0,0,0,1.5,0,0,0.5,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,22,6.5,77.19%,,6.5,1,6,8.5,2,2,1,1.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,54,8,87.10%,,29,9,5,11,4,1,0,3
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,41.5,1.5,96.51%,,32,3.5,4,2,0.5,0,0,1
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,18.5,4,82.22%,,11,3,1,3.5,1.5,1.5,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,2,2,6,9,0,2,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,72,56.5,15.5,78.47%,,22,8,15.5,11,3.5,5,5,2
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22,2.5,89.80%,,10,4,3,5,1,1.5,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,64,54,10,84.38%,,19,14,9,12,1,3,2,4
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,35,6,85.37%,,13,6,4,12,0,1.5,4,0.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,2,0,1.5,0.5,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,11,4,73.33%,,2,4,2.5,2.5,1,1,1,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,17.5,9.5,64.81%,,9,0,4,4.5,3.5,1.5,1,3.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,19,16,3,84.21%,,7.5,1,5.5,2,1,0.5,0,1.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,10,1.5,86.96%,,4,1,2,3,0.5,0,0.5,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,31,26,5,83.87%,,17,3.5,3.5,2,0,1.5,0,3.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,5,2,4,10,1,1,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,32,25,7,78.13%,,12,5.5,4.5,3,2.5,2.5,1,1
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,14,2,1.5,1.5,0.5,0,0.5,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,26.5,6.5,80.30%,,15,3,3,5.5,3,1.5,1,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,27.5,23,54.46%,,1,4,7.5,15,7,7,5,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44.5,29,15.5,65.17%,,3,5,6,15,6,4.5,2,3
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,14,5,73.68%,,4,4,2,4,3,1,1,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,14,4.5,75.68%,,2,4,4.5,3.5,2,2,0.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,77.5,64.5,13,83.23%,,45,1.5,5.5,12.5,3.5,1.5,4,4
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,21.5,1,95.56%,,16,4,0.5,1,0,1,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,6,1,5.5,2.5,1.5,0,0.5,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,10.5,3,77.78%,,4,1,2.5,3,1.5,0,1,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,36.5,2,94.81%,,14,2,5.5,15,1,0,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,21.5,4,84.31%,,7.5,3.5,4,6.5,2,0.5,0.5,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,44,36,8,81.82%,,26,0,2,8,3,1.5,2,1.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,7,2.5,73.68%,,6,0,1,0,1.5,0,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,54,6,90.00%,,23,6,15,10,3,2,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,97,65,32,67.01%,,42,5,8,10,8,7,8,9
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,14.5,7,67.44%,,6,3,2,3.5,0.5,3,1.5,2
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,14.5,4.5,76.32%,,8,1.5,2,3,2,0,2,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,75.5,69.5,6,92.05%,,24,8,14,23.5,1.5,4,0,0.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,14,7.5,65.12%,,4,3,4,3,2.5,3,0.5,1.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,18.5,4.5,80.43%,,6,3,4,5.5,1,0.5,1.5,1.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,56,45,11,80.36%,,25.5,8,4,7.5,1,3,4,3
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,104.5,87,17.5,83.25%,,45,15,13,14,7,7,2,1.5
