62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
Oct-15,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,23,2.5,90.20%,,4,3.5,6,9.5,0.5,1,0,1
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,30.5,24.5,6,80.33%,,10.5,3.5,7,3.5,2.5,1.5,0,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34.5,29.5,5,85.51%,,6,3,9,11.5,2,1,2,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,84.5,75.5,9,89.35%,,24,8.5,11,32,3,1,0.5,4.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,13,9,4,69.23%,,5.5,1.5,2,0,1,1.5,0.5,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,51,39.5,11.5,77.45%,,23,1,8,7.5,2,5.5,1.5,2.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,85,61.5,23.5,72.35%,,16.5,6.5,12.5,26,3.5,6,2.5,11.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,9,3,7.5,4,0,1,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,29,26,3,89.66%,,10,5.5,2.5,8,2,0,0.5,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,22,21,1,95.45%,,6,7,5,3,0,1,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,84.5,64.5,20,76.33%,,13,11,13,27.5,2,5,4.5,8.5
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,28.5,23.5,5,82.46%,,5,6.5,6.5,5.5,2,2,0,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0,0.5,0,0.5
,RFW,DISCONTINUED ORGANISATION,ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0.5,0,0,0.5,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7295,5869,1426,80.45%,,1596,854,1301,2118,403,383,239,401
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21.5,1.5,93.48%,,8.5,2.5,4,6.5,0,0,0.5,1
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,8,1,0,6,0,2,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,32,2.5,92.75%,,18,5,7,2,2,0,0.5,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,32.5,27,5.5,83.08%,,12,2,1,12,1,0.5,0,4
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,11,2,84.62%,,4,1,1,5,0,0,0,2
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,38,5.5,87.36%,,14.5,3.5,6,14,3,2.5,0,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,37,10,78.72%,,12,7,10,8,1,3,4.5,1.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,35.5,33,2.5,92.96%,,13.5,8,5,6.5,2,0.5,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0.5,0,0.5,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,9,3,3,6,1,1.5,0.5,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,24.5,1,96.08%,,9,6.5,2.5,6.5,0.5,0,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,16.5,1.5,91.67%,,10,2,1.5,3,0.5,1,0,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,5,1,0,0.5,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,22,14,61.11%,,17,2,0,3,3,2,1,8
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,11.5,1,92.00%,,1,4,4,2.5,0,0,0.5,0.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,10,2,1,2,1,0,0,0.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,27,1.5,94.74%,,14,3,5,5,0.5,0,1,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58.5,52,6.5,88.89%,,29,5,8.5,9.5,1,1.5,1,3
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,15,3,83.33%,,5.5,2.5,2,5,0.5,0.5,1,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16,0.5,96.97%,,10,1.5,4,0.5,0.5,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19.5,1.5,92.86%,,11,2,3,3.5,0,0,1,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,23,8,74.19%,,11,2,5,5,4,1,0,3
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,23,14,62.16%,,7,4.5,4.5,7,2.5,5,3,3.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,20,7,74.07%,,10,0,3,7,2.5,3.5,0,1
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,25,3.5,87.72%,,13.5,3,3.5,5,1.5,1.5,0.5,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,24,1.5,94.12%,,7,5,6,6,0,1,0,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,12,10.5,1.5,87.50%,,2,1,1,6.5,0,0,0.5,1
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,25,9.5,72.46%,,10,4,4,7,4,1,1,3.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,24.5,5,83.05%,,12.5,4,2,6,1,1,1.5,1.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,19.5,4,82.98%,,7.5,5,1,6,2,1,0,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,48,6.5,88.07%,,11.5,8,10,18.5,1,0,4,1.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,28,1,96.55%,,12.5,7.5,6,2,0.5,0.5,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56.5,42.5,14,75.22%,,18,2,10,12.5,5,4.5,1.5,3
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,33.5,0,100.00%,,20,3,7.5,3,0,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,43,6.5,86.87%,,17,4,4,18,2,1.5,0,3
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,31,30,1,96.77%,,14.5,4,6,5.5,0.5,0.5,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,8.5,3,73.91%,,4.5,1.5,0.5,2,2,0.5,0,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,31.5,1,96.92%,,19,2.5,4,6,0,1,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7,3.5,3.5,50.00%,,2,0,0,1.5,2.5,0,1,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56.5,48.5,8,85.84%,,25,3,4,16.5,1.5,1,0,5.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,8,3,2,3.5,0,0,0,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,18.5,11.5,61.67%,,11,2,2.5,3,3.5,0.5,0.5,7
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,30,10,75.00%,,19,1,5,5,2,1,4,3
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,24,1.5,94.12%,,16,3,4,1,0,0.5,0,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,30,8,78.95%,,11.5,1,10,7.5,1.5,3,0,3.5
,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,26.5,6,81.54%,,11,3,4.5,8,1,3,0,2
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,23,1.5,93.88%,,7,9,4.5,2.5,0,0,1,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,9,0.5,94.74%,,2.5,1.5,3,2,0,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,29.5,7,80.82%,,8,3,6.5,12,1,0,2,4
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,25,5.5,81.97%,,7,2.5,4,11.5,1,0,2,2.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,3,4,4,7,0,2,1,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,21.5,8,72.88%,,10,3,4,4.5,5,2,0,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0,0,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23.5,2.5,90.38%,,12,2,4,5.5,0,1,1.5,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,23.5,6.5,78.33%,,6,3,6.5,8,4,1,1.5,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,4,2,2,2,0,0.5,0,1.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,35.5,5.5,86.59%,,20,3.5,5.5,6.5,2,2,1.5,0
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56.5,49.5,7,87.61%,,23,6,6.5,14,1,4,0.5,1.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,27,20,7,74.07%,,9,3,6,2,2.5,1,0,3.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,2.5,0.5,83.33%,,1,0,0,1.5,0,0,0.5,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,8,3,4,4.5,0,0,2,0.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,31,2.5,92.54%,,20,3,5,3,0,0,2,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,34,24,10,70.59%,,13,3,2,6,1.5,1.5,3,4
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,37,3.5,91.36%,,12,13,9,3,2,1,0,0.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,30.5,1,96.83%,,11.5,10.5,4.5,4,0.5,0,0.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,24.5,8,75.38%,,9,1.5,4.5,9.5,1.5,3,2,1.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29,27,2,93.10%,,15,2,3,7,0,0.5,0.5,1
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,2,5,2,2.5,2,0,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,31,8,79.49%,,14,2,9,6,4,0.5,1,2.5
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,44,35.5,8.5,80.68%,,18,6,4,7.5,3.5,1,0.5,3.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,18,14,4,77.78%,,7,2,2,3,1,1,2,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,13,11,2,84.62%,,1,0.5,4.5,5,0,0,1,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9,1.5,85.71%,,5,2,1,1,0.5,0,1,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37,30.5,6.5,82.43%,,13,4,5,8.5,2,1,1.5,2
,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,5,2,1,1,0,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,22.5,3,88.24%,,7,1,2.5,12,1,2,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,23.5,2,92.16%,,17.5,2,1,3,1,1,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53,46,7,86.79%,,14.5,9,10,12.5,3,1.5,1,1.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52,43.5,8.5,83.65%,,12,5,8,18.5,0.5,1,0.5,6.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,42,6,87.50%,,22.5,4,3,12.5,2,2,1.5,0.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,27.5,5,84.62%,,10,3,9,5.5,1,2,0,2
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,61,49,12,80.33%,,23,12,6,8,6,3,1,2
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,9,5.5,62.07%,,3,0,1,5,2,1,2,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64.5,58,6.5,89.92%,,27,2,13.5,15.5,2.5,2,0,2
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,5,1.5,76.92%,,5,0,0,0,1.5,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,28,7,80.00%,,10,2,10,6,1.5,1,2,2.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46,45,1,97.83%,,34,2,4,5,0,0,1,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,42,6.5,86.60%,,14,8,10,10,3,0.5,1,2
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,20,8.5,70.18%,,9,1,4,6,2,2,1,3.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,19.5,2,90.70%,,8,4,4.5,3,0,0.5,0,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,15,8,65.22%,,6.5,1.5,2.5,4.5,1,2,1.5,3.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,40,8.5,82.47%,,27,3,4,6,4,1.5,3,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,42.5,3.5,92.39%,,32,5,3,2.5,1,1.5,0.5,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,6,2,0,1.5,1,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,8,1,3,3,0,0.5,2,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,41.5,8.5,83.00%,,17.5,6,9.5,8.5,3.5,2,1,2
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,12.5,7,64.10%,,4,3,3.5,2,4,0,1,2
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,46,3.5,92.93%,,24,11,9,2,2,1,0,0.5
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,50,5,90.91%,,26,6,13,5,1,2,1,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,32.5,9.5,77.38%,,8,5,9.5,10,2,2,3.5,2
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,4.5,0.5,90.00%,,2.5,1,0,1,0,0,0,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,13,3.5,78.79%,,5,1,4,3,2,1.5,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,38.5,4.5,89.53%,,19,2,3,14.5,1,2.5,0.5,0.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,10,1.5,4.5,3,0,1,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22,2.5,89.80%,,11,3,3,5,0.5,2,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,27,20.5,6.5,75.93%,,8,3.5,3.5,5.5,2,2,1.5,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,11,4,73.33%,,6,1,1,3,1.5,1,1,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,17,7,70.83%,,6,1,3,7,1,2,1,3
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,33,3,91.67%,,17.5,3,6,6.5,0,1.5,0,1.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,33,2,94.29%,,12,9.5,3.5,8,0,0,1,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59.5,39.5,20,66.39%,,3,1.5,9,26,4.5,4.5,5.5,5.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,29.5,14.5,67.05%,,2.5,3.5,4.5,19,2.5,6.5,3,2.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,27,2,93.10%,,12,3,6,6,1,0,1,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,14,1,93.33%,,8.5,1,4,0.5,0,0,1,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,71,64,7,90.14%,,49.5,0.5,3,11,2,2.5,0,2.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30,29.5,0.5,98.33%,,12,4.5,11,2,0,0,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,40.5,38,2.5,93.83%,,16,5,5,12,0,1.5,0,1
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,7,1,1.5,2,0.5,0,1.5,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,26.5,3,89.83%,,8.5,4,6,8,0,0,1,2
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,9,4.5,66.67%,,3.5,1,0.5,4,1.5,1.5,0,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0.5,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,37,31,6,83.78%,,14,1,4,12,2,2.5,0.5,1
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,1,0,0,0,0,0.5
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,94,73,21,77.66%,,39,9,7,18,10,2,2,7
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,6,7,46.15%,,2,1,1.5,1.5,1.5,2,1,2.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,9,2,81.82%,,2,1.5,2,3.5,0.5,0.5,0.5,0.5
