62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42644,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,32,29,3,90.63%,,6,7.5,9.5,6,0.5,1.5,0,1
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,39.5,35.5,4,89.87%,,7.5,2.5,9,16.5,1,1,0,2
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,97,83,14,85.57%,,37.5,12.5,16,17,5.5,2.5,4.5,1.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,20.5,16.5,4,80.49%,,6,0,0,10.5,2,1.5,0.5,0
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,56,47.5,8.5,84.82%,,22,4,14.5,7,2,2.5,1,3
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,87.5,59.5,28,68.00%,,11,3,15.5,30,8,7,4,9
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,12.5,8,8.5,1.5,0.5,1,1,0.5
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,46,39,7,84.78%,,11,5.5,9,13.5,2,2.5,1,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,31.5,9,77.78%,,10,9,6.5,6,1,4.5,1,2.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,74.5,52,22.5,69.80%,,11.5,8.5,14,18,11.5,4,4,3
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,1,0,0,0.5,0.5,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,30,26.5,3.5,88.33%,,4,6,14,2.5,2,1,0,0.5
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,4,4,0,100.00%,,3,0,1,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0.5,0,0.5,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7368,5948,1420,80.73%,,1702,873,1301,2072,453,389,236,342
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,5,3.5,3,3.5,0.5,1,0,0.5
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15.5,0.5,96.88%,,7,2,3,3.5,0.5,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,33,6.5,83.54%,,19,2,6,6,2,1,3.5,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,45.5,30,15.5,65.93%,,4,7,6,13,3,1,4,7.5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,12.5,2,1,2.5,1,0,0,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,39,34,5,87.18%,,14,3,6,11,2,0,1,2
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,24.5,6.5,79.03%,,14,2,2.5,6,1.5,0.5,2,2.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19.5,3.5,84.78%,,6,1,4.5,8,1,1,0.5,1
,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19,2.5,88.37%,,5,2,7.5,4.5,0.5,0,1,1
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20,1,95.24%,,9,3.5,5,2.5,0,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,20,3,86.96%,,9.5,2,2.5,6,2,0.5,0,0.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,10,0,100.00%,,5,4,1,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52.5,40.5,12,77.14%,,22,2,5,11.5,2,3,1.5,5.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,4,1,2,4,0.5,1,0,1
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9.5,9.5,0,100.00%,,5,1,1,2.5,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,23.5,2,92.16%,,12.5,1,3,7,1,1,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,49.5,10.5,82.50%,,22.5,13,6,8,3,2.5,1,4
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,16.5,2.5,86.84%,,2,5.5,5.5,3.5,0,1,0,1.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,9,3,3,6,0.5,0.5,1,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,8,5.5,59.26%,,3,1.5,2.5,1,0,3.5,0,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,9,5,6,10.5,1,0,0,3.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,25,12.5,66.67%,,10.5,3,9.5,2,6,5,1,0.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19,2.5,88.37%,,10.5,3,2.5,3,1.5,1,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,18,4.5,80.00%,,11,1,2,4,1.5,1.5,0,1.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,26,23.5,2.5,90.38%,,15,4,2,2.5,1,0.5,0.5,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,4,1,2,8,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,38.5,3.5,91.67%,,16,5,8,9.5,1,1,0.5,1
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,26.5,8.5,75.71%,,15.5,0,6.5,4.5,5.5,1,0,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,8,2,0,8,0.5,0.5,2,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,64.5,39.5,25,61.24%,,16,5,5.5,13,8.5,4,6.5,6
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,13,9,4,69.23%,,2,1.5,2,3.5,3,0,1,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66.5,47.5,19,71.43%,,20.5,6,8,13,5.5,3.5,4,6
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41.5,41,0.5,98.80%,,19.5,8.5,7,6,0.5,0,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,46,37,9,80.43%,,14,3,7,13,5,0,0,4
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,11,2,5.5,2.5,0.5,0,1.5,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,35.5,9.5,78.89%,,16,5.5,7,7,2,3.5,2,2
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15,1,93.75%,,6,3,2,4,0,1,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,10.5,2,84.00%,,5,1.5,0,4,1.5,0,0,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,73.5,50.5,23,68.71%,,29.5,6,3,12,2.5,4,1,15.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,4,2,2,2,2,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,17,14.5,53.97%,,4,1,4,8,6.5,0.5,3,4.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,34.5,8,81.18%,,23,3,3,5.5,3,2,2,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,31,1,96.88%,,20,3.5,5,2.5,0,1,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,1,1.5,40.00%,,0,0,0.5,0.5,0,0.5,0.5,0.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,13.5,0,100.00%,,9,1,2,1.5,0,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,2,1,0,1,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,51,43.5,7.5,85.29%,,11,6,8,18.5,0.5,2,2,3
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,18.5,5,78.72%,,9,1,2.5,6,0,2.5,1,1.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,54,48,6,88.89%,,32,3,8,5,3,1,1,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,23,1.5,93.88%,,12,4,6,1,0,0,0.5,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,8,0,2.5,7,1,1,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,2,2,4,2.5,0,0,1,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26,2.5,91.23%,,14,3,5,4,1,1,0,0.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,25.5,1.5,94.44%,,17.5,3,3.5,1.5,0,0.5,1,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,30.5,7,81.33%,,13.5,3.5,5,8.5,2,3,0.5,1.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,62.5,43,19.5,68.80%,,7.5,8.5,5.5,21.5,5.5,6.5,3,4.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,4,2,3,2,1,1,0.5,0
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4.5,4.5,0,100.00%,,1.5,0.5,1,1.5,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,19,8.5,69.09%,,12,1,2,4,2,1.5,4.5,0.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,23,1.5,93.88%,,10,3,4,6,0.5,0,0,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,41.5,29.5,12,71.08%,,12.5,5,7,5,1.5,3,2,5.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,34,3.5,90.67%,,8,8,8,10,2,0.5,1,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,28,1,96.55%,,13.5,4,5.5,5,0,0,0,1
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,27,10.5,72.00%,,13.5,1,4.5,8,2.5,2,2.5,3.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,18.5,10,64.91%,,3.5,2,4,9,1,4,3,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,13.5,5,72.97%,,7,0,2,4.5,1,1,1,2
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,32.5,8,80.25%,,13,1,6.5,12,3,1,2,2
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,32,25.5,6.5,79.69%,,12.5,0,9,4,1,5,0,0.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,8,2,4,9.5,3,0,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,10,7.5,2.5,75.00%,,4,0,1,2.5,0.5,0,0,2
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,9,5,1,2,0,1,1,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,22.5,5,81.82%,,8,4,6,4.5,0,2,1,2
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,22,4.5,83.02%,,9,7.5,2.5,3,2,1.5,0,1
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,36,4.5,88.89%,,8,4,5,19,3.5,1,0,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,25,3,89.29%,,15,2,2,6,1,0,0,2
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,40,33,7,82.50%,,16,5,4,8,1,2,1,3
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,20.5,20,50.62%,,7,2,5,6.5,10.5,7.5,2,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,42,7.5,84.85%,,21.5,3.5,7,10,3,0.5,1.5,2.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,26.5,7,79.10%,,8,5,2,11.5,2.5,4,0.5,0
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53.5,41.5,12,77.57%,,20,9,5.5,7,6,4,1,1
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,12,4,75.00%,,6,1,2.5,2.5,0.5,2,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59.5,52.5,7,88.24%,,22,6,8,16.5,2,3,0,2
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,3,0,0,0.5,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69.5,65,4.5,93.53%,,41,4,9.5,10.5,1,3.5,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,24,4,85.71%,,10,3,2,9,1,1,0,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51.5,41,10.5,79.61%,,13,5.5,7,15.5,6,3.5,0,1
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,23,12.5,64.79%,,10.5,2,4,6.5,3.5,3.5,0.5,5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,27,1,96.43%,,14.5,6.5,3.5,2.5,0,0.5,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0,0,1,0.5,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,11.5,4.5,71.88%,,2,0.5,2.5,6.5,1.5,0.5,0.5,2
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,42,3,93.33%,,29,1,6,6,0,2,1,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,18,3,2,3,0,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,11,4.5,70.97%,,7,0,3,1,1,2,1,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21,18.5,2.5,88.10%,,3,0,8,7.5,0,0.5,2,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,80,63.5,16.5,79.38%,,36,6.5,8.5,12.5,7.5,3.5,0,5.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,18.5,4,82.22%,,13,1,2,2.5,2.5,1,0.5,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,65,56,9,86.15%,,28,12,8,8,5,2,0,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,36,14.5,71.29%,,11,11,5,9,8,2.5,2,2
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,6.5,0.5,92.86%,,5,0,1.5,0,0.5,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,24,2,92.31%,,10,2,5,7,2,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,30.5,12.5,70.93%,,11,5,5.5,9,2.5,3,4.5,2.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,10,2.5,80.00%,,2.5,0.5,3.5,3.5,1,1.5,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14.5,1.5,90.63%,,5.5,3,2,4,0,0,1.5,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,27,25,2,92.59%,,13.5,4.5,4,3,0,2,0,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,9,0.5,4.5,7,0,2,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19.5,3.5,84.78%,,8,2,4,5.5,1,1,0,1.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,14,2,1,4,0,2,0,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,23.5,8.5,73.44%,,7,6.5,6.5,3.5,2,2.5,2,2
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,41,18,69.49%,,2,3,11.5,24.5,3,7,4,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,29.5,14,67.82%,,5.5,4.5,6.5,13,4,8,1,1
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,9,4,1,12.5,1,0,0.5,0.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,7,2,2,4,1.5,0.5,1.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,47.5,5.5,89.62%,,30,1,3.5,13,2,0,0,3.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,18.5,2,90.24%,,6,7,4,1.5,2,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,28,20.5,7.5,73.21%,,7,5,4,4.5,2,3,1.5,1
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,6,3,66.67%,,4,0,0.5,1.5,2,0,0,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,35.5,2.5,93.42%,,15,8.5,6.5,5.5,1,0.5,0.5,0.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,7.5,7.5,50.00%,,3,1,2,1.5,2,1.5,2.5,1.5
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,28,21.5,6.5,76.79%,,8,1,1,11.5,4,1,0.5,1
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,6,1.5,80.00%,,0,3,2,1,0,1.5,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,35.5,5,87.65%,,16,2,8,9.5,1,2,1,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,69.5,50.5,19,72.66%,,30,8,6,6.5,7.5,4,2.5,5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,7,8,46.67%,,2,0,0,5,1.5,2,2,2.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,25.5,4,86.44%,,8,5,8,4.5,1,1.5,0.5,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,51,10,83.61%,,19,1.5,11,19.5,3,2,3.5,1.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,26,13.5,65.82%,,13,5,3.5,4.5,7.5,2,1.5,2.5
