62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,24.5,19.5,5,79.59%,,3,3,9,4.5,2,0,1,2
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,36.5,31,5.5,84.93%,,8,5,9,9,3,0,2,0.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,86,73.5,12.5,85.47%,,35.5,4.5,13.5,20,1.5,5.5,3.5,2
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,16.5,12,4.5,72.73%,,5.5,3,1,2.5,1,1.5,0.5,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32,28,4,87.50%,,15,2.5,2.5,8,0.5,0.5,0,3
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,62.5,45.5,17,72.80%,,14,8,8,15.5,4,5,5.5,2.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,29,26.5,2.5,91.38%,,13.5,4,5,4,0,0.5,2,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,33,29,4,87.88%,,13,3,4.5,8.5,1.5,0.5,1.5,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25.5,23.5,2,92.16%,,14.5,4,4,1,0,2,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,65.5,48,17.5,73.28%,,11,9,7,21,3.5,4.5,5.5,4
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0.5,0.5,0,0,0.5,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,33.5,26.5,7,79.10%,,11.5,4.5,3.5,7,1.5,4,0.5,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3,3,0,100.00%,,1,1,1,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,4,2,2,50.00%,,0,0,0,2,0,0.5,0.5,1
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,6665,5269,1396,79.05%,,1798,778,1064,1629,403,398,266,329
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,19,6,76.00%,,5,3.5,2.5,8,0.5,2.5,1.5,1.5
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,20.5,1.5,93.18%,,14,1,3,2.5,0.5,1,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,22.5,5.5,80.36%,,14,5,0,3.5,0.5,3.5,1,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,39,23,16,58.97%,,7,4,4,8,3,4,2,7
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,10,3.5,74.07%,,5.5,3,1,0.5,1.5,0.5,0,1.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,40,32.5,7.5,81.25%,,6,7,8,11.5,2,3,2,0.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,25.5,9,73.91%,,12,6,5.5,2,4.5,1.5,1,2
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22,13.5,8.5,61.36%,,3,3,1,6.5,4,3,1,0.5
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,18.5,5,78.72%,,5,3,3,7.5,1,2,0,2
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,30,0.5,98.36%,,16.5,4,5,4.5,0.5,0,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,17.5,9,66.04%,,12,0,1.5,4,2.5,5,1.5,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,10,0,100.00%,,7,3,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,64.5,47,17.5,72.87%,,31.5,8.5,1,6,5,4.5,3.5,4.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,11.5,0,100.00%,,4,1,2,4.5,0,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,8,3,72.73%,,7,0,1,0,2,1,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,10,2,3.5,5.5,2,0,0.5,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,40.5,9.5,81.00%,,24,9,4,3.5,3.5,1.5,2,2.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,10.5,4,72.41%,,2.5,2,1,5,1,2,0.5,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,22.5,2.5,90.00%,,8,1,4.5,9,1,1,0,0.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,21,4.5,82.35%,,8,3.5,4,5.5,2,2,0.5,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,23.5,3.5,87.04%,,7,5,6.5,5,2.5,1,0,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,36,9,80.00%,,15,5,10,6,0,4,1,4
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,19,4.5,80.85%,,8.5,1,3.5,6,3,0,0.5,1
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,23.5,1.5,94.00%,,6,8,7,2.5,0.5,0.5,0,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,37,2.5,93.67%,,15.5,9,7,5.5,1.5,0,0,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,14,0.5,96.55%,,3,0,3,8,0,0,0,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,20,12,62.50%,,8,3,2,7,1.5,8.5,0,2
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,24,4.5,84.21%,,10,5,4,5,2,1,1.5,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,27,2.5,91.53%,,13.5,4,1,8.5,1.5,1,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,60,44,16,73.33%,,18,6,8.5,11.5,4,5,4,3
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,19,15,4,78.95%,,7.5,3,1.5,3,1.5,0.5,1,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,34.5,14,71.13%,,20,2,3,9.5,6,2,2,4
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,35.5,33,2.5,92.96%,,23.5,1,4.5,4,1,0,1,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,34,21.5,12.5,63.24%,,8,4.5,1,8,2.5,4.5,1.5,4
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24,23,1,95.83%,,10,5,2.5,5.5,0.5,0,0,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,41.5,9,82.18%,,18,7.5,6,10,3.5,2.5,0,3
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,16.5,5.5,75.00%,,8,1.5,3,4,3,0,1,1.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,5,2.5,66.67%,,1,0,3,1,2,0,0,0.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,39.5,21.5,64.75%,,22,5,5,7.5,2,5,4.5,10
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9,1.5,85.71%,,4,1,0,4,1,0.5,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,21.5,7.5,74.14%,,14.5,0.5,5.5,1,1.5,3.5,0.5,2
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,32.5,4,89.04%,,14,0,5.5,13,0,0,1.5,2.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,26.5,2.5,91.38%,,20,4,0,2.5,1.5,0.5,0,0.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,37.5,2.5,93.75%,,18,4,5,10.5,1,0,1.5,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,6,0,1,2,1,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10.5,1.5,87.50%,,7,2,0,1.5,1,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,44,38,6,86.36%,,13.5,3.5,6,15,1,2.5,1,1.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,17,7,70.83%,,7,3,3,4,2.5,2,1.5,1
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,33,10.5,75.86%,,21,4,5,3,5,2.5,2,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,17.5,6,74.47%,,12,0,4,1.5,0,2,3,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,15,5.5,73.17%,,7,2,4,2,3.5,2,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,2,1,2.5,6.5,0.5,3,1.5,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,20,8,71.43%,,9,2,6,3,3.5,1.5,1.5,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,11.5,1,4,1.5,1,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,36.5,7.5,82.95%,,17.5,5.5,6.5,7,1.5,1.5,0.5,4
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53.5,35,18.5,65.42%,,8,3.5,10.5,13,7.5,7,2.5,1.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,10.5,4,72.41%,,3.5,4.5,0.5,2,2,1.5,0,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4.5,4,0.5,88.89%,,0.5,2,1.5,0,0,0,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,19,3.5,84.44%,,6,1.5,5,6.5,2,1.5,0,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,13,1,4,5,0,0.5,1,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,30.5,9,77.22%,,9,5,6,10.5,3,1,3,2
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,31,1,96.88%,,7,7,10,7,0,1,0,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,9.5,3.5,4.5,2,0,1,0.5,1.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,24,2.5,90.57%,,10,5,4,5,1.5,0,1,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,30,3.5,89.55%,,8,3,4.5,14.5,0.5,0.5,1.5,1
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,33,1,97.06%,,19,6,3,5,0,0,1,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,25,12.5,66.67%,,13,4,1,7,5.5,5,1,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,41,38,3,92.68%,,13.5,9.5,6,9,0.5,1.5,0.5,0.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,22,15,7,68.18%,,8,2,2,3,3,1,0,3
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,10,2.5,80.00%,,3,0.5,0.5,6,1.5,0,0.5,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20,1,95.24%,,6.5,5,1,7.5,1,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,26,4.5,85.25%,,10,3,9.5,3.5,1.5,2,0,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,0,0.5,0.5,0,0,0,0.5,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,34,6,85.00%,,13,5,6,10,0,3,2,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,25,6,80.65%,,10.5,6,3,5.5,1,1,0,4
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,29.5,8,78.67%,,14.5,1.5,4,9.5,2,0.5,1.5,4
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,47.5,18.5,71.97%,,5,8,14,20.5,7,7.5,2,2
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,39,7.5,83.87%,,16,4.5,6,12.5,4.5,0.5,1.5,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,25,4,86.21%,,12,3,4,6,1,1,1,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56,47,9,83.93%,,29,6,2,10,1,4,1,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,9.5,1.5,86.36%,,1.5,1.5,1.5,5,0.5,0,1,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,35.5,7,83.53%,,19,1,4,11.5,3.5,1.5,0,2
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,2,0,1,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,30,5.5,84.51%,,15,3,5,7,2,0.5,1,2
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,30,6,83.33%,,14,2,5,9,2,1,2,1
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,21,13,61.76%,,11,3.5,3.5,3,5.5,5,0.5,2
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,34.5,10.5,76.67%,,9.5,11,4,10,4,1.5,1.5,3.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,17,3,85.00%,,10.5,0.5,3.5,2.5,1,0,1,1
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,18,5.5,76.60%,,4,1.5,5.5,7,1,1,1.5,2
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,41,4,91.11%,,23,7,2,9,0,4,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,32,1.5,95.52%,,21.5,2,3,5.5,1,0,0.5,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,12.5,3,80.65%,,3,1,4,4.5,2,0,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,11,2,2,6,1.5,0.5,0,0.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,43.5,10.5,80.56%,,19.5,5.5,9.5,9,5,2.5,1.5,1.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26,4.5,85.25%,,8,5.5,3,9.5,2,2,0.5,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,44.5,5,89.90%,,23.5,8,4,9,1,1,1,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,40,7,85.11%,,22.5,3,4,10.5,1,3,2,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,2,0,0,2,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,6,3,3,4,1,1,0.5,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,21,11,65.63%,,12,1,0,8,4,2.5,1,3.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,13,9,4,69.23%,,5,0.5,1.5,2,1,1.5,0,1.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,12,1.5,88.89%,,6,1,2,3,0,0.5,0.5,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30,24.5,5.5,81.67%,,12.5,3,3,6,2,2,0.5,1
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22,2.5,89.80%,,7,3.5,2.5,9,1,1,0,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,20.5,6,77.36%,,9,2,2.5,7,1,1,2.5,1.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24.5,2.5,90.74%,,13,1.5,6.5,3.5,2,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,41.5,17.5,70.34%,,4.5,8.5,7.5,21,6.5,4,4,3
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,27.5,18,60.44%,,4.5,5,7,11,8,4,3,3
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,27.5,13.5,67.07%,,11,2,8,6.5,5.5,6,0,2
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,7,1,4,3,1,0,0.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,41,12,77.36%,,29.5,3.5,0.5,7.5,6,3.5,1,1.5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23,22,1,95.65%,,15,1,3,3,1,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,28,26,2,92.86%,,9,7,7,3,0,1,1,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,11,2,84.62%,,4,0,3.5,3.5,1.5,0,0.5,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,28.5,1,96.61%,,12,2.5,7.5,6.5,0,1,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,13,7,65.00%,,6,0,1,6,2.5,2.5,0.5,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,23.5,4,85.45%,,9.5,2,5,7,0.5,2,0,1.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,6,0,0,0.5,0,0,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58,44,14,75.86%,,24,5,4,11,7,2,1,4
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,10,4,71.43%,,5.5,1.5,1,2,1.5,1,0,1.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16,0.5,96.97%,,5,4,2.5,4.5,0,0,0,0.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59.5,46.5,13,78.15%,,20,8,7.5,11,4,5,1.5,2.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,22.5,13,63.38%,,8.5,5.5,3,5.5,4.5,4,2.5,2
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,5.5,2.5,2,7,0.5,1,0,0
