62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: December 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,35,31,4,88.57%,,12,5.5,8,5.5,2,0.5,1.5,0
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,41,34.5,6.5,84.15%,,9.5,2,3,20,2.5,1,1.5,1.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,68,59.5,8.5,87.50%,,24.5,9,10.5,15.5,2.5,1,2,3
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,14,12.5,1.5,89.29%,,4,0,3,5.5,0,0.5,0,1
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,60.5,56,4.5,92.56%,,36.5,5,4,10.5,1.5,0,1,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,82,69.5,12.5,84.76%,,12.5,13,17,27,5,1,2,4.5
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,34,31,3,91.18%,,9,3.5,13.5,5,2,0.5,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,23,17,6,73.91%,,9,2,3,3,3,1.5,0.5,1
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,25,19.5,5.5,78.00%,,6,7,2.5,4,4,0.5,0,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82,71.5,10.5,87.20%,,21,6,16,28.5,2.5,2,3,3
,NDA,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,6,8.5,11.5,4.5,1.5,1,1,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,7,7,0,100.00%,,3,1.5,1,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0.5,0,0,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7099,5970,1129,84.10%,,1629,895,1322,2124,395,268,176,290
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,21.5,4,84.31%,,7.5,8,2.5,3.5,2.5,1,0,0.5
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,16,0,100.00%,,8,2,4,2,0,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,33.5,6,84.81%,,18.5,5.5,4,5.5,3.5,1,1,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,29,20,9,68.97%,,6,3,3,8,3.5,1.5,3,1
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,10.5,0.5,95.45%,,4,3,2.5,1,0,0.5,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,41,35.5,5.5,86.59%,,12.5,3,8.5,11.5,2,2.5,1,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44.5,36,8.5,80.90%,,19,4,5,8,0,4.5,2,2
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,21.5,2,91.49%,,10,2,2.5,7,0,1,1,0
,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,20.5,5,80.39%,,6,2,7.5,5,2,1,1,1
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,29.5,1,96.72%,,18,5,4,2.5,1,0,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16,0.5,96.97%,,7,3,1,5,0,0.5,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,42.5,7,85.86%,,17,7.5,4.5,13.5,0,1,3,3
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,6,0,6.5,9.5,0,0,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,11,1,91.67%,,7,3,0,1,0.5,0,0.5,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,22.5,0.5,97.83%,,5,4,5,8.5,0.5,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,47,7,87.04%,,26.5,8,8.5,4,3.5,1.5,1,1
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,20.5,0,100.00%,,9,2,4,5.5,0,0,0,0
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,10,3,2,6,1,1.5,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,31,0.5,98.41%,,17,4.5,3,6.5,0.5,0,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,37.5,1,97.40%,,15,2.5,6.5,13.5,0,0,0,1
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,31,7.5,80.52%,,13,6,7,5,6.5,0,0,1
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,11,3.5,75.86%,,4.5,1,1.5,4,1,0.5,0,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,23,2.5,90.20%,,10,3.5,4,5.5,0,0,1,1.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19.5,1,95.12%,,8,2,6.5,3,0,0,0,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,9.5,0,100.00%,,4,0,1,4.5,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,23,4.5,83.64%,,8,6,1,8,0.5,0.5,1.5,2
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,26,6,81.25%,,12,3,3.5,7.5,1.5,3.5,1,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,7,1.5,2,1,1.5,0,0.5,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,65.5,48.5,17,74.05%,,17.5,7,7.5,16.5,7,6,0.5,3.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,8.5,4,4,2.5,0.5,1,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,39,4,90.70%,,12,7,7,13,0,1,2,1
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,36,7,83.72%,,19,4,5,8,1,3,1.5,1.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,32,7.5,81.01%,,19,4,3.5,5.5,4.5,1,0.5,1.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,33,3.5,90.41%,,17,7.5,4,4.5,1,0,1.5,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,30.5,4,88.41%,,10,5.5,6,9,1.5,0,1,1.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,8.5,1.5,85.00%,,4,0.5,1.5,2.5,1,0,0.5,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8.5,7.5,1,88.24%,,2,2.5,0,3,1,0,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51.5,40,11.5,77.67%,,22,5,6,7,4,3,1.5,3
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,15,4,78.95%,,6,4,1,4,1,1,1,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,23.5,10,70.15%,,9,4.5,5,5,5,1,1,3
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,31,0.5,98.41%,,19,2,6,4,0.5,0,0,0
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,29.5,0.5,98.33%,,20,6,2,1.5,0,0,0,0.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,37.5,9,80.65%,,9,4,10,14.5,5.5,2,0,1.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,20,16.5,3.5,82.50%,,9.5,1,5,1,1.5,0,0,2
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7.5,6.5,1,86.67%,,0.5,3,0.5,2.5,0.5,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,36.5,6,85.88%,,11,4,6,15.5,1,1,3,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,32,29,3,90.63%,,12,5,4,8,1.5,0.5,1,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,37.5,3,92.59%,,22,3,4,8.5,1,2,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,25,19.5,5.5,78.00%,,10,3,1,5.5,1.5,1,1,2
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,11,1,2,4,1,1,1,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,36.5,3.5,91.25%,,16,8,4,8.5,2,0.5,0,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,24.5,4.5,84.48%,,5,6.5,7,6,1,1,2,0.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,16.5,0.5,97.06%,,11,3,0.5,2,0.5,0,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,26,8,76.47%,,14,1,4.5,6.5,2.5,3,1.5,1
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47.5,41,6.5,86.32%,,16,4,7,14,4,0.5,1,1
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,17,3.5,82.93%,,7,1,3,6,1,1,0,1.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,3,1,75.00%,,0.5,1,0,1.5,0.5,0,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0,0.5,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,13.5,2,87.10%,,5,0,1,7.5,1,0,0,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,14.5,3,82.86%,,9,1,1.5,3,0.5,0.5,0.5,1.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,39,7.5,83.87%,,13.5,4,12,9.5,3.5,0,1.5,2.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,43,3,93.48%,,19,13,5,6,2,1,0,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,37,3.5,91.36%,,19.5,7,6,4.5,0.5,1.5,1.5,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,24,4.5,84.21%,,9,3,6,6,1.5,3,0,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,22.5,3,88.24%,,8,3,8,3.5,0.5,0,1,1.5
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,3,4,7,4.5,2.5,0,0,1
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,31.5,7,81.82%,,9,4,8.5,10,3,2,0,2
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,44,37.5,6.5,85.23%,,22.5,4,4.5,6.5,2,1.5,0,3
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,25,21,4,84.00%,,10,4,4,3,2,1,0,1
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,13,0.5,96.30%,,2,3.5,1,6.5,0,0.5,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,12.5,0,100.00%,,6,0,2,4.5,0,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,29,25,4,86.21%,,9,2,4,10,0.5,1.5,1,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,18,5,78.26%,,9,3,3.5,2.5,0.5,2,1,1.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,22,2,91.67%,,10,3,3,6,0,0,1,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,26,1.5,94.55%,,18,2,1,5,0.5,0,1,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,41,4.5,90.11%,,20,4.5,7,9.5,1.5,2,0.5,0.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,86,77,9,89.53%,,31,6,14.5,25.5,1,3,3,2
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,36,5,87.80%,,13,5,9,9,1.5,3.5,0,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,28.5,5,85.07%,,10,9,3,6.5,3,1,0,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,41,7,85.42%,,17,13,4,7,1,3,1,2
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,9,2,81.82%,,4.5,1.5,0.5,2.5,0.5,0,0.5,1
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57.5,52.5,5,91.30%,,22.5,4,12,14,0,3,0.5,1.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,4.5,0.5,90.00%,,4.5,0,0,0,0,0,0,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,41.5,12,77.57%,,16,5,16.5,4,4,2,1,5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,39,4,90.70%,,27,1,5,6,0,1,1,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,40,11,78.43%,,20,2,4.5,13.5,2.5,4,1,3.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,17.5,7.5,70.00%,,7,0.5,1.5,8.5,2.5,3,1,1
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,22.5,2,91.84%,,13,3,1,5.5,0,0.5,0,1.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,0.5,1,33.33%,,0,0,0,0.5,0.5,0,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,13,7.5,63.41%,,5.5,2,2,3.5,2,1,1,3.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,48,7,87.27%,,22,4,10,12,1,6,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,36,1,97.30%,,23.5,7,2.5,3,0,0.5,0.5,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,15.5,0,100.00%,,7,0,1,7.5,0,0,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,20,1.5,93.02%,,3,6,3,8,0,1,0.5,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,48,6,88.89%,,22,3,6,17,2,4,0,0
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,27.5,1.5,94.83%,,11.5,4,4.5,7.5,0,0,1,0.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,73,68,5,93.15%,,38,9,11,10,1,2,1,1
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,29,4,87.88%,,19,2,5,3,2,1,0,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,27.5,2.5,91.67%,,11,3,7,6.5,0,0,0,2.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,0.5,1.5,25.00%,,0,0,0,0.5,1,0.5,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,1.5,1.5,50.00%,,0,0,0.5,1,1,0,0,0.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,26,5.5,82.54%,,10,4,4,8,3.5,0,2,0
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,9.5,3,76.00%,,7,1.5,1,0,1,1,1,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,20.5,1,95.35%,,13,0,4,3.5,0.5,0,0,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,11.5,2.5,1,3.5,0.5,0,1,0
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,3,4,2.5,4,0.5,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,32,25.5,6.5,79.69%,,6,4,4,11.5,1,2.5,2,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,10.5,1,91.30%,,7,0.5,1,2,0.5,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,27,3,90.00%,,17,1.5,4,4.5,1,1,1,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,40,13.5,74.77%,,3,4.5,12,20.5,5,6,2,0.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,24.5,18,57.65%,,3.5,3.5,6,11.5,7,4,2.5,4.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,15,6.5,69.77%,,8,1,2,4,1,3,0.5,2
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,4.5,6,2,2.5,2,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,51,2.5,95.33%,,34,2.5,2,12.5,0.5,0.5,0.5,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,6,3,6,2,2.5,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,26,24.5,1.5,94.23%,,9,3,8.5,4,1.5,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,14.5,0,100.00%,,8,1.5,0,5,0,0,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,10.5,8,2.5,5.5,0,0,0,2
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,13.5,5,72.97%,,3,2.5,2,6,1,0.5,0.5,3
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,33,29.5,3.5,89.39%,,16.5,4,2,7,0,3,0.5,0
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,5.5,2,73.33%,,2,0,0.5,3,0,0,0,2
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,78.5,70,8.5,89.17%,,33,4,12,21,3,2,1.5,2
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,11,6,64.71%,,5,3,2,1,1.5,3.5,0,1
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,8,1,2,4,0.5,1,1,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,76.5,73.5,3,96.08%,,26,14,17,16.5,2,1,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,27.5,6,82.09%,,14.5,3,2,8,2.5,1,1.5,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,6.5,3,4,5.5,0,0.5,0,1
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,46,38,8,82.61%,,9,3.5,7.5,18,3.5,4,0,0.5
