62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42614,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,54,43,11,79.63%,,6,2,9,26,3.5,2,3,2.5
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,73,67.5,5.5,92.47%,,17,13.5,16.5,20.5,2.5,1,1,1
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,19.5,14.5,5,74.36%,,4,3.5,2,5,2,1,0,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,49,46,3,93.88%,,12,6,8.5,19.5,0,2.5,0,0.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,84,60,24,71.43%,,5,6,23,26,10.5,6,3.5,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,32,28.5,3.5,89.06%,,9,4.5,5,10,0.5,1.5,1.5,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,37,28.5,8.5,77.03%,,5,8,5,10.5,4.5,2.5,0,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,32.5,24.5,8,75.38%,,7.5,4,9,4,0.5,2,2.5,3
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,70.5,50,20.5,70.92%,,8.5,4,8.5,29,13.5,4,0.5,2.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,0.5,0.5,0.5,1.5,0,0,0,0.5
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,40.5,35,5.5,86.42%,,7,10,12.5,5.5,1.5,1.5,1,1.5
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7397,5944,1453,80.36%,,1552,857,1292,2243,512,374,229,338
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15.5,1.5,91.18%,,5,2,3.5,5,1,0,0.5,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9.5,1,90.48%,,4,1,3,1.5,0,0,0,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,38.5,3.5,91.67%,,19,5,9,5.5,2,1,0,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,45,26,19,57.78%,,9,3,4,10,3,2,6,8
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,6,1.5,1,0.5,0,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,50,45,5,90.00%,,17,1,8,19,2,2.5,0,0.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54.5,42.5,12,77.98%,,24,5,2,11.5,4,2.5,3.5,2
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,22,21,1,95.45%,,7,6,3,5,0,0,0,1
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,23,4.5,83.64%,,4,5,7,7,2,0,1,1.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,28.5,1,96.61%,,20,2,4.5,2,0,1,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,30,4,88.24%,,17,2,4,7,1.5,2,0.5,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,54,48.5,5.5,89.81%,,26,3,7,12.5,2.5,0.5,0,2.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19,4,82.61%,,8,4,2,5,0.5,0.5,1,2
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15,1,93.75%,,9,1,4,1,1,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,29,2,93.55%,,19,2,1.5,6.5,1,0,0,1
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,73,64.5,8.5,88.36%,,23.5,21,6,14,3.5,0.5,1,3.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,2,3.5,5,4,1,0,0,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20.5,0.5,97.62%,,12,2,1.5,5,0,0,0,0.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,22.5,5,81.82%,,14,2,2,4.5,3,0,1.5,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,27,4,87.10%,,10,2,7,8,1.5,2,0.5,0
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,26.5,15.5,63.10%,,10,1.5,5,10,3,7,2.5,3
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,21,3.5,85.71%,,10.5,3,2.5,5,0.5,1,0,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,25,7,78.13%,,9,2,5,9,4,0,0,3
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,14,6,10,4,0,0,0,0
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,16,15,1,93.75%,,2,4,2,7,0,1,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,24,6.5,78.69%,,12,2,4,6,0,0,1.5,5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,41.5,7,85.57%,,24,1,7,9.5,4,2,1,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,25,1.5,94.34%,,13,3,5,4,1,0.5,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,72.5,49,23.5,67.59%,,22.5,10,3.5,13,6,2.5,6.5,8.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,14,1.5,90.32%,,5.5,1,5,2.5,0.5,0,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,73.5,56,17.5,76.19%,,17,5,7,27,9,3,4,1.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,35,33,2,94.29%,,15,4,8,6,1,1,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,29.5,10,74.68%,,13,3,5,8.5,1.5,2,1,5.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,30,6,83.33%,,8.5,4.5,10,7,3.5,1.5,1,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,37.5,10,78.95%,,14,2,10,11.5,2,4.5,0.5,3
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,12.5,2,86.21%,,7,1,2,2.5,0.5,0.5,0,1
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9,6,3,66.67%,,1,2,2,1,1,1,0,1
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,50,17,74.63%,,24,6,6.5,13.5,3,3,1,10
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,20,3,86.96%,,10,3,4,3,0.5,1.5,0,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,18.5,7.5,71.15%,,6,2,2,8.5,1.5,2,0.5,3.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,26,5,83.87%,,11,2,7,6,2,1,1,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,23,3.5,86.79%,,15.5,3,2,2.5,1,0.5,1,1
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,34,1,97.14%,,8,10,7,9,0,1,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,13,2,1,1.5,0,1,1,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,8,2,80.00%,,5,0,1,2,0,1.5,0,0.5
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58,48,10,82.76%,,20,5.5,7,15.5,2.5,3.5,1.5,2.5
,RV9,HUMBER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,11.5,4,0,3.5,1,0,0,1
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,44.5,33,11.5,74.16%,,20,5.5,3,4.5,4,3.5,1,3
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,26,22.5,3.5,86.54%,,14,4,0,4.5,1,1,0,1.5
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,14.5,3,82.86%,,8,1.5,2,3,1,1,1,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15.5,2,88.57%,,6,3,4,2.5,2,0,0,0
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,29.5,6,83.10%,,14,3,8,4.5,3,0,1,2
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,12,4,1,2,1,1,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,27.5,10,73.33%,,10,2,9,6.5,4,3.5,0.5,2
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58.5,41,17.5,70.09%,,15.5,3.5,2.5,19.5,4,4.5,3.5,5.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,29,26,3,89.66%,,14,2,4,6,1.5,1,0,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,0.5,1,1,0.5,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0.5,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27,22,5,81.48%,,9.5,1,2,9.5,0.5,3,1.5,0
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,27,4,87.10%,,9,3,7,8,1.5,1,0.5,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,24,9,72.73%,,9,4,6,5,1,2.5,1.5,4
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,41,2.5,94.25%,,12,8,15,6,1,0,1.5,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,40.5,2,95.29%,,20.5,9,6,5,1,0,0.5,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,37,35.5,1.5,95.95%,,24,4.5,4,3,0.5,0,1,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36,27,9,75.00%,,13,2.5,2.5,9,4,1.5,1,2.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,23,3.5,86.79%,,13,1,5,4,1,1,0,1.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50.5,37.5,13,74.26%,,18,1.5,5,13,6,3.5,2.5,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,50,41.5,8.5,83.00%,,13,10,7.5,11,1.5,4,0.5,2.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23,18.5,4.5,80.43%,,9,2,3,4.5,1,3,0,0.5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,7,3.5,66.67%,,0,0,1.5,5.5,2,0.5,0,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,17.5,2.5,87.50%,,6.5,3.5,3.5,4,0.5,1,1,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37,27.5,9.5,74.32%,,8,2,5,12.5,1,4,4,0.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,16.5,6.5,71.74%,,9,1,4,2.5,1.5,3.5,0,1.5
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,28.5,1.5,95.00%,,8,5,7,8.5,0,0,0,1.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,27.5,6.5,80.88%,,10,6,6,5.5,2.5,1.5,0.5,2
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49,36,13,73.47%,,19.5,5.5,4.5,6.5,4,3,2,4
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,30.5,11.5,72.62%,,12,2,6,10.5,4,5,1,1.5
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47.5,40,7.5,84.21%,,12,6.5,9,12.5,2,2.5,1,2
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,28.5,5.5,83.82%,,7,2,12,7.5,1,0.5,1.5,2.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,71,64,7,90.14%,,41,9,3,11,5,0,0,2
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7.5,6.5,1,86.67%,,3,0,1,2.5,0,0.5,0,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,76,65,11,85.53%,,21.5,5,13,25.5,2,5,1.5,2.5
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3.5,3,0.5,85.71%,,1,2,0,0,0,0.5,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,50.5,0.5,99.02%,,30,5,7,8.5,0,0.5,0,0
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,12,8,60.00%,,4,0,3,5,2,3,1,2
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,29.5,9.5,75.64%,,12,8,3,6.5,1.5,3.5,2,2.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,33.5,9,78.82%,,8,9,6.5,10,4,0.5,1,3.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,25.5,2.5,91.07%,,16.5,3,3,3,0,2,0.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,15.5,2.5,86.11%,,4,0,4,7.5,0,0.5,0.5,1.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,38,3.5,91.57%,,16,5,7,10,1,2,0.5,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,35,3,92.11%,,28.5,2,1.5,3,0,1.5,1.5,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,2,3,2,8,0.5,2,0,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,13,3.5,78.79%,,3,2,5,3,0,0,1.5,2
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68.5,53,15.5,77.37%,,19.5,8,11.5,14,5,3.5,5.5,1.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,17,1,94.44%,,8,2,3,4,1,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,51,47,4,92.16%,,22,5,9,11,2,1.5,0,0.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,35.5,5.5,86.59%,,9.5,5.5,8.5,12,3.5,1,0.5,0.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,6.5,0,100.00%,,2,1.5,1,2,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,23,1,95.83%,,12,8,1,2,1,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,18.5,10.5,63.79%,,8,2,4,4.5,4,2.5,2.5,1.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,14.5,12.5,2,86.21%,,9.5,0,0,3,0.5,0,1.5,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16.5,0,100.00%,,5,3,5,3.5,0,0,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,31.5,25,6.5,79.37%,,16,0,4,5,1.5,0.5,0,4.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,8,1.5,1.5,5.5,1,0,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,6,0,3,7,0,1.5,1,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,10.5,2.5,80.77%,,4,3,1,2.5,1,1.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,30,6.5,82.19%,,15,2,5,8,2,0,3.5,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54.5,40.5,14,74.31%,,3,4.5,11,22,5.5,5,2.5,1
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,31,18.5,62.63%,,5.5,2.5,6.5,16.5,6.5,5.5,2.5,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,4,1,0,10,2.5,0.5,0.5,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,14.5,4,78.38%,,6,4.5,2.5,1.5,0.5,1,1,1.5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,75.5,66,9.5,87.42%,,46,4.5,3,12.5,3.5,1,1,4
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,12,2,8.5,4,0,1.5,0.5,2
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,30,25,5,83.33%,,10.5,3,6,5.5,1,2.5,0.5,1
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,12,3.5,77.42%,,3.5,2.5,5.5,0.5,1,1.5,1,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,28.5,2,93.44%,,11,5,4,8.5,1,0,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,9.5,5.5,63.33%,,2.5,0.5,0.5,6,2.5,2,0,1
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,30,24,6,80.00%,,7,2,0,15,3.5,1.5,0,1
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9,6,3,66.67%,,2,1,2,1,0,2,0,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,43,4,91.49%,,14,4,12,13,1,1,1,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,73.5,59,14.5,80.27%,,41,4,2,12,6,2,3,3.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19.5,2,90.70%,,6,5,5.5,3,0,0.5,1,0.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,12,1,92.31%,,5.5,3.5,2.5,0.5,0,0,1,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,48.5,8.5,85.09%,,10,5,10,23.5,4.5,1,2.5,0.5
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,36.5,9.5,79.35%,,15,4,6,11.5,2,2.5,1,4
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,18.5,8,69.81%,,7.5,2,3,6,3,1.5,1,2.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,45,41,4,91.11%,,18,5,9,9,1,1,2,0
