62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: August 2015,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,44,33,11,75.00%,,7,5,8.5,12.5,4.5,4.5,1.5,0.5
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,70.5,57.5,13,81.56%,,23.5,5,8,21,4.5,2.5,3.5,2.5
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ADMITTED,ALL CANCERS,49,41,8,83.67%,,9.5,6.5,6.5,18.5,2,3.5,1,1.5
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ADMITTED,ALL CANCERS,103,85,18,82.52%,,29,13,21,22,7,8,2,1
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42,37.5,4.5,89.29%,,9,2,3,23.5,3,0,0,1.5
E18000005,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ADMITTED,ALL CANCERS,105.5,84.5,21,80.09%,,19,20.5,15.5,29.5,10,7,1,3
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,6.5,4,5.5,14.5,0,0,2,2.5
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,4.5,2.5,5.5,5.5,0,0.5,0.5,0.5
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,32.5,30.5,2,93.85%,,9,8,5,8.5,0.5,0,0,1.5
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,ADMITTED,ALL CANCERS,13.5,13,0.5,96.30%,,2.5,1,3.5,6,0.5,0,0,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46,39.5,6.5,85.87%,,9.5,5.5,11,13.5,3.5,1,0,2
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,76,69.5,6.5,91.45%,,16,15,20,18.5,0.5,3,1.5,1.5
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,14.5,10.5,4,72.41%,,4.5,1,1,4,1,3,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,57.5,52,5.5,90.43%,,26,4,12,10,1.5,0.5,1,2.5
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,71.5,59.5,12,83.22%,,13,5.5,13,28,5,4.5,2,0.5
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,27,26,1,96.30%,,8,2.5,8,7.5,0,0.5,0,0.5
E18000005,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,38.5,32,6.5,83.12%,,17,5,2.5,7.5,3.5,0,3,0
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,24,21.5,2.5,89.58%,,8,3,4,6.5,1,0.5,1,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,87.5,74,13.5,84.57%,,17,11,18.5,27.5,4.5,3,2,4
N/A,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,28,24.5,3.5,87.50%,,7.5,5,4.5,7.5,1,0.5,0.5,1.5
N/A,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
E18000007,RNJ,DISCONTINUED ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,6770,5569,1201,82.26%,,1517,782,1252,2018,368,316,186,331
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 62 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
ONS AREA ID (1),ODS CODE (2),ACCOUNTABLE PROVIDER,CARE SETTING (3),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
E18000002,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,7,2,3.5,5.5,2,0.5,0,0.5
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,7,0,4,2,0,1,0.5,0
E18000008,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,20.5,3.5,85.42%,,15,2,0,3.5,0,0,1.5,2
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,43,26.5,16.5,61.63%,,7,3,3.5,13,7,3.5,2,4
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,3.5,4,1,3,0,1,0,1
E18000007,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,30.5,10,75.31%,,18,2.5,3,7,2,4,2,2
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,35,6.5,84.34%,,20,4,5.5,5.5,3,0.5,0.5,2.5
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,24,22,2,91.67%,,10,2,2,8,1,0,1,0
E18000002,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,25.5,3.5,87.93%,,4,4,6,11.5,0.5,2.5,0,0.5
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,17,3.5,4,6,1,0.5,1.5,0
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,20.5,3,87.23%,,13.5,0,3,4,1,0.5,1.5,0
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,26.5,12,68.83%,,17,0.5,5,4,2.5,0.5,4,5
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,11,1,1,4.5,1.5,0.5,0,0
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21.5,2,91.49%,,13,6,2,0.5,1,1,0,0
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,24.5,1,96.08%,,13.5,2,3,6,0,0.5,0,0.5
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52.5,43.5,9,82.86%,,18.5,9.5,8,7.5,2,1,2,4
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,20.5,2.5,89.13%,,7,3,5.5,5,0.5,2,0,0
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,3,2,60.00%,,1.5,0,0,1.5,0,1,1,0
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,35.5,2,94.67%,,22,1,2.5,10,0,2,0,0
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,17.5,6.5,72.92%,,5,2.5,3.5,6.5,2,0,1.5,3
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,21.5,6,78.18%,,7,1.5,9.5,3.5,1.5,0.5,1.5,2.5
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,13,3.5,78.79%,,5,1,5,2,1.5,1.5,0,0.5
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,20,5.5,78.43%,,13,1,2,4,1.5,1,0.5,2.5
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,24,1.5,94.12%,,9.5,3.5,6.5,4.5,0,0,0,1.5
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,9,1,2,5,1,0.5,0,0
E18000004,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,21.5,5.5,79.63%,,9,3,5,4.5,1,3,0,1.5
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,32.5,7,82.28%,,20,2,3.5,7,1,3,1,2
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,13,1.5,89.66%,,2,1,5,5,0,0.5,0,1
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,44,28.5,15.5,64.77%,,9,6,7,6.5,5,3.5,4.5,2.5
E18000002,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,20,17.5,2.5,87.50%,,8,1,6,2.5,0,1,1.5,0
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56.5,41.5,15,73.45%,,22,2,6.5,11,10,0.5,2,2.5
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,28,4.5,86.15%,,19.5,1.5,1,6,1,2,0.5,1
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,36,31.5,4.5,87.50%,,14,2,2.5,13,0,2.5,0,2
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19.5,1,95.12%,,5,7,4.5,3,0.5,0,0,0.5
E18000008,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,9,0,100.00%,,4,2,0,3,0,0,0,0
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,21,4,84.00%,,11,2.5,3.5,4,1,2,0,1
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,4.5,4.5,0,100.00%,,3,0,0.5,1,0,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,8,1,4,2,2,0,0,0
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,21,10,67.74%,,8,1,5.5,6.5,4.5,0.5,0,5
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,26.5,5.5,82.81%,,19,1,2,4.5,1,3.5,0,1
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,26.5,2,92.98%,,17,4,4,1.5,1.5,0.5,0,0
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,33,15.5,68.04%,,11,3,8.5,10.5,6,3.5,4,2
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,5,1,3,3,0,0.5,0,0
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,6.5,1.5,0,1,0,1,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,8.5,0,100.00%,,2,1.5,1,4,0,0,0,0
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,29,7.5,79.45%,,7,6,6.5,9.5,0,3.5,2,2
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26,25,1,96.15%,,10,1,7,7,0,0,0,1
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,40,6.5,86.02%,,20,8,6.5,5.5,3,2,1.5,0
E18000009,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,20.5,3,87.23%,,14.5,1,3,2,0,3,0,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,12.5,4,75.76%,,5,3,2,2.5,2,1,0,1
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,13.5,0,100.00%,,9,0,0,4.5,0,0,0,0
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,20.5,1.5,93.18%,,12,2,2.5,4,0.5,0,0,1
E18000007,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16,1.5,91.43%,,10.5,1,2,2.5,0,0,0,1.5
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,41.5,11.5,78.30%,,9.5,4.5,8,19.5,3.5,3,2.5,2.5
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,56.5,46,10.5,81.42%,,19,2,6,19,5,2,1.5,2
E18000007,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,8,4,4,50.00%,,1,0,2,1,2,0,0,2
E18000002,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,2.5,0,100.00%,,1.5,0,0.5,0.5,0,0,0,0
E18000002,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0,0.5,0,0,0,0.5
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,16,12.5,3.5,78.13%,,3,2,3.5,4,0,1,1,1.5
E18000006,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,21,3,87.50%,,9.5,3,1,7.5,1,1,1,0
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,31,9.5,76.54%,,16,3,6.5,5.5,1.5,3,3,2
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,5,1,6,4.5,0.5,0,0,1.5
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,31.5,1.5,95.45%,,16,2.5,9,4,0.5,0.5,0,0.5
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,29.5,8,78.67%,,14,3.5,6.5,5.5,2.5,2.5,0,3
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,27.5,2,93.22%,,8,4,5,10.5,1,0,0.5,0.5
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,3,7,9,2,1,0,0,1.5
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,29.5,4.5,86.76%,,10,6,3.5,10,3,1,0.5,0
E18000010,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,38,31,7,81.58%,,20,3,4.5,3.5,2,1,0,4
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,23,10.5,68.66%,,9,2,2,10,3,2,2.5,3
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0.5,0,0,1,0,0,0,0
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,11,4,73.33%,,3,1,1.5,5.5,1.5,1.5,0.5,0.5
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,39.5,30.5,9,77.22%,,14,3,6,7.5,2,3,3,1
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15,13,2,86.67%,,6,3,2,2,2,0,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,37.5,4.5,89.29%,,6,6,12.5,13,1,2,1,0.5
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,17.5,0.5,97.22%,,9,1.5,2.5,4.5,0,0,0,0.5
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,35.5,7,83.53%,,18.5,7.5,5,4.5,2.5,1.5,1,2
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59,47.5,11.5,80.51%,,6,6,15,20.5,4.5,2.5,1,3.5
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48.5,40.5,8,83.51%,,11,9,8,12.5,2.5,3,2,0.5
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,20,6,76.92%,,5,4,5,6,1,1,3,1
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,39,33,6,84.62%,,14,6,6,7,4,1,0,1
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,3,2,3,4,0,2.5,1,1.5
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,51.5,50,1.5,97.09%,,27.5,3.5,9,10,0,1,0,0.5
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3,3,0,100.00%,,3,0,0,0,0,0,0,0
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,35,4,89.74%,,23,7,1,4,2,0,1,1
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,45,3,93.75%,,30,2,5,8,3,0,0,0
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,16,14,53.33%,,7,1,3,5,4,5,1,4
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,14,8.5,62.22%,,7,2,2.5,2.5,0,2.5,2.5,3.5
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,28,26.5,1.5,94.64%,,18.5,2,2.5,3.5,0,0,0,1.5
E18000007,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,12,8.5,58.54%,,6,1,2.5,2.5,3.5,1,0.5,3.5
E18000010,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,41,9,82.00%,,24,4,3,10,4,2,2.5,0.5
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,37,1.5,96.10%,,22.5,4,3,7.5,1.5,0,0,0
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15.5,2,88.57%,,9,2,2,2.5,0,1,0,1
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,11,6.5,62.86%,,2,1,1,7,0.5,0,2,4
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,53,5,91.38%,,17.5,7,9,19.5,0.5,3,1,0.5
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,7,1,3,4,2.5,0,0,1
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,46,42,4,91.30%,,19,11,7,5,0,1,0,3
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,45,2,95.74%,,19,12,6,8,2,0,0,0
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,30,7.5,80.00%,,9,3,10.5,7.5,1,1.5,3.5,1.5
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,7,1.5,82.35%,,2,1,0.5,3.5,0.5,0.5,0.5,0
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,23,4,85.19%,,10,3,3,7,1,1,1,1
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,26,6,81.25%,,10,4,3,9,3,0.5,0.5,2
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,29,3.5,89.23%,,19,2.5,2.5,5,0,1,1,1.5
E18000007,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,5.5,2,5,7,0,0,1,1.5
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,18,17.5,0.5,97.22%,,9,2,2.5,4,0,0.5,0,0
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,16,1,94.12%,,4,2,3.5,6.5,0.5,0.5,0,0
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,14.5,5,74.36%,,1,4,3.5,6,1.5,1,2,0.5
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,13,5,5.5,7,1.5,0.5,0.5,0.5
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,16,6.5,71.11%,,9,0,5,2,4,1,0,1.5
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62,38.5,23.5,62.10%,,2,4,11,21.5,10,6.5,4,3
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,24,14,63.16%,,3,1.5,5,14.5,6.5,2.5,1.5,3.5
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,28,5.5,83.58%,,14,3,5,6,1,0,0,4.5
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,5.5,4,3,2.5,0.5,1,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,85,77,8,90.59%,,59,5.5,3,9.5,1.5,2.5,1,3
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,21.5,0,100.00%,,9.5,5,4,3,0,0,0,0
