62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: April 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,37.5,32,5.5,85.33%,,2,9,11,10,3.5,1,0.5,0.5
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,34,28.5,5.5,83.82%,,2.5,4,13,9,2.5,2,0,1
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,81.5,72,9.5,88.34%,,19,13,18.5,21.5,5,2,1.5,1
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,5,1,2.5,3,0,0.5,1,0.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,67.5,58.5,9,86.67%,,24,7,12.5,15,1.5,1.5,1.5,4.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,63.5,48.5,15,76.38%,,8,3.5,10.5,26.5,3,3.5,4.5,4
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,38,37,1,97.37%,,7.5,6,13.5,10,0,1,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,41.5,32.5,9,78.31%,,15,3,7,7.5,3,2,1.5,2.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,27,23,4,85.19%,,14.5,3,3,2.5,1.5,1.5,0,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,101.5,88,13.5,86.70%,,17.5,18,21,31.5,3.5,5.5,3,1.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0.5,0.5,0.5,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,35.5,31,4.5,87.32%,,17,4,6,4,1,1,1.5,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,8.5,8.5,0,100.00%,,5,0.5,1.5,1.5,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,3.5,1.5,2,42.86%,,0.5,0.5,0.5,0,1,1,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7110.5,5850.5,1260,82.28%,,1564,802,1279,2205.5,429,336,205,290
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15,2,88.24%,,4,0,5.5,5.5,1,0,0,1
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,15.5,0.5,96.88%,,7,2,1,5.5,0,0.5,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,29,0.5,98.31%,,16,3,3,7,0,0.5,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,53.5,34,19.5,63.55%,,9,4,9,12,3,7.5,4,5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,7,1,1,2.5,1.5,0,0,0.5
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,34,30.5,3.5,89.71%,,12,3,7,8.5,1,1.5,1,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,14.5,10,59.18%,,6,2,3,3.5,5,0,1,4
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,19,17,2,89.47%,,8,1,4,4,0,1,0,1
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,25,1,96.15%,,6,3.5,10,5.5,0.5,0.5,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,24,0,100.00%,,14.5,2.5,3.5,3.5,0,0,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,26,3,89.66%,,15,2,3,6,0,1.5,0,1.5
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,59.5,49,10.5,82.35%,,29,4.5,4,11.5,2,3.5,2.5,2.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,4,1,7,6,0.5,0,1.5,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,14,1,93.33%,,8,3,0,3,0.5,0.5,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,24.5,2,92.45%,,6,4,8.5,6,1.5,0.5,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,54,6,90.00%,,21,8,9.5,15.5,2.5,0.5,2.5,0.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,19,5.5,77.55%,,6,1,4.5,7.5,2,2.5,0,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,10.5,2.5,80.77%,,5,3,2,0.5,1.5,0,1,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26,4.5,85.25%,,8,6,5.5,6.5,1.5,0,0.5,2.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,34,8.5,80.00%,,9,3.5,6,15.5,3,1,2.5,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,25.5,11.5,68.92%,,6,3,7.5,9,2,4,5.5,0
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,20,0.5,97.56%,,7,3,5.5,4.5,0.5,0,0,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,18,3.5,83.72%,,4,4,2,8,0,3,0,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,23.5,2,92.16%,,8,9.5,4.5,1.5,0.5,0,1,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,10.5,9,1.5,85.71%,,3,1,1,4,0,1,0,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,22,7.5,74.58%,,4,2,5,11,2.5,2.5,1,1.5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,29.5,2.5,92.19%,,19,2,5,3.5,0.5,1.5,0.5,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,16.5,4.5,78.57%,,7,2,3,4.5,2,0,0,2.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,57,49,8,85.96%,,15.5,5,15,13.5,3,1,0.5,3.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,9.5,2,82.61%,,2,1,3,3.5,1,1,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,28,7,80.00%,,13,3,3.5,8.5,4,1,1.5,0.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,39.5,1.5,96.34%,,20,7,6,6.5,0.5,1,0,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,36,22,14,61.11%,,10,2.5,4,5.5,8,3.5,0,2.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26,22.5,3.5,86.54%,,12,2,5,3.5,1.5,2,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,33.5,8,80.72%,,13,7.5,3.5,9.5,3,3.5,1,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,14.5,2.5,85.29%,,8,1,3,2.5,2,0,0.5,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8.5,7.5,1,88.24%,,0,1,2.5,4,0,0,1,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,71.5,53,18.5,74.13%,,29,7,6.5,10.5,3,5,5,5.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,3,1,2,4,0.5,1.5,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,27,9,75.00%,,10,3.5,6,7.5,2.5,1.5,2.5,2.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,35.5,3.5,91.03%,,22,3,6,4.5,0.5,0,0,3
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,19,0.5,97.44%,,13,1,2,3,0.5,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,51.5,4.5,91.96%,,17,7,11,16.5,2,0,2.5,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,9,1,3,4,0,0,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,6.5,0.5,92.86%,,5.5,0,1,0,0,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,39.5,3.5,91.86%,,16,4,4.5,15,3.5,0,0,0
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,21.5,6,78.18%,,8,2,2,9.5,1.5,1.5,2,1
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37,35,2,94.59%,,20,2,6,7,1,1,0,0
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,20.5,7,74.55%,,8.5,4,4,4,1,3,1,2
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,13.5,1.5,90.00%,,6,1,4,2.5,0.5,1,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,26,2,92.86%,,13,3,3,7,0,0,1,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,18,6.5,73.47%,,8,4.5,2.5,3,4,2,0.5,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,25,1.5,94.34%,,17,1,3,4,0,0,0,1.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,25,9.5,72.46%,,6,2,6,11,3,3.5,2,1
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46,37.5,8.5,81.52%,,5,7,8,17.5,1.5,3,2.5,1.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,23,7.5,75.41%,,6,3,6.5,7.5,2,2.5,1,2
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,1,0,0,0.5,1,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0.5,0,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,15.5,6.5,70.45%,,4,1,4,6.5,1.5,0.5,2,2.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,14.5,3,82.86%,,3,3,3.5,5,2,0,0,1
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,46,33,13,71.74%,,15,3,9.5,5.5,2,2,3.5,5.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,24,1.5,94.12%,,9,3,8,4,0,1,0,0.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,9,3,5.5,6,0.5,0,0,0.5
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,36.5,9,80.22%,,20,1,6.5,9,2,3,1,3
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,6,2,4,11,0,0.5,0.5,2
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,26.5,4,86.89%,,9,3,7.5,7,0,0.5,2,1.5
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58.5,50,8.5,85.47%,,20,3,11,16,3.5,2,2,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,35,3.5,90.91%,,14,4,8,9,2.5,1,0,0
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,18,2,90.00%,,4,4,5,5,0,1,1,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,8.5,5.5,3,64.71%,,0.5,1,2,2,1.5,0,0.5,1
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,6,4,3,5.5,0.5,0,0.5,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,43,28.5,14.5,66.28%,,13,5,5.5,5,7,4.5,2,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,7,0,2,4.5,0.5,0,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,37.5,5.5,87.21%,,8,7,7.5,15,2.5,1,2,0
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24.5,2.5,90.74%,,17,3,1,3.5,0,1,0,1.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,34,8.5,80.00%,,11,3,7,13,3,3,0,2.5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,72.5,51,21.5,70.34%,,11,7,14,19,6,4.5,7.5,3.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,51,41.5,9.5,81.37%,,18,4.5,6.5,12.5,4,4.5,0,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,32.5,6,84.42%,,11,3,9,9.5,0.5,3,1.5,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55,46,9,83.64%,,28,7,8,3,3,3,3,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12.5,1.5,89.29%,,3,0,2,7.5,0,0,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,63,47.5,15.5,75.40%,,19.5,3.5,16,8.5,4.5,5,2,4
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,1,0,0,0,0,0.5,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,42,8,84.00%,,21,4,10,7,4,3,0,1
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,33,4,89.19%,,19,3,2,9,3,1,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,34,8.5,80.00%,,11,2,9.5,11.5,2.5,1,3,2
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,29,4.5,86.57%,,12.5,5,5,6.5,3,0.5,0.5,0.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,23,1.5,93.88%,,15,3,4.5,0.5,1,0.5,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,19,7,73.08%,,8,0.5,2.5,8,2,2.5,0,2.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,43.5,4,91.58%,,27,4,5,7.5,1,3,0,0
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,41.5,2,95.40%,,30,5.5,1,5,0.5,1,0,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,20.5,4,83.67%,,8,3.5,4,5,2,2,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26,21.5,4.5,82.69%,,7,1,4,9.5,2,0,0.5,2
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58.5,47,11.5,80.34%,,19,3,10.5,14.5,3.5,4,2,2
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,17.5,2.5,87.50%,,6,2,1.5,8,1,1,0,0.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,48.5,42,6.5,86.60%,,16,6,8,12,2,1,1,2.5
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,23.5,3.5,87.04%,,8,4,5,6.5,1.5,1,0.5,0.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,3.5,3.5,0,100.00%,,1,0,0,2.5,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,16.5,4.5,78.57%,,6.5,4,6,0,1.5,1.5,0.5,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,21.5,9.5,69.35%,,9,3,3.5,6,5,1,1,2.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,12,1,2.5,3.5,1,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,15.5,3.5,81.58%,,8,1,2.5,4,1,1,0.5,1
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,21.5,4,84.31%,,7,1.5,6,7,1.5,0.5,0,2
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,19,4,82.61%,,5,2,3.5,8.5,4,0,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,30,26.5,3.5,88.33%,,6,4,10,6.5,0.5,0.5,1.5,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,28.5,3,90.48%,,12,3,4.5,9,1.5,1,0,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,19.5,7.5,72.22%,,10,2,5.5,2,3,2,0,2.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64.5,42,22.5,65.12%,,2.5,3,8.5,28,11.5,7.5,1,2.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,19.5,12.5,60.94%,,2.5,1,5.5,10.5,6,1.5,1,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,36,4,90.00%,,12,2,8,14,2.5,1,0.5,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,15.5,1.5,91.18%,,3.5,6,4.5,1.5,0.5,0,0,1
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,50.5,7,87.83%,,32,4.5,3,11,1,1,2,3
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,19.5,0,100.00%,,7,2,6.5,4,0,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,27.5,24,3.5,87.27%,,11,0,3.5,9.5,1,1,0.5,1
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,8,0,1,2,1,0.5,1,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,29,1,96.67%,,8,5,7,9,0,0,1,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,11.5,4,74.19%,,5,1.5,0,5,1.5,1,0,1.5
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,30,3.5,89.55%,,13,2,3,12,2,0,1,0.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,4,3,1,75.00%,,2,1,0,0,0,1,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,48,1.5,96.97%,,21,8,16,3,0,1.5,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,65,52.5,12.5,80.77%,,29,6,4,13.5,5.5,4,1,2
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,9,6.5,2.5,72.22%,,0.5,2,1.5,2.5,1,0,0,1.5
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,6,3,3,7.5,1,1,1,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,84,75,9,89.29%,,28,13.5,16,17.5,3.5,2.5,3,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,33,9,78.57%,,12.5,3,3,14.5,3,1.5,2.5,2
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,16.5,5.5,75.00%,,3,0,4,9.5,2,1.5,1,1
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,42,32.5,9.5,77.38%,,14,4,7.5,7,5,1,1.5,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,88.5,70,18.5,79.10%,,29,12,17,12,10.5,2,3,3
