62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: January 2017,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,42,34,8,80.95%,,11,1.5,7,14.5,7,0.5,0.5,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,82.5,72.5,10,87.88%,,19.5,10,12.5,30.5,4.5,1.5,0.5,3.5
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,17.5,14.5,3,82.86%,,4,4,4,2.5,0,1,0,2
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,47,37,10,78.72%,,9,6.5,8,13.5,2,1,3.5,3.5
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,78.5,45.5,33,57.96%,,7,4,13,21.5,7,6.5,8.5,11
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,31,29,2,93.55%,,8.5,6,10.5,4,0,2,0,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,37,29,8,78.38%,,12.5,5.5,2.5,8.5,3.5,2,2,0.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,31.5,28.5,3,90.48%,,13,3,5.5,7,2,0,0.5,0.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,91.5,73.5,18,80.33%,,20,8,18,27.5,4.5,5.5,6.5,1.5
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,33,27,6,81.82%,,5.5,10,2.5,9,1,3,1,1
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,5,5,0,100.00%,,3,0,1,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,0,0,0.5,1,0,0,0,0
,NYT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0.5,0,0.5,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7399,5845,1554,79.00%,,1518,764,1261,2302,520,402,265,367
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,6,4.5,3,4.5,0.5,0.5,0,2
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,19,2.5,88.37%,,9,2,3,5,1.5,1,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,24.5,2,92.45%,,10.5,4,4.5,5.5,1.5,0.5,0,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,55.5,27.5,28,49.55%,,6.5,4,3,14,4,3,8,13
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,14,0.5,96.55%,,8,3,2,1,0.5,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,44,37.5,6.5,85.23%,,9.5,4,7,17,1,3.5,2,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,31,11.5,72.94%,,18,1,2,10,6.5,1.5,1,2.5
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,17,13,4,76.47%,,4,2,1,6,2,1.5,0.5,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,13.5,6,69.23%,,5,0.5,2,6,0.5,3.5,2,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,23.5,0.5,97.92%,,11,2,3.5,7,0,0,0.5,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,23,5.5,80.70%,,12,0,7.5,3.5,3.5,1.5,0,0.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,0,1,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,72.5,54,18.5,74.48%,,29,5,8,12,5.5,7,3,3
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,7,0,3,2,0.5,1,2.5,1
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,7,2,2,1,0,0,0.5,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,25,3,89.29%,,10,1,4.5,9.5,0.5,2.5,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56.5,48.5,8,85.84%,,28,6,5.5,9,1.5,3,2,1.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,11,5,68.75%,,0,1,1,9,2,2,0,1
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,3,4,5,4.5,1,0,0,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,16,6,72.73%,,6,1.5,4,4.5,2.5,2,0.5,1
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,29.5,5,85.51%,,12,2,8,7.5,1.5,2,1,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,21,15.5,57.53%,,5,2,5,9,7,1.5,2,5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,24,4,85.71%,,9,5.5,1,8.5,0,1,0.5,2.5
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,22.5,2.5,90.00%,,2,2,8,10.5,1,0.5,0.5,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,7,3,2,5,0,0.5,0,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,11,1.5,88.00%,,1,0,1,9,0,0,1,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,28,5.5,83.58%,,6,3,7,12,0,1,2.5,2
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,21,5,80.77%,,7,2,6.5,5.5,3.5,1,0,0.5
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24,3,88.89%,,8,3,4,9,0.5,2,0,0.5
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,64,40.5,23.5,63.28%,,17.5,6,5,12,6.5,3.5,3,10.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,18,5.5,76.60%,,7,3.5,1.5,6,2.5,0.5,2.5,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,37.5,21.5,63.56%,,13,1,7,16.5,8.5,5.5,3.5,4
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,36,5,87.80%,,16,5.5,5,9.5,1,0,4,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,49.5,34.5,15,69.70%,,13,2,5.5,14,3,3,3,6
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,15,14,1,93.33%,,3,3,5,3,0,0,1,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,42.5,4.5,90.43%,,10,3,9,20.5,3,1,0,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,11,3.5,2.5,2.5,2,1,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,12,3.5,77.42%,,4,1,4,3,2,0,0,1.5
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,41,17,70.69%,,17,6,5,13,5.5,2,0,9.5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,6,2,6,4,2,0,0,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,33,9,78.57%,,4,7.5,9,12.5,0.5,3.5,1.5,3.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,39.5,5.5,87.78%,,19,1,12.5,7,1,2.5,1,1
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,16,1.5,91.43%,,10,3,0,3,0,0,1,0.5
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,28,3.5,88.89%,,4,4,9,11,0,2,0,1.5
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,13,2,3,3,1,0,1,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,10.5,0.5,95.45%,,7,0,2,1.5,0,0.5,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,50.5,36.5,14,72.28%,,9,1,11,15.5,2.5,3.5,2.5,5.5
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,15,5.5,73.17%,,4,2,3,6,1.5,2,0,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,42.5,39.5,3,92.94%,,16,8,10,5.5,2,0,0,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,22,20,2,90.91%,,13,1,4,2,0,2,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,13.5,2,87.10%,,5,2,4,2.5,1.5,0,0.5,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,12,3.5,77.42%,,5,3,3,1,0,2,0.5,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,24.5,1,96.08%,,4,5,6,9.5,0,1,0,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,9,1.5,4,4,0,1,0,0.5
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,30.5,12.5,70.93%,,8,5,7,10.5,2.5,6,3.5,0.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57,39,18,68.42%,,4.5,3.5,10.5,20.5,8.5,3.5,4.5,1.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,17,11.5,5.5,67.65%,,6,2.5,2,1,1.5,1.5,1.5,1
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4.5,4,0.5,88.89%,,2.5,0.5,0.5,0.5,0,0.5,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0,0.5,0.5,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,25.5,3.5,87.93%,,5,2,3,15.5,1.5,0,1,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,32,1.5,95.52%,,15,2,6,9,1,0,0,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,46,36.5,9.5,79.35%,,11,2,10,13.5,1.5,0.5,1,6.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,21.5,0.5,97.73%,,5,8,5,3.5,0,0,0.5,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,14.5,3.5,3.5,4.5,0,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,23.5,4,85.45%,,8,5,9,1.5,1.5,1.5,0,1
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41.5,33,8.5,79.52%,,12.5,1.5,8,11,5.5,0,1.5,1.5
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,23.5,3.5,87.04%,,13,2,1,7.5,1,2.5,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,31.5,20.5,60.58%,,12,2,6,11.5,7.5,6,2.5,4.5
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,53,46.5,6.5,87.74%,,15.5,7,8.5,15.5,1.5,2.5,1,1.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23,19,4,82.61%,,5,3,4,7,1,0,2,1
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,15,13,2,86.67%,,2,4,2,5,0.5,1.5,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,11.5,1.5,88.46%,,3.5,1,4.5,2.5,1.5,0,0,0
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,37.5,32,5.5,85.33%,,8,7,6,11,1,1.5,1.5,1.5
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,6,2,4,4.5,0,2,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,20.5,9,69.49%,,5,1,5,9.5,2.5,1.5,2.5,2.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,7.5,2.5,3,6.5,0.5,1,0,1
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,53.5,41.5,12,77.57%,,21,4.5,7.5,8.5,2.5,3,1.5,5
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68.5,39,29.5,56.93%,,4,3,7,25,13.5,10,3.5,2.5
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,38.5,7,84.62%,,11,6.5,8,13,4,1.5,0.5,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,6,1,2.5,9,1,1,0,1.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,71,62,9,87.32%,,37,10,5,10,4,3,1,1
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,11,3,78.57%,,2.5,3,0,5.5,2,0.5,0,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,66.5,57.5,9,86.47%,,23,2,10,22.5,5,2,1,1
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,1,2,0.5,0.5,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,48,7,87.27%,,23,6,8,11,1,3,1,2
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,18.5,1,94.87%,,9,2,3.5,4,0,0,0,1
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,29.5,9,76.62%,,9,2,5,13.5,4,2,0,3
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,37,8,82.22%,,8,6,8,15,2,2.5,1,2.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,21,2.5,89.36%,,13,3.5,0,4.5,0.5,0.5,0,1.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,20,6,76.92%,,1.5,4,1.5,13,2.5,1.5,0.5,1.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,38,10.5,78.35%,,23,1,5,9,7,1,1.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,40,3,93.02%,,27.5,4,3,5.5,1,0.5,1.5,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,13,4.5,74.29%,,4,2,2,5,2,0,1.5,1
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,17,17,0,100.00%,,3,0,7,7,0,0,0,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59.5,41,18.5,68.91%,,20.5,2.5,6.5,11.5,7,3,4.5,4
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16,2.5,86.49%,,6,2,3,5,1.5,0,0,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,63,55,8,87.30%,,21,12,7,15,4,0,2,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,22.5,4,84.91%,,9.5,2,6.5,4.5,1.5,1,0.5,1
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,1,0,0,1,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,15.5,3.5,81.58%,,8,2,2,3.5,1.5,0,1,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,24,6,80.00%,,6,1,5,12,3,1.5,1,0.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,10,1.5,86.96%,,3,2,2,3,0.5,0.5,0.5,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,17.5,2.5,87.50%,,7,1,4.5,5,0.5,1.5,0,0.5
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,27,22.5,4.5,83.33%,,12,3.5,3,4,1.5,1.5,0,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,5,1.5,2,6.5,1,0,1,0.5
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,34.5,29,5.5,84.06%,,9,3,7.5,9.5,2,1.5,1.5,0.5
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,11,3,3,2,0,0.5,0.5,0.5
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,21,8,72.41%,,5,1,6,9,2,3.5,1.5,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,64,45,19,70.31%,,3,2.5,12,27.5,8,4,4.5,2.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42.5,27,15.5,63.53%,,6,3,6,12,3,5,2,5.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22,1.5,93.62%,,12,1,3,6,0.5,1,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,25,3,89.29%,,7.5,4.5,8,5,0.5,0,0.5,2
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59.5,51,8.5,85.71%,,33.5,1,3.5,13,3,2.5,1,2
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,28,25,3,89.29%,,12,4,6,3,3,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,33.5,30.5,3,91.04%,,12,5,6,7.5,0,1,1,1
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,12,4,75.00%,,6.5,0,2,3.5,2.5,0,1,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,52,44.5,7.5,85.58%,,9,11,15,9.5,4.5,1.5,1,0.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,9.5,5,65.52%,,3,1.5,3.5,1.5,1,2,0,2
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,20,6.5,75.47%,,6,1,5,8,1.5,2,1,2
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,11,8,3,72.73%,,3,0,2,3,1,1,1,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55,51,4,92.73%,,29,6,6,10,2,1,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57,46,11,80.70%,,22,4,5,15,4,4,3,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,8.5,2.5,77.27%,,2,1,0,5.5,0.5,2,0,0
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,13,2.5,83.87%,,4,2,4,3,0.5,1,1,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,62.5,54,8.5,86.40%,,12.5,8,13.5,20,3,2,0.5,3
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,27,12,69.23%,,8,3,6,10,5.5,2,3,1.5
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,27,8,77.14%,,7,1,1,18,1,2.5,1.5,3
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,41,36.5,4.5,89.02%,,15,2,5,14.5,0,4,0,0.5
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,88.5,77,11.5,87.01%,,23,16,22,16,6,2,2,1.5
