31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
PERIOD: January 2017,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,91,86,5,94.51%,,86,1,2,1,1
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,367,367,0,100.00%,,367,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,390,380,10,97.44%,,380,4,3,0,3
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,322,316,6,98.14%,,316,4,1,0,1
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,265,254,11,95.85%,,254,6,2,1,2
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,RADIOTHERAPY,121,118,3,97.52%,,118,1,0,1,1
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,57,54,3,94.74%,,54,0,0,3,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,104,93,11,89.42%,,93,6,4,0,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,115,115,0,100.00%,,115,0,0,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,192,192,0,100.00%,,192,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,324,321,3,99.07%,,321,2,0,0,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,190,184,6,96.84%,,184,2,3,1,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,152,145,7,95.39%,,145,6,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,RADIOTHERAPY,107,102,5,95.33%,,102,4,1,0,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,RADIOTHERAPY,134,126,8,94.03%,,126,3,4,1,0
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,2,2,0,100.00%,,2,0,0,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,39,39,0,100.00%,,39,0,0,0,0
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,RADIOTHERAPY,8404,8083,321,96.18%,,8083,172,82,41,26
