62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
42309,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,84.5,75,9.5,88.76%,,22,9.5,13,30.5,3.5,1,2,3
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,25,18,7,72.00%,,8,0,3.5,6.5,2,3,0.5,1.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,46.5,43.5,3,93.55%,,23,4,6,10.5,0,2,0,1
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,98.5,77.5,21,78.68%,,12,12,21,32.5,5.5,5.5,1,9
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,23,19.5,3.5,84.78%,,4.5,2,8,5,1.5,1,0,1
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,10,4,5,11.5,2,0.5,0,2
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,30,26,4,86.67%,,10,4.5,4,7.5,1.5,1,0.5,1
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,73.5,57,16.5,77.55%,,17.5,10,10.5,19,4,5.5,1.5,5.5
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,34,26,8,76.47%,,4.5,6,8,7.5,1.5,3.5,1,2
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,7.5,7.5,0,100.00%,,4,0,3.5,0,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7258,6000,1258,82.67%,,1556,914,1356,2174,357,329,200,372
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,22.5,2,91.84%,,9,3,2,8.5,2,0,0,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,20.5,2.5,89.13%,,4,7,3.5,6,0,1,1.5,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,25,3.5,87.72%,,8,3,7.5,6.5,1,1.5,0.5,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,34,23,11,67.65%,,8,2,7,6,1,3,2,5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12,2,85.71%,,4,2,1,5,1.5,0.5,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,34.5,30,4.5,86.96%,,12,2.5,2,13.5,0.5,2,2,0
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,30.5,6,83.56%,,17,2,3,8.5,2,1,1,2
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,9,3,3.5,8,0,0,0,1
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,8,0,8,6,0,0,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,22.5,4,84.91%,,13,1.5,0.5,7.5,0,2,1.5,0.5
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,15,0,2,2,0,1,0,0.5
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,40.5,7.5,84.38%,,15.5,4.5,7,13.5,3,1.5,0,3
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27,26,1,96.30%,,8,6,5,7,0,1,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22,1.5,93.62%,,15,3,3,1,1,0.5,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,30.5,1,96.83%,,13.5,5,8,4,1,0,0,0
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,59.5,9.5,86.23%,,27,12.5,10,10,2,3.5,2,2
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17.5,15,2.5,85.71%,,6.5,3,2,3.5,0.5,1.5,0,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,11.5,1,92.00%,,7,0,2,2.5,0,0,0,1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,31,2,93.94%,,12,5,5.5,8.5,1,1,0,0
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,42,4.5,90.32%,,13.5,5,4,19.5,1,2.5,0.5,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,38,7.5,83.52%,,15,8,6,9,4.5,1,0,2
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,18,4.5,80.00%,,9,1,3.5,4.5,1,1.5,0,2
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19.5,3,86.67%,,5.5,2,3,9,1,1,0.5,0.5
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,17,15.5,1.5,91.18%,,4,2.5,3,6,0.5,0,0.5,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,10,1.5,86.96%,,2,6,1,1,1,0,0,0.5
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,22.5,7.5,75.00%,,8,3,5,6.5,1,1.5,0,5
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,30.5,6.5,82.43%,,22,0,4,4.5,0.5,3,1,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,20.5,5.5,78.85%,,12,2,2,4.5,1.5,2,1,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,52,44,8,84.62%,,16,5.5,10.5,12,3.5,2.5,0.5,1.5
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,12,1.5,88.89%,,4,2,2,4,0.5,0,0,1
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,38.5,6.5,85.56%,,20,3,8,7.5,2,0,1,3.5
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,32.5,6,84.42%,,18,1.5,6,7,1,2,1,2
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,44,32.5,11.5,73.86%,,13.5,5.5,7,6.5,5,1,1,4.5
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,31.5,28,3.5,88.89%,,11,6.5,4.5,6,0,1.5,1.5,0.5
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35.5,29.5,6,83.10%,,13,5,7,4.5,0.5,1.5,3.5,0.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,10,3,2,4,1,0,0.5,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,9.5,7,2.5,73.68%,,3,1,1,2,0,1,1.5,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,53.5,14.5,78.68%,,35.5,4,8,6,3.5,2,2,7
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,23,2,92.00%,,11,3,3,6,0,0.5,0.5,1
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,30.5,12.5,70.93%,,14,6,5,5.5,5.5,2,1.5,3.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48,44.5,3.5,92.71%,,21,3,9.5,11,1,1,1,0.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,13,2,3,4,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,23,3,88.46%,,6,3,9,5,1,1,1,0
,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,14.5,2,87.88%,,6,1.5,3,4,1.5,0.5,0,0
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,0,0.5,0,4.5,0,0,0,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46,35.5,10.5,77.17%,,9,1,10,15.5,5,2,0.5,3
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,31,28.5,2.5,91.94%,,9,4,7,8.5,1,0.5,1,0
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,33.5,31.5,2,94.03%,,11,6,9,5.5,1,0,0,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,25.5,4,86.44%,,14.5,3.5,3.5,4,1,2,1,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11.5,10,1.5,86.96%,,5,1,2,2,0,0,0,1.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,23,2.5,90.20%,,11,3,5,4,0,0,1,1.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,28.5,4.5,86.36%,,6,6,6,10.5,3,0.5,0,1
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,9.5,1.5,86.36%,,6,3,0.5,0,0,1.5,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,30,9.5,75.95%,,11,3.5,8,7.5,2.5,2.5,1.5,3
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,63.5,57.5,6,90.55%,,23,10,10,14.5,1.5,1,2.5,1
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,19,14,5,73.68%,,4,3,2,5,1.5,1,0,2.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,2.5,1.5,62.50%,,2,0.5,0,0,1,0,0,0.5
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2.5,1.5,1,60.00%,,0,0,1,0.5,0.5,0,0,0.5
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,5,4,3,11.5,0,1,1,1
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,14,2,1,2,0,1.5,0,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,14,3.5,6.5,6.5,0,2,1,1.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53.5,49.5,4,92.52%,,19,15,11.5,4,2,2,0,0
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,40,1,97.56%,,19.5,8.5,7.5,4.5,1,0,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,22.5,18,4.5,80.00%,,6,5,2,5,2.5,0,2,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38,35.5,2.5,93.42%,,15,2,9,9.5,2,0,0,0.5
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,13,3.5,78.79%,,3,2,3,5,3,0.5,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49.5,36,13.5,72.73%,,16,6,4,10,6,5,1,1.5
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,34.5,12,74.19%,,18.5,4.5,2.5,9,4,3.5,1,3.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,15.5,10,60.78%,,4,1,4,6.5,3,5,0,2
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12.5,9,3.5,72.00%,,2,0,2,5,1,2,0,0.5
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,7,1.5,82.35%,,1,2,2.5,1.5,0,0,1,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,32.5,29,3.5,89.23%,,11,3,4,11,0,1.5,1,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18,16.5,1.5,91.67%,,7,3,3.5,3,1,0.5,0,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,20,2.5,88.89%,,7,3,2,8,0,0,0.5,2
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,19,3.5,84.44%,,9,1.5,3,5.5,2,1.5,0,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,46.5,40.5,6,87.10%,,17,7,7,9.5,1.5,0,1.5,3
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,61,53,8,86.89%,,14,6,11,22,2,3,3,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,54,49,5,90.74%,,22.5,5.5,12.5,8.5,2,2,0.5,0.5
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,11,5,2.5,5,0.5,1,0,1.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,50.5,44,6.5,87.13%,,17,9,5,13,0,2,1.5,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,10,2.5,80.00%,,3,2.5,3,1.5,0.5,2,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,68,59,9,86.76%,,19.5,7,14,18.5,3,3,1,2
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,1,1,0,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,30,11.5,72.29%,,5,3,10.5,11.5,5.5,2.5,2,1.5
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49,49,0,100.00%,,42,2,3,2,0,0,0,0
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,38,11,77.55%,,12,11,2.5,12.5,4,3.5,2,1.5
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,22,11,66.67%,,8,2.5,7.5,4,3,1.5,4,2.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,10,4,4.5,0.5,0.5,0,0.5,0.5
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,20.5,9,69.49%,,7,2,3.5,8,2.5,0.5,2.5,3.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51.5,45,6.5,87.38%,,22,5,9,9,1,2,2.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,22,0.5,97.78%,,13,5,1,3,0.5,0,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,10,3,76.92%,,4,4,1,1,2,1,0,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,3,3,6,7,0.5,0,0.5,0
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,56,45,11,80.36%,,13.5,8,9,14.5,4,4.5,0,2.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,28.5,3,90.48%,,16.5,3,4,5,0.5,0,1,1.5
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,40.5,3,93.10%,,20,7,6,7.5,1,1,1,0
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,28,3,90.32%,,16,7,4,1,1,1,0,1
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45.5,31.5,14,69.23%,,16,2,4.5,9,3,4,4,3
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,9.5,0.5,95.00%,,6,0,1,2.5,0,0,0,0.5
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,14,5,73.68%,,4,1,5.5,3.5,1.5,2,0.5,1
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,21,4,84.00%,,6,7,4,4,0,2,0,2
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20,18.5,1.5,92.50%,,13,0.5,2.5,2.5,0,0,0.5,1
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,12,0.5,96.00%,,5,0,1,6,0.5,0,0,0
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,25.5,4,86.44%,,12,6,3,4.5,1.5,1,0,1.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,25,2,92.59%,,11.5,3,3,7.5,1,0.5,0.5,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,11,2.5,81.48%,,3,2,2,4,1.5,0,1,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,14,5.5,2,0.5,0,0,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,24,9.5,71.64%,,14,3,2.5,4.5,2.5,3,1.5,2.5
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,32.5,14,69.89%,,1,2,8.5,21,4.5,6.5,2.5,0.5
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,22.5,17.5,56.25%,,3.5,2,3,14,6.5,4.5,1,5.5
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,7,0,8,8.5,2,0,1,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,16,0.5,96.97%,,7.5,2.5,2,4,0,0.5,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68.5,58,10.5,84.67%,,43,3.5,1,10.5,2,2,1.5,5
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,28.5,27,1.5,94.74%,,6,6,7,8,0,1,0,0.5
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,31.5,29.5,2,93.65%,,9,3,9,8.5,1,1,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,14.5,1.5,90.63%,,9.5,0,1.5,3.5,1,0,0,0.5
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,45,2,95.74%,,30,6.5,2,6.5,1,0,0,1
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,11.5,5,69.70%,,4,1,2,4.5,1,1.5,1.5,1
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,53,40,13,75.47%,,15,2,8,15,6,1.5,3,2.5
,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0,0,0,0.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7,6,1,85.71%,,2,2,0,2,1,0,0,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,70.5,60,10.5,85.11%,,37,4,5,14,2,1,1,6.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,12,6.5,64.86%,,5,2,2.5,2.5,2.5,0,1,3
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,6,0,3,6,0.5,0.5,0.5,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,61,5,92.42%,,21,7.5,20.5,12,3,1,1,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,32,7,82.05%,,16,3,6,7,3,1.5,1.5,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,17.5,4.5,79.55%,,3,2,1.5,11,1.5,0,1.5,1.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,29.5,24,5.5,81.36%,,8,3,4.5,8.5,2.5,1,1,1
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,60,47.5,12.5,79.17%,,14,8,12,13.5,5,3,1,3.5
