62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: November 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,112,98,14,87.50%,,25,20,24.5,28.5,2,4.5,1.5,6
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,20,16.5,3.5,82.50%,,6,3,2,5.5,3,0,0,0.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,60,56.5,3.5,94.17%,,24,3,5.5,24,1,0,0.5,2
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,72.5,56,16.5,77.24%,,18,4.5,11.5,22,1,3.5,4,8
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,35,32,3,91.43%,,6,5,12,9,0,2.5,0,0.5
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,25.5,18,7.5,70.59%,,6,3.5,3,5.5,2.5,2.5,0,2.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,40.5,37.5,3,92.59%,,9,12,8.5,8,1,0.5,0,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,87.5,67,20.5,76.57%,,13,11.5,13,29.5,4,7.5,5,4
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,0.5,0.5,50.00%,,0,0,0.5,0,0,0,0.5,0
,NDA,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,NQT,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,1.5,0,0,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,36.5,31.5,5,86.30%,,12,0.5,11,8,2,1,0,2
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0,1,0,0,0,0
,NWV,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,2,1.5,0.5,75.00%,,0,0.5,0,1,0,0,0,0.5
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,7931,6455,1476,81.39%,,1742,973,1402,2338,409,387,264,416
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,18.5,1,94.87%,,5,1.5,2,10,0,0.5,0.5,0
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13,1,92.86%,,8,3,0,2,1,0,0,0
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36.5,34,2.5,93.15%,,23,3,4,4,0,1.5,0.5,0.5
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,37,23,14,62.16%,,8,3,5,7,1,2,3,8
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,17,1.5,91.89%,,6,6,3.5,1.5,1.5,0,0,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,48,44,4,91.67%,,11,4,9,20,0,0,1,3
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,48.5,38.5,10,79.38%,,21.5,3,4,10,3.5,1.5,1,4
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,21.5,5,81.13%,,8,4,5.5,4,1.5,1,0.5,2
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,15,1.5,90.91%,,6,3.5,2,3.5,0.5,1,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,34,1,97.14%,,18,4.5,3.5,8,0.5,0.5,0,0
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,24.5,2.5,90.74%,,14,3,2.5,5,1,0,0,1.5
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52,38,14,73.08%,,25.5,3,1,8.5,4,6,1.5,2.5
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,21,18,3,85.71%,,9,3,4,2,1.5,1.5,0,0
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,10,5.5,64.52%,,5,2,3,0,2,3,0,0.5
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22.5,20.5,2,91.11%,,11,3,3.5,3,0.5,0.5,0.5,0.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,74.5,64.5,10,86.58%,,31.5,13,7.5,12.5,3.5,3,2,1.5
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,12.5,3,80.65%,,2.5,4,2.5,3.5,1.5,0.5,0.5,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,12,5,70.59%,,3.5,4,1.5,3,0.5,1,1,2.5
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,25.5,4.5,85.00%,,11,4,4.5,6,1,0.5,1,2
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,32.5,1.5,95.59%,,12,5,4.5,11,1,0,0,0.5
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,50,39.5,10.5,79.00%,,10,8,6,15.5,3.5,4,1,2
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,20.5,6.5,75.93%,,11.5,3,2,4,3,1,2.5,0
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,21.5,4.5,82.69%,,11,2,1.5,7,0,1.5,0,3
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,22,3.5,86.27%,,10,4,3.5,4.5,2,1,0,0.5
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,13.5,13.5,0,100.00%,,7,0,4,2.5,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,32,14,69.57%,,12,2,5,13,5,4,1,4
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,33,5.5,85.71%,,15,3,7.5,7.5,2.5,0.5,0.5,2
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,11,1,1.5,3.5,1,1.5,0,0
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,89,66,23,74.16%,,35.5,6,10,14.5,9,4,3,7
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,11.5,10,1.5,86.96%,,4,2.5,2,1.5,0.5,1,0,0
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,49,18,73.13%,,20,5.5,11,12.5,5,3,0,10
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,35.5,1,97.26%,,21,4,6,4.5,0,0,1,0
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,41.5,32.5,9,78.31%,,9.5,7,1,15,3.5,2,0.5,3
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26,24.5,1.5,94.23%,,13,2,4.5,5,0,0,0.5,1
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51.5,43.5,8,84.47%,,20.5,8.5,7,7.5,2,3,0,3
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,13.5,2.5,84.38%,,10,1,2.5,0,0,2.5,0,0
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,12,10,2,83.33%,,1,1,3,5,1,1,0,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,80.5,64,16.5,79.50%,,31,7,13,13,3,0.5,2,11
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10.5,9,1.5,85.71%,,3,2,3,1,0.5,0,1,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,31,12.5,71.26%,,11,5.5,7,7.5,5,4,0.5,3
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,29.5,8.5,77.63%,,18,2,2,7.5,5,1,1,1.5
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,22.5,3,3,2.5,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,24.5,5.5,81.67%,,12,5,3,4.5,4.5,0,0,1
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18,14.5,3.5,80.56%,,9,1,1.5,3,0,1,2,0.5
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,12,2.5,82.76%,,5,2,2,3,1,0.5,0,1
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,51.5,35,16.5,67.96%,,16,4,8,7,5,5.5,5,1
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,31.5,26.5,5,84.13%,,9,1.5,3.5,12.5,1.5,1,1,1.5
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,40,38,2,95.00%,,20,5,7,6,0,1,0,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,34,33.5,0.5,98.53%,,21,2,4,6.5,0.5,0,0,0
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,21.5,3.5,86.00%,,4.5,6,6,5,0,1,1,1.5
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,24.5,1.5,94.23%,,6,4,5,9.5,0,0,0.5,1
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,32.5,6.5,83.33%,,14,7,6,5.5,4,1,1.5,0
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,27,2,93.10%,,17.5,2,2,5.5,1.5,0,0.5,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,28.5,6.5,81.43%,,12,5.5,3,8,1,1,3,1.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57.5,41.5,16,72.17%,,9.5,2,7,23,3,3.5,4.5,5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,28,23.5,4.5,83.93%,,11,4.5,2,6,2,1,0,1.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,2.5,1,1,0.5,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,0,1,0.00%,,0,0,0,0,0,0,0,1
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,16.5,1,94.29%,,5.5,5.5,2.5,3,0,0.5,0,0.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,13.5,0.5,96.43%,,7,0,3.5,3,0,0,0.5,0
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,27,10,72.97%,,9,6.5,5,6.5,7.5,1,0.5,1
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,37.5,4.5,89.29%,,10,15,8,4.5,0,2,1.5,1
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37.5,35,2.5,93.33%,,18,3,8.5,5.5,0,1.5,0,1
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,27,3.5,88.52%,,5,8,6,8,1.5,2,0,0
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,55.5,45,10.5,81.08%,,7,2,6,30,3.5,1.5,2.5,3
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,25,4,86.21%,,15.5,2,4.5,3,0,0,2,2
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46.5,34.5,12,74.19%,,13.5,2,3,16,5.5,3.5,2,1
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,54.5,51,3.5,93.58%,,17.5,12.5,10.5,10.5,0,2,1,0.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,24,22,2,91.67%,,13,0,5,4,1,1,0,0
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,16.5,16.5,0,100.00%,,2,2,5,7.5,0,0,0,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28.5,27.5,1,96.49%,,16,4.5,5,2,0.5,0,0,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,38,31.5,6.5,82.89%,,12,9,4,6.5,3,0,2.5,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,16.5,3,84.62%,,9,1,1.5,5,1,1,1,0
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,25,5,83.33%,,7,4,3,11,3,1,0,1
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,36,3,92.31%,,14,5,3,14,0,0.5,2.5,0
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,50.5,43.5,7,86.14%,,20,6.5,9.5,7.5,3,1,0,3
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55.5,40,15.5,72.07%,,10,4,8,18,5,5.5,1,4
,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,1.5,0,100.00%,,1,0,0.5,0,0,0,0,0
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57,52,5,91.23%,,20.5,6.5,12.5,12.5,1.5,2,1.5,0
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,28,6,82.35%,,6,4,10,8,2,3,0.5,0.5
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,66,53,13,80.30%,,32,6,8,7,2,5,3,3
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,16,3,84.21%,,8,1,2.5,4.5,0,1.5,1,0.5
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,77,72.5,4.5,94.16%,,34,5,13,20.5,3.5,0,1,0
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,3,0,2,0,0,0,0,0
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,63.5,53.5,10,84.25%,,34.5,4,8,7,4.5,1.5,1,3
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,33,4,89.19%,,12,6,4,11,0,1,0,3
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,31.5,12,72.41%,,18,3,2.5,8,6,3,0,3
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,36,7,83.72%,,8.5,6,9.5,12,3,1,1.5,1.5
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,12,0,4,1.5,1,0.5,0,0.5
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,17,9,65.38%,,2,0.5,3,11.5,1.5,1,2,4.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,43,4,91.49%,,28,2,6,7,2,0.5,0.5,1
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41,39.5,1.5,96.34%,,30.5,2.5,4.5,2,1,0,0,0.5
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13.5,11.5,2,85.19%,,3,2,4,2.5,1,0,0.5,0.5
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,19.5,17,2.5,87.18%,,7.5,2,3,4.5,1,0,0,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,71,54,17,76.06%,,25.5,8.5,8.5,11.5,5,5.5,3.5,3
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,10.5,0.5,95.45%,,4.5,3,2,1,0.5,0,0,0
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,58,51.5,6.5,88.79%,,22,7,11.5,11,1,2.5,1,2
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38.5,22.5,16,58.44%,,6,9.5,2,5,0.5,2.5,2,11
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,7,0,100.00%,,2.5,1.5,1,2,0,0,0,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,18,1.5,92.31%,,7,3,2,6,1.5,0,0,0
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,24,8.5,73.85%,,12.5,0,6,5.5,2.5,3.5,1,1.5
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,25.5,21.5,4,84.31%,,5.5,4.5,6.5,5,3.5,0,0,0.5
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,14,1.5,90.32%,,8,0,1,5,0,0.5,1,0
,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,15.5,3,83.78%,,5,2.5,2,6,0.5,1.5,0.5,0.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,17.5,2,89.74%,,4.5,4,2.5,6.5,1.5,0.5,0,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,27,21.5,5.5,79.63%,,8,4,4.5,5,3,0,1.5,1
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,8,3.5,2.5,5,0,1,1,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,32,0.5,98.46%,,15,5,11,1,0,0.5,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,38.5,14.5,72.64%,,2.5,4,8.5,23.5,5.5,5.5,1.5,2
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,34,17,66.67%,,3.5,4,5,21.5,5.5,4.5,3,4
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,26.5,2.5,91.38%,,8,2,8,8.5,1.5,1,0,0
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,16,0,100.00%,,6,4,3,3,0,0,0,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,55.5,4.5,92.50%,,37.5,0.5,4.5,13,1,2,0.5,1
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,29,1.5,95.08%,,9,6,9.5,4.5,0.5,1,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,36,33,3,91.67%,,16,5,6,6,1.5,0,1,0.5
,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15,12.5,2.5,83.33%,,4.5,2.5,1,4.5,0,1.5,0,1
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,39.5,4.5,89.77%,,13,7,8,11.5,0,1,2,1.5
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,17,5,77.27%,,3.5,2,4,7.5,1.5,1.5,1,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,25,19.5,5.5,78.00%,,10,1,3,5.5,0.5,2,2,1
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,5.5,3.5,2,63.64%,,3.5,0,0,0,0,0,0,2
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,51,3,94.44%,,21,14,6,10,1,1,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,57,42,15,73.68%,,26,1,3,12,5,7,2,1
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,6.5,3.5,3,53.85%,,0,2,1.5,0,0,0,1,2
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23.5,22,1.5,93.62%,,8,2,5,7,0,0,0,1.5
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,54,15,78.26%,,18,8,9,19,8.5,2,2.5,2
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,49,40.5,8.5,82.65%,,16.5,5,8.5,10.5,3.5,2,1,2
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,20,9,68.97%,,4.5,1.5,4.5,9.5,1,2.5,2.5,3
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,44.5,41,3.5,92.13%,,17,5,3,16,0.5,2,1,0
