31-DAY WAIT FOR SECOND OR SUBSEQUENT TREATMENT: RADIOTHERAPY TREATMENTS,,,,,,,,,,,,,,
42583,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT FOR CANCER,,,PERCENTAGE,,NUMBER OF PEOPLE RECEIVING SECOND OR SUBSEQUENT TREATMENT,,,,
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,67,65,2,97.01%,,65,1,1,0,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,318,318,0,100.00%,,318,0,0,0,0
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,364,350,14,96.15%,,350,3,5,1,5
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,317,312,5,98.42%,,312,1,2,2,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,273,264,9,96.70%,,264,2,3,2,2
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,ALL CARE,RADIOTHERAPY,135,131,4,97.04%,,131,3,1,0,0
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,55,54,1,98.18%,,54,0,0,1,0
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,52,44,8,84.62%,,44,3,5,0,0
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,87,86,1,98.85%,,86,0,0,0,1
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,224,224,0,100.00%,,224,0,0,0,0
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,277,264,13,95.31%,,264,7,2,1,3
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,187,178,9,95.19%,,178,5,4,0,0
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,ALL CARE,RADIOTHERAPY,162,155,7,95.68%,,155,6,1,0,0
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ALL CARE,RADIOTHERAPY,129,105,24,81.40%,,105,18,5,1,0
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,ALL CARE,RADIOTHERAPY,139,133,6,95.68%,,133,5,1,0,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ALL CARE,RADIOTHERAPY,32,32,0,100.00%,,32,0,0,0,0
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ALL CARE,RADIOTHERAPY,1,1,0,100.00%,,1,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ALL CARE,RADIOTHERAPY,8133,7861,272,96.66%,,7861,138,87,27,20
