31-DAY (DIAGNOSIS TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,
PERIOD: August 2015,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,
Footnotes: See bottom of page,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 31 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
E18000007,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,94,93,1,98.94%,,93,1,0,0,0
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,59,0,100.00%,,59,0,0,0,0
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,36,0,0,0,0
E18000005,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,2,0,0,0,0
E18000002,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,37,0,100.00%,,37,0,0,0,0
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,85,84,1,98.82%,,84,0,1,0,0
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,35,0,100.00%,,35,0,0,0,0
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,84,81,3,96.43%,,81,1,1,0,1
E18000002,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,31,0,0,0,0
E18000007,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,7,0,100.00%,,7,0,0,0,0
E18000004,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,54,54,0,100.00%,,54,0,0,0,0
E18000001,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
E18000006,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,70,70,0,100.00%,,70,0,0,0,0
E18000002,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
E18000001,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,53,0,100.00%,,53,0,0,0,0
E18000007,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,24,23,1,95.83%,,23,0,1,0,0
E18000008,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
E18000004,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
E18000003,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
E18000010,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
E18000006,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,114,110,4,96.49%,,110,3,0,1,0
E18000002,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,24,24,0,100.00%,,24,0,0,0,0
E18000008,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,68,68,0,100.00%,,68,0,0,0,0
E18000002,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,41,41,0,100.00%,,41,0,0,0,0
E18000008,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,42,42,0,100.00%,,42,0,0,0,0
E18000007,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,27,27,0,100.00%,,27,0,0,0,0
E18000008,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
E18000001,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
E18000005,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,10,10,0,100.00%,,10,0,0,0,0
E18000010,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000010,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
E18000007,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,66,65,1,98.48%,,65,0,1,0,0
E18000009,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,57,1,98.28%,,57,0,0,1,0
E18000003,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
E18000005,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,93,93,0,100.00%,,93,0,0,0,0
E18000009,RD7,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
E18000006,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15,15,0,100.00%,,15,0,0,0,0
E18000007,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
E18000003,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,73,73,0,100.00%,,73,0,0,0,0
E18000007,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,49,47,2,95.92%,,47,1,0,0,1
E18000006,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,79,76,3,96.20%,,76,2,0,1,0
E18000009,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
E18000006,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,23,0,100.00%,,23,0,0,0,0
E18000004,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
E18000007,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,43,0,100.00%,,43,0,0,0,0
E18000007,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
E18000002,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,114,111,3,97.37%,,111,2,1,0,0
E18000003,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,152,151,1,99.34%,,151,1,0,0,0
E18000007,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
N/A,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,28,28,0,100.00%,,28,0,0,0,0
E18000006,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
E18000008,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,77,77,0,100.00%,,77,0,0,0,0
E18000008,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,37,1,97.37%,,37,0,1,0,0
E18000002,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,45,45,0,100.00%,,45,0,0,0,0
E18000006,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
E18000003,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,48,48,0,100.00%,,48,0,0,0,0
E18000009,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
E18000007,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000006,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,78,78,0,100.00%,,78,0,0,0,0
E18000010,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,50,49,1,98.00%,,49,0,0,0,1
E18000002,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,45,44,1,97.78%,,44,1,0,0,0
E18000007,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,39,39,0,100.00%,,39,0,0,0,0
E18000001,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,24,0,100.00%,,24,0,0,0,0
E18000004,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,52,51,1,98.08%,,51,1,0,0,0
E18000010,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,22,22,0,100.00%,,22,0,0,0,0
E18000003,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,60,60,0,100.00%,,60,0,0,0,0
E18000001,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,31,0,0,0,0
E18000004,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,85,84,1,98.82%,,84,1,0,0,0
E18000009,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,108,107,1,99.07%,,107,0,0,1,0
E18000006,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000002,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,49,49,0,100.00%,,49,0,0,0,0
E18000006,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,34,0,100.00%,,34,0,0,0,0
E18000010,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,67,67,0,100.00%,,67,0,0,0,0
E18000010,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,37,35,2,94.59%,,35,2,0,0,0
E18000009,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,105,105,0,100.00%,,105,0,0,0,0
E18000008,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,8,0,100.00%,,8,0,0,0,0
E18000009,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,67,66,1,98.51%,,66,0,1,0,0
E18000010,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,79,79,0,100.00%,,79,0,0,0,0
E18000010,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,59,58,1,98.31%,,58,0,1,0,0
E18000007,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
E18000002,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,47,47,0,100.00%,,47,0,0,0,0
E18000008,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,56,1,98.25%,,56,1,0,0,0
E18000010,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,78,78,0,100.00%,,78,0,0,0,0
E18000002,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,53,53,0,100.00%,,53,0,0,0,0
E18000010,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,33,1,97.06%,,33,1,0,0,0
E18000005,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
E18000003,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,1,0,0,0,0
E18000003,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,134,132,2,98.51%,,132,1,0,0,1
E18000004,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
E18000005,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,94,92,2,97.87%,,92,2,0,0,0
E18000010,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,76,74,2,97.37%,,74,0,1,1,0
E18000001,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,80,80,0,100.00%,,80,0,0,0,0
E18000001,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,13,0,100.00%,,13,0,0,0,0
E18000005,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
E18000006,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,58,58,0,100.00%,,58,0,0,0,0
E18000002,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,45,44,1,97.78%,,44,0,0,1,0
E18000007,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
E18000002,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
E18000002,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
E18000008,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,32,32,0,100.00%,,32,0,0,0,0
E18000002,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,38,38,0,100.00%,,38,0,0,0,0
E18000010,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,51,0,100.00%,,51,0,0,0,0
E18000002,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,230,229,1,99.57%,,229,0,0,1,0
E18000002,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,180,179,1,99.44%,,179,0,1,0,0
E18000005,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,44,44,0,100.00%,,44,0,0,0,0
E18000007,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,21,0,100.00%,,21,0,0,0,0
E18000001,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,151,151,0,100.00%,,151,0,0,0,0
E18000006,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,44,43,1,97.73%,,43,1,0,0,0
E18000006,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,54,54,0,100.00%,,54,0,0,0,0
E18000003,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,14,0,100.00%,,14,0,0,0,0
E18000010,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
E18000007,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,82,81,1,98.78%,,81,1,0,0,0
E18000005,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,75,75,0,100.00%,,75,0,0,0,0
E18000007,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
E18000004,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,121,119,2,98.35%,,119,2,0,0,0
E18000007,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43,41,2,95.35%,,41,1,1,0,0
E18000002,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,31,0,100.00%,,31,0,0,0,0
E18000009,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,137,136,1,99.27%,,136,0,1,0,0
E18000005,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,99,95,4,95.96%,,95,2,2,0,0
E18000010,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,40,0,100.00%,,40,0,0,0,0
E18000005,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,57,57,0,100.00%,,57,0,0,0,0
E18000004,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,153,149,4,97.39%,,149,1,2,1,0
E18000002,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,70,70,0,100.00%,,70,0,0,0,0
E18000005,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NON-ADMITTED,ALL CANCERS,91,90,1,98.90%,,90,1,0,0,0
E18000005,RBK,WALSALL HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,29,29,0,100.00%,,29,0,0,0,0
E18000002,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,4,4,0,100.00%,,4,0,0,0,0
E18000006,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,69,69,0,100.00%,,69,0,0,0,0
E18000007,RFW,WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,20,20,0,100.00%,,20,0,0,0,0
E18000006,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,26,0,100.00%,,26,0,0,0,0
E18000008,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,83,83,0,100.00%,,83,0,0,0,0
E18000010,RA3,WESTON AREA HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,11,11,0,100.00%,,11,0,0,0,0
E18000002,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
E18000005,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,72,72,0,100.00%,,72,0,0,0,0
E18000002,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,19,19,0,100.00%,,19,0,0,0,0
E18000005,RLQ,WYE VALLEY NHS TRUST,NON-ADMITTED,ALL CANCERS,18,18,0,100.00%,,18,0,0,0,0
E18000010,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,33,0,100.00%,,33,0,0,0,0
E18000003,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,69,69,0,100.00%,,69,0,0,0,0
N/A,NV3,INDEPENDENT ORGANISATION,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,NON-ADMITTED,ALL CANCERS,7479,7420,59,99.21%,,7420,30,16,8,5
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PART C:ALL CARE,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE TREATED WITHIN 31 DAYS,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,
ONS AREA ID (1),ODS CODE (2),PROVIDER,CARE SETTING (3),CANCER TYPE (4),TOTAL,WITHIN 31 DAYS,AFTER 31 DAYS,,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,AFTER 62 DAYS
E18000002,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,118,118,0,100.00%,,118,0,0,0,0
E18000003,RCF,AIREDALE NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,77,77,0,100.00%,,77,0,0,0,0
E18000002,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,6,6,0,100.00%,,6,0,0,0,0
E18000008,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,91,2,97.85%,,91,0,1,0,1
E18000007,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",ALL CARE,ALL CANCERS,167,164,3,98.20%,,164,2,1,0,0
E18000003,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,66,66,0,100.00%,,66,0,0,0,0
E18000007,R1H,BARTS HEALTH NHS TRUST,ALL CARE,ALL CANCERS,215,206,9,95.81%,,206,5,2,2,0
E18000006,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,102,101,1,99.02%,,101,1,0,0,0
E18000006,RC1,BEDFORD HOSPITAL NHS TRUST,ALL CARE,ALL CANCERS,97,97,0,100.00%,,97,0,0,0,0
E18000005,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,10,10,0,100.00%,,10,0,0,0,0
E18000005,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0
E18000002,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,171,171,0,100.00%,,171,0,0,0,0
E18000002,RMC,BOLTON NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,93,93,0,100.00%,,93,0,0,0,0
E18000003,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,144,141,3,97.92%,,141,2,1,0,0
E18000008,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ALL CARE,ALL CANCERS,194,188,6,96.91%,,188,1,2,2,1
E18000009,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,ALL CARE,ALL CANCERS,134,132,2,98.51%,,132,2,0,0,0
E18000005,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,75,73,2,97.33%,,73,1,0,0,1
E18000003,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,90,90,0,100.00%,,90,0,0,0,0
E18000006,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ALL CARE,ALL CANCERS,208,198,10,95.19%,,198,6,2,1,1
