62-DAY (URGENT GP REFERRAL TO TREATMENT) WAIT FOR FIRST TREATMENT: ALL CANCERS,,,,,,,,,,,,,,,,,
PERIOD: February 2016,,,,,,,,,,,,,,,,,
"BASIS: PROVIDER BASED INCLUDING WELSH CROSS-BORDER PATIENTS AND ""UNKNOWNS""",,,,,,,,,,,,,,,,,
DEFINITIONS: AMD 23/2011,,,,,,,,,,,,,,,,,
NOTE: THE NHS CANCER PLAN ALL CANCER 62-DAY REFERRAL TO TREATMENT STANDARD DATASET INCLUDES THOSE PATIENTS SEPARATELY IDENTIFIED IN THE 31-DAY REFERRAL TO TREATMENT STANDARD FOR RARE CANCERS.,,,,,,,,,,,,,,,,,
Footnotes: See Cover page,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART A: ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,74,65.5,8.5,88.51%,,20.5,10.5,17,17.5,2.5,5,0,1
,RA3,WESTON AREA HEALTH NHS TRUST,ADMITTED,ALL CANCERS,18.5,10,8.5,54.05%,,3.5,3.5,2,1,1,2.5,1.5,3.5
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,52,48,4,92.31%,,27,3,7,11,1.5,2,0.5,0
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,ADMITTED,ALL CANCERS,54.5,43.5,11,79.82%,,11.5,7,9.5,15.5,4,3,3,1
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",ADMITTED,ALL CANCERS,22,19.5,2.5,88.64%,,2,2,6,9.5,0.5,1.5,0.5,0
,RLQ,WYE VALLEY NHS TRUST,ADMITTED,ALL CANCERS,34,29,5,85.29%,,18,4,2.5,4.5,3,0,0.5,1.5
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,23,17.5,5.5,76.09%,,9,3,2.5,3,1,2,1,1.5
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ADMITTED,ALL CANCERS,64.5,50,14.5,77.52%,,15.5,6,9.5,19,3,4.5,7,0
,AQK,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0.5,0,0,0,0,0
,NV3,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,35.5,27,8.5,76.06%,,13.5,8.5,3,2,2.5,2.5,1.5,2
,NVM,INDEPENDENT ORGANISATION,ADMITTED,ALL CANCERS,5,5,0,100.00%,,4,0,1,0,0,0,0,0
,RFW,DISCONTINUED ORGANISATION,ADMITTED,ALL CANCERS,0.5,0,0.5,0.00%,,0,0,0,0,0.5,0,0,0
,,,,,,,,,,,,,,,,,
,,ALL ENGLISH PROVIDERS,ADMITTED,ALL CANCERS,6924,5552,1372,80.18%,,1724,843,1054,1931,392,399,244,337
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PART B:NON ADMITTED CARE,,,,,,,,,,,,,,,,,
,,,,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,PERCENTAGE ,,NUMBER OF PEOPLE RECEIVING FIRST TREATMENT FOR CANCER,,,,,,,
,ODS CODE (1),ACCOUNTABLE PROVIDER (4) (5),CARE SETTING (2),CANCER TYPE,TOTAL,WITHIN 62 DAYS,AFTER 62 DAYS,TREATED WITHIN 62 DAYS,,WITHIN 31 DAYS,32 TO 38 DAYS,39 TO 48 DAYS,49 TO 62 DAYS,63 TO 76 DAYS,77 TO 90 DAYS,91 TO 104 DAYS ,AFTER 104 DAYS
,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16.5,11,5.5,66.67%,,6,0,2,3,1.5,0.5,2,1.5
,RCF,AIREDALE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,11,10,1,90.91%,,4,3,0,3,0,0,0,1
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,24.5,6,80.33%,,17,0,4.5,3,4,1,1,0
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NON-ADMITTED,ALL CANCERS,53,31,22,58.49%,,15,5,3,8,3,12.5,1.5,5
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,17,16.5,0.5,97.06%,,11,2,0,3.5,0,0,0.5,0
,R1H,BARTS HEALTH NHS TRUST,NON-ADMITTED,ALL CANCERS,27.5,26.5,1,96.36%,,8.5,3.5,4.5,10,0,0.5,0,0.5
,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,26,9,74.29%,,13,1,5.5,6.5,6,0,2,1
,RC1,BEDFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23.5,17.5,6,74.47%,,8,0,5,4.5,1,3,2,0
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18.5,16.5,2,89.19%,,8,1,4.5,3,0,0.5,1,0.5
,RMC,BOLTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34,30,4,88.24%,,18.5,2,3.5,6,0.5,1.5,0.5,1.5
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20,19,1,95.00%,,9,3,3.5,3.5,0,1,0,0
,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5,5,0,100.00%,,5,0,0,0,0,0,0,0
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43.5,33,10.5,75.86%,,19,2,5.5,6.5,8.5,0,2,0
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,17.5,13.5,4,77.14%,,5,1.5,2,5,2.5,1,0,0.5
,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12,12,0,100.00%,,10,0,1,1,0,0,0,0
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,19,2,90.48%,,11,2,3,3,0,0.5,0,1.5
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,61,52,9,85.25%,,25,9,6.5,11.5,3.5,2,1.5,2
,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,13.5,2,87.10%,,3,2,4.5,4,0,1.5,0,0.5
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,11,3.5,75.86%,,7,0,1,3,0,2,1.5,0
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,28,23,5,82.14%,,15,3.5,3,1.5,1.5,2,1,0.5
,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27,19.5,7.5,72.22%,,12,3,2,2.5,1,3.5,1,2
,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31.5,23,8.5,73.02%,,9,1.5,5,7.5,3,2,1,2.5
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,21.5,8,72.88%,,10.5,2.5,4.5,4,2.5,1,1.5,3
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,6.5,2,76.47%,,4,0,0,2.5,1,0.5,0.5,0
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,18.5,3,86.05%,,9,2,1.5,6,1,0,1,1
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NON-ADMITTED,ALL CANCERS,10,10,0,100.00%,,5,1,2,2,0,0,0,0
,RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,24,6,80.00%,,9,6,2,7,1,2,3,0
,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30,24.5,5.5,81.67%,,13,5.5,3,3,3.5,1,1,0
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,15.5,9,6.5,58.06%,,3,0,2,4,2,1.5,2,1
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,67,53.5,13.5,79.85%,,26,8,7,12.5,4.5,3.5,2.5,3
,RJN,EAST CHESHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,11,10.5,0.5,95.45%,,3,2.5,1,4,0,0,0,0.5
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47.5,40.5,7,85.26%,,20.5,1,5,14,5,0,0,2
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,35.5,5,87.65%,,18,5,3.5,9,1,2,1.5,0.5
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,27,13.5,66.67%,,12,2,2.5,10.5,3,4,2.5,4
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,25,23,2,92.00%,,11,4,3.5,4.5,1,1,0,0
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,17.5,3,85.37%,,9,3.5,0,5,1,0.5,0,1.5
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,16,3.5,82.05%,,9,1,3,3,1.5,1,0.5,0.5
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7.5,6.5,1,86.67%,,3,0,0,3.5,0,0,1,0
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,34.5,11.5,75.00%,,13,4,5,12.5,3,3,0.5,5
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,12.5,10.5,2,84.00%,,6,1,1.5,2,2,0,0,0
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,25.5,10.5,70.83%,,15,1,3.5,6,6,3,0,1.5
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32,27,5,84.38%,,17,1,4,5,0,2,1,2
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21.5,21.5,0,100.00%,,14,1.5,2.5,3.5,0,0,0,0
,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,41.5,37,4.5,89.16%,,12,8,6,11,1.5,1,1,1
,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,NON-ADMITTED,ALL CANCERS,15.5,13.5,2,87.10%,,7,1,3,2.5,0,0.5,0.5,1
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8,7.5,0.5,93.75%,,5.5,0.5,1.5,0,0,0,0.5,0
,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,37,33,4,89.19%,,13,2,5.5,12.5,1,0,1,2
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,24.5,19,5.5,77.55%,,7.5,2.5,1.5,7.5,2,1,0.5,2
,RGQ,IPSWICH HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,19,17,2,89.47%,,12,1,2,2,1,0,0,1
,R1F,ISLE OF WIGHT NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,15,3.5,81.08%,,6,0,4,5,0,2.5,0,1
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12.5,1.5,89.29%,,7,2,1.5,2,1,0.5,0,0
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,13,5,1,2,0,0.5,0,1.5
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,32.5,27,5.5,83.08%,,10,3,5.5,8.5,2,2,0,1.5
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,21,20.5,0.5,97.62%,,13,3.5,3.5,0.5,0,0.5,0,0
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,42,31,11,73.81%,,12,5,7,7,3.5,2.5,2.5,2.5
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,58.5,51.5,7,88.03%,,22.5,4.5,5.5,19,2.5,1.5,1.5,1.5
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NON-ADMITTED,ALL CANCERS,13,8.5,4.5,65.38%,,2,0,1,5.5,4,0,0,0.5
,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,5.5,5.5,0,100.00%,,2.5,0.5,2,0.5,0,0,0,0
,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,0.5,0.5,0,100.00%,,0,0,0,0.5,0,0,0,0
,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,18.5,15.5,3,83.78%,,8.5,0.5,1.5,5,1,1,0.5,0.5
,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,21,4,84.00%,,14,2,2,3,2,1,0.5,0.5
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NON-ADMITTED,ALL CANCERS,45.5,34.5,11,75.82%,,9.5,8,6.5,10.5,3,2,1.5,4.5
,RPA,MEDWAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,30.5,27,3.5,88.52%,,8,12,4.5,2.5,0,2,0,1.5
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,23.5,1,95.92%,,12,4,3.5,4,0.5,0.5,0,0
,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,NON-ADMITTED,ALL CANCERS,21,16,5,76.19%,,5,3.5,2,5.5,2,1.5,0,1.5
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,22,18.5,3.5,84.09%,,10.5,2,3,3,1.5,0.5,0.5,1
,RD8,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,19,5,79.17%,,9,1,5,4,3,2,0,0
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39,27.5,11.5,70.51%,,14,4,5.5,4,4,4.5,1,2
,RVJ,NORTH BRISTOL NHS TRUST,NON-ADMITTED,ALL CANCERS,50,42,8,84.00%,,23,3,5.5,10.5,2,1,1.5,3.5
,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,21.5,15.5,6,72.09%,,7.5,0,4,4,0,1,0,5
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,15,13,2,86.67%,,3.5,0.5,4,5,1.5,0,0.5,0
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,12,2.5,82.76%,,7,1,2,2,1,0,1,0.5
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,30.5,26,4.5,85.25%,,15,1,5,5,3,0.5,0,1
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,10,8.5,1.5,85.00%,,5,1,0,2.5,0.5,0,0,1
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,35,30.5,4.5,87.14%,,9,1,6.5,14,2,0,0,2.5
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,20.5,19,1.5,92.68%,,8,4,4,3,0,0,1,0.5
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,40.5,32,8.5,79.01%,,22,3,3,4,1,3.5,1,3
,RTH,OXFORD UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,43,34.5,8.5,80.23%,,7,9.5,8,10,0.5,1,1,6
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,36.5,29.5,7,80.82%,,12,4.5,2.5,10.5,2,2,2,1
,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29.5,24,5.5,81.36%,,9,1,5.5,8.5,3.5,1,0,1
,RK9,PLYMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,42,36,6,85.71%,,23,4,3,6,0,3,1,2
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7,6.5,0.5,92.86%,,2,1,1,2.5,0,0.5,0,0
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,52.5,43.5,9,82.86%,,18,10,4.5,11,1,3.5,2.5,2
,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1.5,1,0.5,66.67%,,1,0,0,0,0,0,0,0.5
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,39.5,31.5,8,79.75%,,18,4,5,4.5,1,2,1,4
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,38.5,36,2.5,93.51%,,25,3,1,7,0,1,0,1.5
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,46,33.5,12.5,72.83%,,12,5,4,12.5,5.5,4,2,1
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,29,24,5,82.76%,,9.5,5,5,4.5,3,0.5,0.5,1
,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,15,12.5,2.5,83.33%,,5,0,4,3.5,1,0,1.5,0
,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,2,2,0,100.00%,,1,0,1,0,0,0,0,0
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,19.5,13,6.5,66.67%,,2,0.5,2.5,8,1,0.5,1.5,3.5
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40,36,4,90.00%,,22,4,2,8,1.5,1,0,1.5
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24,23,1,95.83%,,17.5,1,4,0.5,0,1,0,0
,RNZ,SALISBURY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,26,21,5,80.77%,,14,0,2,5,1,3,1,0
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,20.5,18,2.5,87.80%,,3,3,6,6,0.5,0,0.5,1.5
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,43.5,37,6.5,85.06%,,20.5,3,5,8.5,2,2.5,0.5,1.5
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,18,13.5,4.5,75.00%,,9.5,0,1,3,0,2.5,1,1
,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,40,36,4,90.00%,,20,9,2,5,1,1,1,1
,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,36,36,0,100.00%,,20,5,10,1,0,0,0,0
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33.5,26.5,7,79.10%,,9,4,6.5,7,1,3,2.5,0.5
,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,8.5,6.5,2,76.47%,,3,0,0.5,3,0,0,2,0
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25,20,5,80.00%,,4,4,6,6,1.5,1,1,1.5
,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,27.5,17,10.5,61.82%,,7,0,2.5,7.5,3,4.5,2,1
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,23,21,2,91.30%,,12,3,3,3,2,0,0,0
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,10,9,1,90.00%,,4.5,1.5,0,3,0,0,0,1
,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,30,26,4,86.67%,,14.5,4,4.5,3,0.5,1,0,2.5
,RWJ,STOCKPORT NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14.5,11.5,3,79.31%,,7,0,2,2.5,1,1,1,0
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NON-ADMITTED,ALL CANCERS,26.5,23.5,3,88.68%,,6,7,2.5,8,1,2,0,0
,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,25.5,25,0.5,98.04%,,16.5,2.5,2.5,3.5,0,0.5,0,0
,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,33,28.5,4.5,86.36%,,11,2,8,7.5,3,0,1.5,0
,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,55.5,39,16.5,70.27%,,4.5,4.5,9,21,4,5.5,3,4
,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,47,31,16,65.96%,,2.5,5.5,8.5,14.5,3.5,5.5,5,2
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,24.5,15,9.5,61.22%,,10,1,2,2,1,4,1,3.5
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,12.5,1.5,89.29%,,7,2,0.5,3,1,0,0.5,0
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,57.5,48.5,9,84.35%,,29.5,2,4,13,2.5,2,2.5,2
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,29,27,2,93.10%,,11,5.5,7,3.5,2,0,0,0
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NON-ADMITTED,ALL CANCERS,25,19.5,5.5,78.00%,,7,2,4,6.5,2,1,1,1.5
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,7.5,7,0.5,93.33%,,5.5,0,1,0.5,0,0.5,0,0
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,40.5,37.5,3,92.59%,,18,4,8,7.5,0,1,2,0
,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,13.5,2.5,84.38%,,3.5,1,2,7,1,0.5,0,1
,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,1,1,0,100.00%,,0,0,0.5,0.5,0,0,0,0
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NON-ADMITTED,ALL CANCERS,27,24,3,88.89%,,15,3,1,5,1.5,1,0,0.5
,RKE,THE WHITTINGTON HOSPITAL NHS TRUST,NON-ADMITTED,ALL CANCERS,7,4,3,57.14%,,2,0,2,0,1,1,0,1
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,NON-ADMITTED,ALL CANCERS,69,56,13,81.16%,,38,7,3,8,5.5,2,3,2.5
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,14,10,4,71.43%,,2,2,4,2,2,0,0,2
,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,13,11.5,1.5,88.46%,,4.5,1.5,3,2.5,0.5,1,0,0
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,51,47.5,3.5,93.14%,,24,6,6,11.5,0,2,0.5,1
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,31,21.5,9.5,69.35%,,8,1,6.5,6,3.5,1.5,3.5,1
,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,16,12,4,75.00%,,5,1.5,0,5.5,1.5,0.5,1.5,0.5
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NON-ADMITTED,ALL CANCERS,25,22.5,2.5,90.00%,,6,2,7,7.5,0.5,0,0,2
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NON-ADMITTED,ALL CANCERS,77,59.5,17.5,77.27%,,18,12,16,13.5,6,7,0,4.5
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NON-ADMITTED,ALL CANCERS,34.5,34,0.5,98.55%,,20,3,4,7,0.5,0,0,0
